Tox_type,Accession,Host_type,Group,Mode,Num_hosts,Trim_flag
unaff,BGSC 4BB1,Species,Rank3,Strains,1,Untrimmed
unaff,GR007,Species,Rank3,Strains,20,Trimmed
unaff,GR007,Species,Rank3,Strains,65,Untrimmed
unaff,IBL00171,Species,Rank3,Strains,18,Trimmed
unaff,IBL00171,Species,Rank3,Strains,63,Untrimmed
unaff,G25-91,Species,Rank3,Strains,1,Trimmed
unaff,G25-91,Species,Rank3,Strains,1,Untrimmed
unaff,CIB 163-131,Species,Rank3,Strains,5,Trimmed
unaff,CIB 163-131,Species,Rank3,Strains,5,Untrimmed
unaff,ARP252,Species,Rank3,Strains,3,Trimmed
unaff,ARP252,Species,Rank3,Strains,3,Untrimmed
unaff,PS50C(a),Species,Rank3,Strains,2,Trimmed
unaff,PS50C(a),Species,Rank3,Strains,2,Untrimmed
unaff,Root131,Species,Rank3,Strains,11,Trimmed
unaff,Root131,Species,Rank3,Strains,11,Untrimmed
unaff,AG102,Species,Rank3,Strains,11,Trimmed
unaff,AG102,Species,Rank3,Strains,11,Untrimmed
unaff,AFS005140,Species,Rank3,Strains,7,Trimmed
unaff,AFS005140,Species,Rank3,Strains,7,Untrimmed
unaff,BGSC 4BU1,Species,Rank3,Strains,5,Trimmed
unaff,BGSC 4BU1,Species,Rank3,Strains,5,Untrimmed
unaff,QHW7-2,Species,Rank3,Strains,3,Trimmed
unaff,QHW7-2,Species,Rank3,Strains,3,Untrimmed
unaff,BGSC 4AC1,Species,Rank3,Strains,5,Trimmed
unaff,BGSC 4AC1,Species,Rank3,Strains,5,Untrimmed
unaff,C81,Species,Rank3,Strains,1,Trimmed
unaff,C81,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4CF1,Species,Rank3,Strains,5,Trimmed
unaff,BGSC 4CF1,Species,Rank3,Strains,5,Untrimmed
unaff,PS86Q3,Species,Rank3,Strains,3,Trimmed
unaff,PS86Q3,Species,Rank3,Strains,18,Untrimmed
unaff,SBS Bt 48,Species,Rank3,Strains,5,Trimmed
unaff,SBS Bt 48,Species,Rank3,Strains,5,Untrimmed
unaff,DB27,Species,Rank3,Strains,2,Trimmed
unaff,DB27,Species,Rank3,Strains,2,Untrimmed
unaff,ARP158,Species,Rank3,Strains,1,Trimmed
unaff,ARP158,Species,Rank3,Strains,1,Untrimmed
unaff,SY-11,Species,Rank3,Strains,1,Trimmed
unaff,SY-11,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4AA1,Species,Rank3,Strains,2,Trimmed
unaff,BGSC 4AA1,Species,Rank3,Strains,31,Untrimmed
unaff,AFS056009,Species,Rank3,Strains,15,Untrimmed
unaff,K1,Species,Rank3,Strains,11,Trimmed
unaff,K1,Species,Rank3,Strains,11,Untrimmed
unaff,SC6H8,Species,Rank3,Strains,13,Trimmed
unaff,SC6H8,Species,Rank3,Strains,27,Untrimmed
unaff,ARP067,Species,Rank3,Strains,5,Trimmed
unaff,ARP067,Species,Rank3,Strains,5,Untrimmed
unaff,LBIT-976,Species,Rank3,Strains,1,Trimmed
unaff,LBIT-976,Species,Rank3,Strains,1,Untrimmed
unaff,96-OK-85-24,Species,Rank3,Strains,2,Trimmed
unaff,96-OK-85-24,Species,Rank3,Strains,2,Untrimmed
unaff,higo,Species,Rank3,Strains,5,Trimmed
unaff,higo,Species,Rank3,Strains,5,Untrimmed
unaff,QG-121,Species,Rank3,Strains,5,Trimmed
unaff,QG-121,Species,Rank3,Strains,5,Untrimmed
unaff,NRRL B-21934,Species,Rank3,Strains,7,Trimmed
unaff,NRRL B-21934,Species,Rank3,Strains,7,Untrimmed
unaff,Bt18247,Species,Rank3,Strains,1,Trimmed
unaff,Bt18247,Species,Rank3,Strains,1,Untrimmed
unaff,zjfc85,Species,Rank3,Strains,15,Untrimmed
unaff,YBT-020,Species,Rank3,Strains,1,Trimmed
unaff,YBT-020,Species,Rank3,Strains,1,Untrimmed
unaff,DAB-Bt4,Species,Rank3,Strains,14,Trimmed
unaff,DAB-Bt4,Species,Rank3,Strains,14,Untrimmed
unaff,BGSC 4U1,Species,Rank3,Strains,1,Trimmed
unaff,BGSC 4U1,Species,Rank3,Strains,1,Untrimmed
unaff,N141,Species,Rank3,Strains,3,Trimmed
unaff,N141,Species,Rank3,Strains,3,Untrimmed
unaff,NRRL B-21921,Species,Rank3,Strains,6,Trimmed
unaff,NRRL B-21921,Species,Rank3,Strains,6,Untrimmed
unaff,BGSC 4CB1,Species,Rank3,Strains,26,Trimmed
unaff,BGSC 4CB1,Species,Rank3,Strains,73,Untrimmed
unaff,G25-50,Species,Rank3,Strains,1,Trimmed
unaff,G25-50,Species,Rank3,Strains,15,Untrimmed
unaff,Bt173,Species,Rank3,Strains,2,Trimmed
unaff,Bt173,Species,Rank3,Strains,2,Untrimmed
unaff,Sbt030,Species,Rank3,Strains,1,Trimmed
unaff,Sbt030,Species,Rank3,Strains,1,Untrimmed
unaff,IBL 4222,Species,Rank3,Strains,11,Trimmed
unaff,IBL 4222,Species,Rank3,Strains,11,Untrimmed
unaff,H23,Species,Rank3,Strains,3,Trimmed
unaff,H23,Species,Rank3,Strains,3,Untrimmed
unaff,BT-59,Species,Rank3,Strains,14,Trimmed
unaff,BT-59,Species,Rank3,Strains,14,Untrimmed
unaff,BMP144,Species,Rank3,Strains,14,Trimmed
unaff,BMP144,Species,Rank3,Strains,14,Untrimmed
unaff,GS3,Species,Rank3,Strains,4,Trimmed
unaff,GS3,Species,Rank3,Strains,4,Untrimmed
unaff,T0137,Species,Rank3,Strains,14,Trimmed
unaff,T0137,Species,Rank3,Strains,14,Untrimmed
unaff,BGSC 4BC1,Species,Rank3,Strains,1,Trimmed
unaff,BGSC 4BC1,Species,Rank3,Strains,1,Untrimmed
unaff,BtPGI245,Species,Rank3,Strains,3,Trimmed
unaff,BtPGI245,Species,Rank3,Strains,3,Untrimmed
unaff,BB56-3,Species,Rank3,Strains,13,Trimmed
unaff,BB56-3,Species,Rank3,Strains,13,Untrimmed
unaff,ARP132,Species,Rank3,Strains,2,Trimmed
unaff,ARP132,Species,Rank3,Strains,2,Untrimmed
unaff,BGSC 4AR1,Species,Rank3,Strains,20,Trimmed
unaff,BGSC 4AR1,Species,Rank3,Strains,20,Untrimmed
unaff,YBT-1518,Species,Rank3,Strains,1,Trimmed
unaff,YBT-1518,Species,Rank3,Strains,15,Untrimmed
unaff,PS50C(b),Species,Rank3,Strains,5,Trimmed
unaff,PS50C(b),Species,Rank3,Strains,5,Untrimmed
unaff,BGSC 4BR1,Species,Rank3,Strains,31,Untrimmed
unaff,ARP026,Species,Rank3,Strains,4,Trimmed
unaff,ARP026,Species,Rank3,Strains,4,Untrimmed
unaff,G25-7,Species,Rank3,Strains,1,Trimmed
unaff,G25-7,Species,Rank3,Strains,1,Untrimmed
unaff,S2160-1,Species,Rank3,Strains,6,Trimmed
unaff,S2160-1,Species,Rank3,Strains,6,Untrimmed
unaff,BGSC 4G4,Species,Rank3,Strains,21,Trimmed
unaff,BGSC 4G4,Species,Rank3,Strains,69,Untrimmed
unaff,BGSC 4AL1,Species,Rank3,Strains,1,Trimmed
unaff,BGSC 4AL1,Species,Rank3,Strains,1,Untrimmed
unaff,FBG-1,Species,Rank3,Strains,1,Trimmed
unaff,FBG-1,Species,Rank3,Strains,1,Untrimmed
unaff,IAB59,Species,Rank3,Strains,1,Trimmed
unaff,IAB59,Species,Rank3,Strains,1,Untrimmed
unaff,G25-6,Species,Rank3,Strains,1,Trimmed
unaff,G25-6,Species,Rank3,Strains,1,Untrimmed
unaff,JF21-1,Species,Rank3,Strains,2,Trimmed
unaff,JF21-1,Species,Rank3,Strains,2,Untrimmed
unaff,FCD114,Species,Rank3,Strains,3,Trimmed
unaff,FCD114,Species,Rank3,Strains,3,Untrimmed
unaff,AHG6,Species,Rank3,Strains,1,Trimmed
unaff,AHG6,Species,Rank3,Strains,1,Untrimmed
unaff,AFS063736,Species,Rank3,Strains,15,Untrimmed
unaff,ARP057,Species,Rank3,Strains,4,Trimmed
unaff,ARP057,Species,Rank3,Strains,4,Untrimmed
unaff,BGSC 4AW1,Species,Rank3,Strains,1,Trimmed
unaff,BGSC 4AW1,Species,Rank3,Strains,87,Untrimmed
unaff,HS18-1,Species,Rank3,Strains,6,Trimmed
unaff,HS18-1,Species,Rank3,Strains,6,Untrimmed
unaff,btsu4,Species,Rank3,Strains,4,Trimmed
unaff,btsu4,Species,Rank3,Strains,4,Untrimmed
unaff,HW-11,Species,Rank3,Strains,1,Trimmed
unaff,HW-11,Species,Rank3,Strains,1,Untrimmed
unaff,HD521,Species,Rank3,Strains,1,Trimmed
unaff,HD521,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4N1,Species,Rank3,Strains,19,Trimmed
unaff,BGSC 4N1,Species,Rank3,Strains,64,Untrimmed
unaff,LP1G,Species,Rank3,Strains,1,Trimmed
unaff,LP1G,Species,Rank3,Strains,1,Untrimmed
unaff,INTA Fr7-4,Species,Rank3,Strains,4,Trimmed
unaff,INTA Fr7-4,Species,Rank3,Strains,4,Untrimmed
unaff,BBT2-5,Species,Rank3,Strains,3,Trimmed
unaff,BBT2-5,Species,Rank3,Strains,3,Untrimmed
unaff,GS27,Species,Rank3,Strains,2,Trimmed
unaff,GS27,Species,Rank3,Strains,2,Untrimmed
unaff,18_483,Species,Rank3,Strains,11,Trimmed
unaff,18_483,Species,Rank3,Strains,11,Untrimmed
unaff,BGSC 4BF1,Species,Rank3,Strains,4,Trimmed
unaff,BGSC 4BF1,Species,Rank3,Strains,4,Untrimmed
unaff,yunnanensis,Species,Rank3,Strains,1,Trimmed
unaff,yunnanensis,Species,Rank3,Strains,1,Untrimmed
unaff,T0139,Species,Rank3,Strains,14,Trimmed
unaff,T0139,Species,Rank3,Strains,14,Untrimmed
unaff,PS158C2,Species,Rank3,Strains,10,Trimmed
unaff,PS158C2,Species,Rank3,Strains,10,Untrimmed
unaff,HD12,Species,Rank3,Strains,20,Trimmed
unaff,HD12,Species,Rank3,Strains,65,Untrimmed
unaff,FCC41,Species,Rank3,Strains,5,Trimmed
unaff,FCC41,Species,Rank3,Strains,5,Untrimmed
unaff,AFS050081,Species,Rank3,Strains,7,Trimmed
unaff,AFS050081,Species,Rank3,Strains,17,Untrimmed
unaff,AFS013213,Species,Rank3,Strains,7,Trimmed
unaff,AFS013213,Species,Rank3,Strains,7,Untrimmed
unaff,DAB-Bt5,Species,Rank3,Strains,14,Trimmed
unaff,DAB-Bt5,Species,Rank3,Strains,14,Untrimmed
unaff,BtS02739C,Species,Rank3,Strains,5,Trimmed
unaff,BtS02739C,Species,Rank3,Strains,5,Untrimmed
unaff,BGSC 4AP1,Species,Rank3,Strains,28,Trimmed
unaff,BGSC 4AP1,Species,Rank3,Strains,28,Untrimmed
unaff,64-1-94,Species,Rank3,Strains,1,Trimmed
unaff,64-1-94,Species,Rank3,Strains,1,Untrimmed
unaff,BTS02761A,Species,Rank3,Strains,4,Trimmed
unaff,BTS02761A,Species,Rank3,Strains,4,Untrimmed
unaff,PS17,Species,Rank3,Strains,9,Trimmed
unaff,PS17,Species,Rank3,Strains,9,Untrimmed
unaff,NHA15b,Species,Rank3,Strains,1,Trimmed
unaff,NHA15b,Species,Rank3,Strains,1,Untrimmed
unaff,GS72,Species,Rank3,Strains,4,Trimmed
unaff,GS72,Species,Rank3,Strains,4,Untrimmed
unaff,BRC-ZQL3,Species,Rank3,Strains,4,Trimmed
unaff,BRC-ZQL3,Species,Rank3,Strains,4,Untrimmed
unaff,CMBL-BT2,Species,Rank3,Strains,12,Trimmed
unaff,CMBL-BT2,Species,Rank3,Strains,12,Untrimmed
unaff,HD-789,Species,Rank3,Strains,14,Trimmed
unaff,HD-789,Species,Rank3,Strains,14,Untrimmed
unaff,GW6,Species,Rank3,Strains,5,Trimmed
unaff,GW6,Species,Rank3,Strains,5,Untrimmed
unaff,2173,Species,Rank3,Strains,1,Trimmed
unaff,2173,Species,Rank3,Strains,1,Untrimmed
unaff,IBL 200,Species,Rank3,Strains,18,Trimmed
unaff,IBL 200,Species,Rank3,Strains,63,Untrimmed
unaff,CAA890,Species,Rank3,Strains,1,Trimmed
unaff,CAA890,Species,Rank3,Strains,1,Untrimmed
unaff,AFS030866,Species,Rank3,Strains,4,Trimmed
unaff,AFS030866,Species,Rank3,Strains,4,Untrimmed
unaff,BGSC 4O1,Species,Rank3,Strains,13,Trimmed
unaff,BGSC 4O1,Species,Rank3,Strains,65,Untrimmed
unaff,K34,Species,Rank3,Strains,5,Trimmed
unaff,K34,Species,Rank3,Strains,5,Untrimmed
unaff,HD395,Species,Rank3,Strains,4,Trimmed
unaff,HD395,Species,Rank3,Strains,4,Untrimmed
unaff,SK700,Species,Rank3,Strains,1,Trimmed
unaff,SK700,Species,Rank3,Strains,1,Untrimmed
unaff,M15,Species,Rank3,Strains,1,Trimmed
unaff,M15,Species,Rank3,Strains,1,Untrimmed
unaff,DAB-Bt3,Species,Rank3,Strains,14,Trimmed
unaff,DAB-Bt3,Species,Rank3,Strains,14,Untrimmed
unaff,HD867,Species,Rank3,Strains,6,Trimmed
unaff,HD867,Species,Rank3,Strains,6,Untrimmed
unaff,CL91,Species,Rank3,Strains,1,Trimmed
unaff,CL91,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4CE1,Species,Rank3,Strains,1,Trimmed
unaff,BGSC 4CE1,Species,Rank3,Strains,1,Untrimmed
unaff,DE0030,Species,Rank3,Strains,11,Trimmed
unaff,DE0030,Species,Rank3,Strains,11,Untrimmed
unaff,INA288,Species,Rank3,Strains,4,Trimmed
unaff,INA288,Species,Rank3,Strains,4,Untrimmed
unaff,HYW-8,Species,Rank3,Strains,5,Trimmed
unaff,HYW-8,Species,Rank3,Strains,5,Untrimmed
unaff,GWS7,Species,Rank3,Strains,5,Trimmed
unaff,GWS7,Species,Rank3,Strains,5,Untrimmed
unaff,ARP193,Species,Rank3,Strains,4,Trimmed
unaff,ARP193,Species,Rank3,Strains,4,Untrimmed
unaff,Bt.B2.1KSM,Species,Rank3,Strains,10,Trimmed
unaff,Bt.B2.1KSM,Species,Rank3,Strains,10,Untrimmed
unaff,JW-1,Species,Rank3,Strains,15,Trimmed
unaff,JW-1,Species,Rank3,Strains,15,Untrimmed
unaff,G25-78,Species,Rank3,Strains,2,Trimmed
unaff,G25-78,Species,Rank3,Strains,2,Untrimmed
unaff,SCG04-02,Species,Rank3,Strains,1,Trimmed
unaff,SCG04-02,Species,Rank3,Strains,1,Untrimmed
unaff,AFS088016,Species,Rank3,Strains,7,Trimmed
unaff,AFS088016,Species,Rank3,Strains,7,Untrimmed
unaff,H1,Species,Rank3,Strains,2,Trimmed
unaff,H1,Species,Rank3,Strains,2,Untrimmed
unaff,BS-pTAND672-2,Species,Rank3,Strains,9,Trimmed
unaff,BS-pTAND672-2,Species,Rank3,Strains,9,Untrimmed
unaff,B0462,Species,Rank3,Strains,1,Trimmed
unaff,B0462,Species,Rank3,Strains,1,Untrimmed
unaff,LBIT-597,Species,Rank3,Strains,1,Trimmed
unaff,LBIT-597,Species,Rank3,Strains,1,Untrimmed
unaff,AK8,Species,Rank3,Strains,14,Trimmed
unaff,AK8,Species,Rank3,Strains,14,Untrimmed
unaff,GPL-O901,Species,Rank3,Strains,11,Trimmed
unaff,GPL-O901,Species,Rank3,Strains,11,Untrimmed
unaff,G25-93,Species,Rank3,Strains,21,Trimmed
unaff,G25-93,Species,Rank3,Strains,66,Untrimmed
unaff,T03B001,Species,Rank3,Strains,20,Trimmed
unaff,T03B001,Species,Rank3,Strains,20,Untrimmed
unaff,84-HS-1-11,Species,Rank3,Strains,1,Trimmed
unaff,84-HS-1-11,Species,Rank3,Strains,1,Untrimmed
unaff,morrisoni BF190,Species,Rank3,Strains,3,Trimmed
unaff,morrisoni BF190,Species,Rank3,Strains,3,Untrimmed
unaff,Root11,Species,Rank3,Strains,11,Trimmed
unaff,Root11,Species,Rank3,Strains,11,Untrimmed
unaff,92-10,Species,Rank3,Strains,1,Trimmed
unaff,92-10,Species,Rank3,Strains,1,Untrimmed
unaff,B5,Species,Rank3,Strains,4,Trimmed
unaff,B5,Species,Rank3,Strains,4,Untrimmed
unaff,L_1B0_8,Species,Rank3,Strains,10,Trimmed
unaff,L_1B0_8,Species,Rank3,Strains,10,Untrimmed
unaff,AFS022504,Species,Rank3,Strains,7,Trimmed
unaff,AFS022504,Species,Rank3,Strains,17,Untrimmed
unaff,WBT-2,Species,Rank3,Strains,20,Trimmed
unaff,WBT-2,Species,Rank3,Strains,65,Untrimmed
unaff,Q52-7,Species,Rank3,Strains,1,Trimmed
unaff,Q52-7,Species,Rank3,Strains,1,Untrimmed
unaff,DP1019,Species,Rank3,Strains,1,Trimmed
unaff,DP1019,Species,Rank3,Strains,1,Untrimmed
unaff,IBL00427,Species,Rank3,Strains,14,Trimmed
unaff,IBL00427,Species,Rank3,Strains,14,Untrimmed
unaff,TAND672,Species,Rank3,Strains,9,Trimmed
unaff,TAND672,Species,Rank3,Strains,9,Untrimmed
unaff,G25-3,Species,Rank3,Strains,1,Trimmed
unaff,G25-3,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4AO1,Species,Rank3,Strains,28,Trimmed
unaff,BGSC 4AO1,Species,Rank3,Strains,28,Untrimmed
unaff,DAB-Bt6,Species,Rank3,Strains,13,Trimmed
unaff,DAB-Bt6,Species,Rank3,Strains,13,Untrimmed
unaff,47-6B,Species,Rank3,Strains,1,Trimmed
unaff,47-6B,Species,Rank3,Strains,1,Untrimmed
unaff,FBG25,Species,Rank3,Strains,5,Trimmed
unaff,FBG25,Species,Rank3,Strains,5,Untrimmed
unaff,BC-01,Species,Rank3,Strains,11,Trimmed
unaff,BC-01,Species,Rank3,Strains,11,Untrimmed
unaff,Bt9,Species,Rank3,Strains,10,Trimmed
unaff,Bt9,Species,Rank3,Strains,10,Untrimmed
unaff,ARP260,Species,Rank3,Strains,3,Trimmed
unaff,ARP260,Species,Rank3,Strains,3,Untrimmed
unaff,ARP185,Species,Rank3,Strains,1,Trimmed
unaff,ARP185,Species,Rank3,Strains,1,Untrimmed
unaff,4H5,Species,Rank3,Strains,11,Trimmed
unaff,4H5,Species,Rank3,Strains,11,Untrimmed
unaff,BGSC 4BV1,Species,Rank3,Strains,74,Untrimmed
unaff,fukuokaensis,Species,Rank3,Strains,2,Trimmed
unaff,fukuokaensis,Species,Rank3,Strains,2,Untrimmed
unaff,BT62,Species,Rank3,Strains,1,Trimmed
unaff,BT62,Species,Rank3,Strains,1,Untrimmed
unaff,LTS-290,Species,Rank3,Strains,2,Trimmed
unaff,LTS-290,Species,Rank3,Strains,2,Untrimmed
unaff,147,Species,Rank3,Strains,12,Trimmed
unaff,147,Species,Rank3,Strains,12,Untrimmed
unaff,NBIN-866,Species,Rank3,Strains,27,Trimmed
unaff,NBIN-866,Species,Rank3,Strains,74,Untrimmed
unaff,ARP124,Species,Rank3,Strains,1,Trimmed
unaff,ARP124,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4BG1,Species,Rank3,Strains,1,Trimmed
unaff,BGSC 4BG1,Species,Rank3,Strains,1,Untrimmed
unaff,WB10,Species,Rank3,Strains,1,Trimmed
unaff,WB10,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4BT1,Species,Rank3,Strains,1,Trimmed
unaff,BGSC 4BT1,Species,Rank3,Strains,1,Untrimmed
unaff,jegathesan 367,Species,Rank3,Strains,5,Trimmed
unaff,jegathesan 367,Species,Rank3,Strains,5,Untrimmed
unaff,HD29,Species,Rank3,Strains,20,Trimmed
unaff,HD29,Species,Rank3,Strains,89,Untrimmed
unaff,AFS059039,Species,Rank3,Strains,4,Trimmed
unaff,AFS059039,Species,Rank3,Strains,4,Untrimmed
unaff,HBF-18,Species,Rank3,Strains,3,Trimmed
unaff,HBF-18,Species,Rank3,Strains,3,Untrimmed
unaff,HQ122,Species,Rank3,Strains,5,Trimmed
unaff,HQ122,Species,Rank3,Strains,5,Untrimmed
unaff,FDAARGOS_796,Species,Rank3,Strains,14,Trimmed
unaff,FDAARGOS_796,Species,Rank3,Strains,14,Untrimmed
unaff,popilliae Hime,Species,Rank3,Strains,1,Trimmed
unaff,popilliae Hime,Species,Rank3,Strains,1,Untrimmed
unaff,BtMC28,Species,Rank3,Strains,7,Trimmed
unaff,BtMC28,Species,Rank3,Strains,7,Untrimmed
unaff,CMBLBT-5,Species,Rank3,Strains,1,Trimmed
unaff,CMBLBT-5,Species,Rank3,Strains,1,Untrimmed
unaff,HD522,Species,Rank3,Strains,14,Trimmed
unaff,HD522,Species,Rank3,Strains,14,Untrimmed
unaff,S811,Species,Rank3,Strains,1,Trimmed
unaff,S811,Species,Rank3,Strains,1,Untrimmed
unaff,BGSC 4AT1,Species,Rank3,Strains,20,Trimmed
unaff,BGSC 4AT1,Species,Rank3,Strains,20,Untrimmed
unaff,AFS033477,Species,Rank3,Strains,1,Trimmed
unaff,AFS033477,Species,Rank3,Strains,1,Untrimmed
unaff,G25-97,Species,Rank3,Strains,21,Trimmed
unaff,G25-97,Species,Rank3,Strains,66,Untrimmed
unaff,PS46L,Species,Rank3,Strains,5,Trimmed
unaff,PS46L,Species,Rank3,Strains,5,Untrimmed
unaff,T30001,Species,Rank3,Strains,5,Trimmed
unaff,T30001,Species,Rank3,Strains,5,Untrimmed
unaff,AM65-52,Species,Rank3,Strains,15,Trimmed
unaff,AM65-52,Species,Rank3,Strains,15,Untrimmed
unaff,KNU-26,Species,Rank3,Strains,14,Trimmed
unaff,KNU-26,Species,Rank3,Strains,14,Untrimmed
unaff,1.24,Species,Rank3,Strains,14,Trimmed
unaff,1.24,Species,Rank3,Strains,14,Untrimmed
unaff,IPPBIOTSUC-C9F1,Species,Rank3,Strains,2,Trimmed
unaff,IPPBIOTSUC-C9F1,Species,Rank3,Strains,2,Untrimmed
unaff,BN23-5,Species,Rank3,Strains,10,Trimmed
unaff,BN23-5,Species,Rank3,Strains,28,Untrimmed
unaff,BR58,Species,Rank3,Strains,13,Trimmed
unaff,BR58,Species,Rank3,Strains,13,Untrimmed
unaff,BGSC 4AX1,Species,Rank3,Strains,15,Trimmed
unaff,BGSC 4AX1,Species,Rank3,Strains,15,Untrimmed
unaff,S2480-1,Species,Rank3,Strains,2,Trimmed
unaff,S2480-1,Species,Rank3,Strains,2,Untrimmed
unaff,31-5,Species,Rank3,Strains,1,Trimmed
unaff,31-5,Species,Rank3,Strains,1,Untrimmed
unaff,MC28,Species,Rank3,Strains,6,Trimmed
unaff,MC28,Species,Rank3,Strains,6,Untrimmed
unaff,M019,Species,Rank3,Strains,1,Trimmed
unaff,M019,Species,Rank3,Strains,1,Untrimmed
rec,AFS005140,Species,Rank4,Strains,7,Trimmed
rec,AFS005140,Species,Rank4,Strains,7,Untrimmed
rec,ATX 13026,Species,Rank4,Strains,17,Trimmed
rec,ATX 13026,Species,Rank4,Strains,17,Untrimmed
rec,C15,Species,Rank4,Strains,7,Trimmed
rec,C15,Species,Rank4,Strains,7,Untrimmed
rec,QZL38,Species,Rank4,Strains,10,Trimmed
rec,QZL38,Species,Rank4,Strains,10,Untrimmed
rec,AFS059039,Species,Rank4,Strains,4,Trimmed
rec,AFS059039,Species,Rank4,Strains,4,Untrimmed
rec,Bt185,Species,Rank4,Strains,7,Trimmed
rec,Bt185,Species,Rank4,Strains,7,Untrimmed
rec,mogi K4,Species,Rank4,Strains,3,Trimmed
rec,mogi K4,Species,Rank4,Strains,3,Untrimmed
rec,AFS030866,Species,Rank4,Strains,4,Trimmed
rec,AFS030866,Species,Rank4,Strains,4,Untrimmed
rec,AFS013213,Species,Rank4,Strains,7,Trimmed
rec,AFS013213,Species,Rank4,Strains,7,Untrimmed
rec,IBL 200,Species,Rank4,Strains,18,Trimmed
rec,IBL 200,Species,Rank4,Strains,63,Untrimmed
rec,78-2,Species,Rank4,Strains,9,Trimmed
rec,78-2,Species,Rank4,Strains,9,Untrimmed
rec,AFS034708,Species,Rank4,Strains,2,Trimmed
rec,AFS034708,Species,Rank4,Strains,2,Untrimmed
rec,SK700,Species,Rank4,Strains,1,Trimmed
rec,SK700,Species,Rank4,Strains,1,Untrimmed
rec,AFS088016,Species,Rank4,Strains,7,Trimmed
rec,AFS088016,Species,Rank4,Strains,7,Untrimmed
rec,LM1212-W3,Species,Rank3,Strains,1,Trimmed
rec,LM1212-W3,Species,Rank3,Strains,1,Untrimmed
rec,Bun1-14,Species,Rank3,Strains,2,Trimmed
rec,Bun1-14,Species,Rank3,Strains,2,Untrimmed
rec,BGSC 4G1,Species,Rank3,Strains,26,Trimmed
rec,BGSC 4G1,Species,Rank3,Strains,73,Untrimmed
rec,EG6346,Species,Rank3,Strains,26,Untrimmed
rec,T13001,Species,Rank3,Strains,3,Trimmed
rec,T13001,Species,Rank3,Strains,3,Untrimmed
rec,QCM(T1),Species,Rank3,Strains,2,Trimmed
rec,QCM(T1),Species,Rank3,Strains,2,Untrimmed
rec,VD154,Species,Rank3,Strains,3,Trimmed
rec,VD154,Species,Rank3,Strains,3,Untrimmed
rec,HD-525,Species,Rank3,Strains,26,Trimmed
rec,HD-525,Species,Rank3,Strains,73,Untrimmed
rec,xpz-46,Species,Rank3,Strains,2,Trimmed
rec,xpz-46,Species,Rank3,Strains,2,Untrimmed
rec,Bti,Species,Rank3,Strains,14,Trimmed
rec,Bti,Species,Rank3,Strains,14,Untrimmed
rec,C15,Species,Rank3,Strains,7,Trimmed
rec,C15,Species,Rank3,Strains,7,Untrimmed
rec,A1462,Species,Rank3,Strains,2,Trimmed
rec,A1462,Species,Rank3,Strains,2,Untrimmed
rec,ATX 13026,Species,Rank3,Strains,17,Trimmed
rec,ATX 13026,Species,Rank3,Strains,17,Untrimmed
rec,BGSC 4AE1,Species,Rank3,Strains,26,Trimmed
rec,BGSC 4AE1,Species,Rank3,Strains,73,Untrimmed
rec,DAB-Bt1,Species,Rank3,Strains,13,Trimmed
rec,DAB-Bt1,Species,Rank3,Strains,13,Untrimmed
rec,T0131,Species,Rank3,Strains,14,Trimmed
rec,T0131,Species,Rank3,Strains,14,Untrimmed
rec,ML090,Species,Rank3,Strains,9,Trimmed
rec,ML090,Species,Rank3,Strains,9,Untrimmed
rec,QZL1-2,Species,Rank3,Strains,2,Trimmed
rec,QZL1-2,Species,Rank3,Strains,2,Untrimmed
rec,HD567-61-9,Species,Rank3,Strains,10,Trimmed
rec,HD567-61-9,Species,Rank3,Strains,10,Untrimmed
rec,PS63B,Species,Rank3,Strains,2,Trimmed
rec,PS63B,Species,Rank3,Strains,2,Untrimmed
rec,Sbt003,Species,Rank3,Strains,4,Trimmed
rec,Sbt003,Species,Rank3,Strains,4,Untrimmed
rec,EG5144,Species,Rank3,Strains,6,Trimmed
rec,EG5144,Species,Rank3,Strains,6,Untrimmed
rec,g9,Species,Rank3,Strains,7,Trimmed
rec,g9,Species,Rank3,Strains,7,Untrimmed
rec,mogi K4,Species,Rank3,Strains,3,Trimmed
rec,mogi K4,Species,Rank3,Strains,3,Untrimmed
rec,L-27,Species,Rank3,Strains,2,Trimmed
rec,L-27,Species,Rank3,Strains,2,Untrimmed
rec,PBT602,Species,Rank3,Strains,10,Trimmed
rec,PBT602,Species,Rank3,Strains,10,Untrimmed
rec,M2776,Species,Rank3,Strains,3,Trimmed
rec,M2776,Species,Rank3,Strains,3,Untrimmed
rec,PS81I,Species,Rank3,Strains,6,Trimmed
rec,PS81I,Species,Rank3,Strains,48,Untrimmed
rec,ST8,Species,Rank3,Strains,4,Trimmed
rec,ST8,Species,Rank3,Strains,4,Untrimmed
rec,DAB-Bt2,Species,Rank3,Strains,13,Trimmed
rec,DAB-Bt2,Species,Rank3,Strains,13,Untrimmed
