ID,Domain,Curr_domain,Rec,Par,Par_type,Dom_type,Dataset,Ident
0,domain3,domain1,BT_Cry8Ja1,BT_Cry8Ca1,Minor,Non_transferred,Raw,59.5744680851064
0,domain3,domain2,BT_Cry8Ja1,BT_Cry8Ca1,Minor,Non_transferred,Raw,51.1083743842365
0,domain3,domain3,BT_Cry8Ja1,BT_Cry8Ea2,Major,Non_transferred,Raw,48.9655172413793
0,domain3,domain1,BT_Cry8Ja1,BT_Cry8Ea2,Major,Transferred,Raw,100
0,domain3,domain2,BT_Cry8Ja1,BT_Cry8Ea2,Major,Transferred,Raw,99.0243902439024
1,domain1,domain1,BT_Cry1Ac39,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,100
1,domain1,domain2,BT_Cry1Ac39,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,53.2734274711168
1,domain1,domain3,BT_Cry1Ac39,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,50.8317929759704
1,domain1,domain1,BT_Cry1Ac39,BT_Cry1Aa10,Minor,Transferred,Raw,98.7829614604462
1,domain1,domain2,BT_Cry1Ac39,BT_Cry1Aa10,Minor,Non_transferred,Raw,66.9456066945607
1,domain1,domain3,BT_Cry1Ac39,BT_Cry1Aa10,Minor,Non_transferred,Raw,50
1,domain1,domain1,BT_Cry1Ac39,BT_Cry1Ag1,Minor,Transferred,Raw,97.979797979798
1,domain1,domain2,BT_Cry1Ac39,BT_Cry1Ag1,Minor,Non_transferred,Raw,67.7098150782361
1,domain1,domain3,BT_Cry1Ac39,BT_Cry1Ag1,Minor,Non_transferred,Raw,49.2119089316988
1,domain1,domain1,BT_Cry1Ac39,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,99.5926680244399
1,domain1,domain2,BT_Cry1Ac39,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,91.5605095541401
1,domain1,domain3,BT_Cry1Ac39,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,50.2636203866432
1,domain1,domain1,BT_Cry1Aa10,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,98.7829614604462
1,domain1,domain2,BT_Cry1Aa10,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,52.9182879377432
1,domain1,domain3,BT_Cry1Aa10,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.3795620437956
1,domain1,domain1,BT_Cry1Aa10,BT_Cry1Aa10,Minor,Transferred,Raw,100
1,domain1,domain2,BT_Cry1Aa10,BT_Cry1Aa10,Minor,Non_transferred,Raw,100
1,domain1,domain3,BT_Cry1Aa10,BT_Cry1Aa10,Minor,Non_transferred,Raw,100
1,domain1,domain1,BT_Cry1Aa10,BT_Cry1Ag1,Minor,Transferred,Raw,98.3805668016194
1,domain1,domain2,BT_Cry1Aa10,BT_Cry1Ag1,Minor,Non_transferred,Raw,90.5073649754501
1,domain1,domain3,BT_Cry1Aa10,BT_Cry1Ag1,Minor,Non_transferred,Raw,92.5764192139738
1,domain1,domain1,BT_Cry1Aa10,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,99.1869918699187
1,domain1,domain2,BT_Cry1Aa10,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,67.3239436619718
1,domain1,domain3,BT_Cry1Aa10,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,98.4304932735426
1,domain1,domain1,BT_Cry1Ab1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,99.5926680244399
1,domain1,domain2,BT_Cry1Ab1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,52.7061855670103
1,domain1,domain3,BT_Cry1Ab1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.6788990825688
1,domain1,domain1,BT_Cry1Ab1,BT_Cry1Aa10,Minor,Transferred,Raw,98.3805668016194
1,domain1,domain2,BT_Cry1Ab1,BT_Cry1Aa10,Minor,Non_transferred,Raw,67.3239436619718
1,domain1,domain3,BT_Cry1Ab1,BT_Cry1Aa10,Minor,Non_transferred,Raw,98.4304932735426
1,domain1,domain1,BT_Cry1Ab1,BT_Cry1Ag1,Minor,Transferred,Raw,97.5806451612903
1,domain1,domain2,BT_Cry1Ab1,BT_Cry1Ag1,Minor,Non_transferred,Raw,67.8622668579627
1,domain1,domain3,BT_Cry1Ab1,BT_Cry1Ag1,Minor,Non_transferred,Raw,91.5032679738562
1,domain1,domain1,BT_Cry1Ab1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,99.1869918699187
1,domain1,domain2,BT_Cry1Ab1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,92.891760904685
1,domain1,domain3,BT_Cry1Ab1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,100
1,domain1,domain1,BT_Cry1Ab2,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,99.1869918699187
1,domain1,domain2,BT_Cry1Ab2,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,52.4777636594663
1,domain1,domain3,BT_Cry1Ab2,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,53.8745387453875
1,domain1,domain1,BT_Cry1Ab2,BT_Cry1Aa10,Minor,Transferred,Raw,97.979797979798
1,domain1,domain2,BT_Cry1Ab2,BT_Cry1Aa10,Minor,Non_transferred,Raw,65.702479338843
1,domain1,domain3,BT_Cry1Ab2,BT_Cry1Aa10,Minor,Non_transferred,Raw,92.5274725274725
1,domain1,domain1,BT_Cry1Ab2,BT_Cry1Ag1,Minor,Transferred,Raw,97.1830985915493
1,domain1,domain2,BT_Cry1Ab2,BT_Cry1Ag1,Minor,Non_transferred,Raw,65.7342657342657
1,domain1,domain3,BT_Cry1Ab2,BT_Cry1Ag1,Minor,Non_transferred,Raw,86.6952789699571
1,domain1,domain1,BT_Cry1Ab2,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,98.7829614604462
1,domain1,domain2,BT_Cry1Ab2,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,86.286594761171
1,domain1,domain3,BT_Cry1Ab2,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,94
1,domain1,domain1,BT_Cry1Ad1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,87.7394636015326
1,domain1,domain2,BT_Cry1Ad1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,53.4974093264249
1,domain1,domain3,BT_Cry1Ad1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.4117647058823
1,domain1,domain1,BT_Cry1Ad1,BT_Cry1Aa10,Minor,Transferred,Raw,86.6666666666667
1,domain1,domain2,BT_Cry1Ad1,BT_Cry1Aa10,Minor,Non_transferred,Raw,86.2068965517241
1,domain1,domain3,BT_Cry1Ad1,BT_Cry1Aa10,Minor,Non_transferred,Raw,89.6774193548387
1,domain1,domain1,BT_Cry1Ad1,BT_Cry1Ag1,Minor,Transferred,Raw,85.9582542694497
1,domain1,domain2,BT_Cry1Ad1,BT_Cry1Ag1,Minor,Non_transferred,Raw,83.0985915492958
1,domain1,domain3,BT_Cry1Ad1,BT_Cry1Ag1,Minor,Non_transferred,Raw,84.8101265822785
1,domain1,domain1,BT_Cry1Ad1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,87.3804971319312
1,domain1,domain2,BT_Cry1Ad1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,66.2952646239554
1,domain1,domain3,BT_Cry1Ad1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,90.2597402597403
1,domain1,domain1,BT_Cry1Ag1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,97.979797979798
1,domain1,domain2,BT_Cry1Ag1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,52.9644268774704
1,domain1,domain3,BT_Cry1Ag1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.4117647058823
1,domain1,domain1,BT_Cry1Ag1,BT_Cry1Aa10,Minor,Transferred,Raw,98.3805668016194
1,domain1,domain2,BT_Cry1Ag1,BT_Cry1Aa10,Minor,Non_transferred,Raw,90.5073649754501
1,domain1,domain3,BT_Cry1Ag1,BT_Cry1Aa10,Minor,Non_transferred,Raw,92.5764192139738
1,domain1,domain1,BT_Cry1Ag1,BT_Cry1Ag1,Minor,Transferred,Raw,100
1,domain1,domain2,BT_Cry1Ag1,BT_Cry1Ag1,Minor,Non_transferred,Raw,100
1,domain1,domain3,BT_Cry1Ag1,BT_Cry1Ag1,Minor,Non_transferred,Raw,100
1,domain1,domain1,BT_Cry1Ag1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,98.3805668016194
1,domain1,domain2,BT_Cry1Ag1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,66.6666666666667
1,domain1,domain3,BT_Cry1Ag1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,91.5032679738562
1,domain1,domain1,BT_Cry1Ai1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,99.5926680244399
1,domain1,domain2,BT_Cry1Ai1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.2746113989637
1,domain1,domain3,BT_Cry1Ai1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,50.828729281768
1,domain1,domain1,BT_Cry1Ai1,BT_Cry1Aa10,Minor,Transferred,Raw,99.1869918699187
1,domain1,domain2,BT_Cry1Ai1,BT_Cry1Aa10,Minor,Non_transferred,Raw,97.682119205298
1,domain1,domain3,BT_Cry1Ai1,BT_Cry1Aa10,Minor,Non_transferred,Raw,50.5244755244755
1,domain1,domain1,BT_Cry1Ai1,BT_Cry1Ag1,Minor,Transferred,Raw,98.3805668016194
1,domain1,domain2,BT_Cry1Ai1,BT_Cry1Ag1,Minor,Non_transferred,Raw,89.0675241157556
1,domain1,domain3,BT_Cry1Ai1,BT_Cry1Ag1,Minor,Non_transferred,Raw,50
1,domain1,domain1,BT_Cry1Ai1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,99.1869918699187
1,domain1,domain2,BT_Cry1Ai1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,67.1309192200557
1,domain1,domain3,BT_Cry1Ai1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,50.5263157894737
1,domain1,domain1,NOV_Cry1Ab12_91.4_AAK14338.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,82.8358208955224
1,domain1,domain2,NOV_Cry1Ab12_91.4_AAK14338.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,52.1181001283697
1,domain1,domain3,NOV_Cry1Ab12_91.4_AAK14338.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.6788990825688
1,domain1,domain1,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Aa10,Minor,Transferred,Raw,82.1561338289963
1,domain1,domain2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Aa10,Minor,Non_transferred,Raw,65.6903765690377
1,domain1,domain3,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Aa10,Minor,Non_transferred,Raw,97.5446428571429
1,domain1,domain1,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ag1,Minor,Transferred,Raw,81.4814814814815
1,domain1,domain2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ag1,Minor,Non_transferred,Raw,66.1931818181818
1,domain1,domain3,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ag1,Minor,Non_transferred,Raw,90.6724511930586
1,domain1,domain1,NOV_Cry1Ab12_91.4_AAK14338.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,82.4953445065177
1,domain1,domain2,NOV_Cry1Ab12_91.4_AAK14338.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,86.8544600938967
1,domain1,domain3,NOV_Cry1Ab12_91.4_AAK14338.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,99.0970654627539
1,domain1,domain1,NOV_Cry1Ab32_92.7_AAK14337.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,99.5926680244399
1,domain1,domain2,NOV_Cry1Ab32_92.7_AAK14337.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,51.7285531370038
1,domain1,domain3,NOV_Cry1Ab32_92.7_AAK14337.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.6788990825688
1,domain1,domain1,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Aa10,Minor,Transferred,Raw,99.1869918699187
1,domain1,domain2,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Aa10,Minor,Non_transferred,Raw,67.3239436619718
1,domain1,domain3,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Aa10,Minor,Non_transferred,Raw,98.4304932735426
1,domain1,domain1,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ag1,Minor,Transferred,Raw,98.3805668016194
1,domain1,domain2,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ag1,Minor,Non_transferred,Raw,66.6666666666667
1,domain1,domain3,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ag1,Minor,Non_transferred,Raw,91.5032679738562
1,domain1,domain1,NOV_Cry1Ab32_92.7_AAK14337.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,100
1,domain1,domain2,NOV_Cry1Ab32_92.7_AAK14337.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,100
1,domain1,domain3,NOV_Cry1Ab32_92.7_AAK14337.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,100
1,domain1,domain1,NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Transferred,Raw,86.7857142857143
1,domain1,domain2,NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,54.2525773195876
1,domain1,domain3,NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ea10_93.2_AAX86871.1,Minor,Non_transferred,Raw,50.828729281768
1,domain1,domain1,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Aa10,Minor,Transferred,Raw,86.7857142857143
1,domain1,domain2,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Aa10,Minor,Non_transferred,Raw,65.7458563535912
1,domain1,domain3,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Aa10,Minor,Non_transferred,Raw,50.261780104712
1,domain1,domain1,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ag1,Minor,Transferred,Raw,85.7904085257549
1,domain1,domain2,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ag1,Minor,Non_transferred,Raw,66.2447257383966
1,domain1,domain3,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ag1,Minor,Non_transferred,Raw,49.7373029772329
1,domain1,domain1,NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Transferred,Raw,87.1198568872988
1,domain1,domain2,NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,88.1435257410296
1,domain1,domain3,NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ab32_92.7_AAK14337.1,Minor,Non_transferred,Raw,50.2626970227671
1,domain1,domain1,BT_Cry1Ac39,BT_Cry1Ah2,Major,Non_transferred,Raw,69.3820224719101
1,domain1,domain2,BT_Cry1Ac39,BT_Cry1Ah2,Major,Transferred,Raw,96.5853658536585
1,domain1,domain3,BT_Cry1Ac39,BT_Cry1Ah2,Major,Transferred,Raw,96.9194312796209
1,domain1,domain1,BT_Cry1Aa10,BT_Cry1Ah2,Major,Non_transferred,Raw,67.2676837725382
1,domain1,domain2,BT_Cry1Aa10,BT_Cry1Ah2,Major,Transferred,Raw,66.5271966527197
1,domain1,domain3,BT_Cry1Aa10,BT_Cry1Ah2,Major,Transferred,Raw,50.5244755244755
1,domain1,domain1,BT_Cry1Ab1,BT_Cry1Ah2,Major,Non_transferred,Raw,67.5
1,domain1,domain2,BT_Cry1Ab1,BT_Cry1Ah2,Major,Transferred,Raw,93.8610662358643
1,domain1,domain3,BT_Cry1Ab1,BT_Cry1Ah2,Major,Transferred,Raw,50.5263157894737
1,domain1,domain1,BT_Cry1Ab2,BT_Cry1Ah2,Major,Non_transferred,Raw,67.2676837725382
1,domain1,domain2,BT_Cry1Ab2,BT_Cry1Ah2,Major,Transferred,Raw,88.3720930232558
1,domain1,domain3,BT_Cry1Ab2,BT_Cry1Ah2,Major,Transferred,Raw,50
1,domain1,domain1,BT_Cry1Ad1,BT_Cry1Ah2,Major,Non_transferred,Raw,70.3389830508475
1,domain1,domain2,BT_Cry1Ad1,BT_Cry1Ah2,Major,Transferred,Raw,69.0140845070423
1,domain1,domain3,BT_Cry1Ad1,BT_Cry1Ah2,Major,Transferred,Raw,49.7373029772329
1,domain1,domain1,BT_Cry1Ag1,BT_Cry1Ah2,Major,Non_transferred,Raw,66.804979253112
1,domain1,domain2,BT_Cry1Ag1,BT_Cry1Ah2,Major,Transferred,Raw,66.8085106382979
1,domain1,domain3,BT_Cry1Ag1,BT_Cry1Ah2,Major,Transferred,Raw,50
1,domain1,domain1,BT_Cry1Ai1,BT_Cry1Ah2,Major,Non_transferred,Raw,67.5
1,domain1,domain2,BT_Cry1Ai1,BT_Cry1Ah2,Major,Transferred,Raw,67.7329624478442
1,domain1,domain3,BT_Cry1Ai1,BT_Cry1Ah2,Major,Transferred,Raw,100
1,domain1,domain1,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ah2,Major,Non_transferred,Raw,60.8
1,domain1,domain2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ah2,Major,Transferred,Raw,86.6251944012442
1,domain1,domain3,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ah2,Major,Transferred,Raw,50.7908611599297
1,domain1,domain1,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ah2,Major,Non_transferred,Raw,68.2008368200837
1,domain1,domain2,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ah2,Major,Transferred,Raw,88.6792452830189
1,domain1,domain3,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ah2,Major,Transferred,Raw,50.5263157894737
1,domain1,domain1,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,Major,Non_transferred,Raw,54.8387096774194
1,domain1,domain2,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,Major,Transferred,Raw,95.1690821256039
1,domain1,domain3,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,Major,Transferred,Raw,98.0997624703088
2,domain3,domain3,BT_Cry1Dc1,NOV_Cry1Ab20_69.9_AAK14339.1,Minor,Transferred,Raw,98.8472622478386
2,domain3,domain1,BT_Cry1Dc1,NOV_Cry1Ab20_69.9_AAK14339.1,Minor,Non_transferred,Raw,47.0319634703196
2,domain3,domain2,BT_Cry1Dc1,NOV_Cry1Ab20_69.9_AAK14339.1,Minor,Non_transferred,Raw,47.1153846153846
2,domain3,domain3,BT_Cry1Dc1,BT_Cry1Aj1,Minor,Transferred,Raw,94.3661971830986
2,domain3,domain1,BT_Cry1Dc1,BT_Cry1Aj1,Minor,Non_transferred,Raw,57.2549019607843
2,domain3,domain2,BT_Cry1Dc1,BT_Cry1Aj1,Minor,Non_transferred,Raw,50.3865979381443
2,domain3,domain3,BT_Cry1Dc1,BT_Cry1Da1,Major,Non_transferred,Raw,58.5461689587426
2,domain3,domain1,BT_Cry1Dc1,BT_Cry1Da1,Major,Transferred,Raw,69.4366197183099
2,domain3,domain2,BT_Cry1Dc1,BT_Cry1Da1,Major,Transferred,Raw,94.5945945945946
2,domain3,domain3,BT_Cry1Dc1,BT_Cry1Db1,Major,Non_transferred,Raw,58.8582677165354
2,domain3,domain1,BT_Cry1Dc1,BT_Cry1Db1,Major,Transferred,Raw,62.5675675675676
2,domain3,domain2,BT_Cry1Dc1,BT_Cry1Db1,Major,Transferred,Raw,87.3170731707317
2,domain3,domain3,BT_Cry1Dc1,BT_Cry1Dd1,Major,Non_transferred,Raw,58.8235294117647
2,domain3,domain1,BT_Cry1Dc1,BT_Cry1Dd1,Major,Transferred,Raw,63.6734693877551
2,domain3,domain2,BT_Cry1Dc1,BT_Cry1Dd1,Major,Transferred,Raw,66.7634252539913
3,domain3,domain3,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ac1,Minor,Transferred,Raw,94.8484848484848
3,domain3,domain1,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ac1,Minor,Non_transferred,Raw,55.46875
3,domain3,domain2,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ac1,Minor,Non_transferred,Raw,50.3640776699029
3,domain3,domain3,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1,Major,Non_transferred,Raw,58.5227272727273
3,domain3,domain1,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1,Major,Transferred,Raw,88.9240506329114
3,domain3,domain2,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1,Major,Transferred,Raw,87.7218934911243
4,domain3,domain3,BT_Cry1Bb1,BT_Cry1Ja1,Minor,Transferred,Raw,78.2805429864253
4,domain3,domain1,BT_Cry1Bb1,BT_Cry1Ja1,Minor,Non_transferred,Raw,53.2401524777637
4,domain3,domain2,BT_Cry1Bb1,BT_Cry1Ja1,Minor,Non_transferred,Raw,49.8141263940521
4,domain3,domain3,BT_Cry1Bb1,BT_Cry1Bd1,Major,Non_transferred,Raw,54.2372881355932
4,domain3,domain1,BT_Cry1Bb1,BT_Cry1Bd1,Major,Transferred,Raw,100
4,domain3,domain2,BT_Cry1Bb1,BT_Cry1Bd1,Major,Transferred,Raw,99.6860282574568
4,domain3,domain3,BT_Cry1Bb1,BT_Cry1Bh1,Major,Non_transferred,Raw,53.3707865168539
4,domain3,domain1,BT_Cry1Bb1,BT_Cry1Bh1,Major,Transferred,Raw,95.7792207792208
4,domain3,domain2,BT_Cry1Bb1,BT_Cry1Bh1,Major,Transferred,Raw,75.103734439834
4,domain3,domain3,BT_Cry1Bb1,BT_Cry1Bj1,Major,Non_transferred,Raw,53.072625698324
4,domain3,domain1,BT_Cry1Bb1,BT_Cry1Bj1,Major,Transferred,Raw,71.7948717948718
4,domain3,domain2,BT_Cry1Bb1,BT_Cry1Bj1,Major,Transferred,Raw,80.3418803418803
5,domain3,domain3,BT_Cry1Bj1,BT_Cry1Ah2,Minor,Transferred,Raw,84.6827133479212
5,domain3,domain1,BT_Cry1Bj1,BT_Cry1Ah2,Minor,Non_transferred,Raw,53.8265306122449
5,domain3,domain2,BT_Cry1Bj1,BT_Cry1Ah2,Minor,Non_transferred,Raw,50.5494505494506
5,domain3,domain3,BT_Cry1Bd1,BT_Cry1Ah2,Minor,Transferred,Raw,77.9411764705882
5,domain3,domain1,BT_Cry1Bd1,BT_Cry1Ah2,Minor,Non_transferred,Raw,54.2199488491049
5,domain3,domain2,BT_Cry1Bd1,BT_Cry1Ah2,Minor,Non_transferred,Raw,51.0975609756098
5,domain3,domain3,BT_Cry1Bh1,BT_Cry1Ah2,Minor,Transferred,Raw,78.3157894736842
5,domain3,domain1,BT_Cry1Bh1,BT_Cry1Ah2,Minor,Non_transferred,Raw,53.8265306122449
5,domain3,domain2,BT_Cry1Bh1,BT_Cry1Ah2,Minor,Non_transferred,Raw,49.6359223300971
5,domain3,domain3,BT_Cry1Bj1,BT_Cry1Be1,Major,Non_transferred,Raw,52.2058823529412
5,domain3,domain1,BT_Cry1Bj1,BT_Cry1Be1,Major,Transferred,Raw,91.1251980982567
5,domain3,domain2,BT_Cry1Bj1,BT_Cry1Be1,Major,Transferred,Raw,99.0521327014218
5,domain3,domain3,BT_Cry1Bj1,BT_Cry1Bf1,Major,Non_transferred,Raw,52.2058823529412
5,domain3,domain1,BT_Cry1Bj1,BT_Cry1Bf1,Major,Transferred,Raw,87.8504672897196
5,domain3,domain2,BT_Cry1Bj1,BT_Cry1Bf1,Major,Transferred,Raw,65.9658344283837
5,domain3,domain3,BT_Cry1Bj1,BT_Cry1Bg1,Major,Non_transferred,Raw,52.2058823529412
5,domain3,domain1,BT_Cry1Bj1,BT_Cry1Bg1,Major,Transferred,Raw,83.2826747720365
5,domain3,domain2,BT_Cry1Bj1,BT_Cry1Bg1,Major,Transferred,Raw,68.4
5,domain3,domain3,BT_Cry1Bd1,BT_Cry1Be1,Major,Non_transferred,Raw,51.6544117647059
5,domain3,domain1,BT_Cry1Bd1,BT_Cry1Be1,Major,Transferred,Raw,74.025974025974
5,domain3,domain2,BT_Cry1Bd1,BT_Cry1Be1,Major,Transferred,Raw,80.3418803418803
5,domain3,domain3,BT_Cry1Bd1,BT_Cry1Bf1,Major,Non_transferred,Raw,51.6544117647059
5,domain3,domain1,BT_Cry1Bd1,BT_Cry1Bf1,Major,Transferred,Raw,73.5251798561151
5,domain3,domain2,BT_Cry1Bd1,BT_Cry1Bf1,Major,Transferred,Raw,68.75
5,domain3,domain3,BT_Cry1Bd1,BT_Cry1Bg1,Major,Non_transferred,Raw,51.6544117647059
5,domain3,domain1,BT_Cry1Bd1,BT_Cry1Bg1,Major,Transferred,Raw,73.2758620689655
5,domain3,domain2,BT_Cry1Bd1,BT_Cry1Bg1,Major,Transferred,Raw,69.4259012016021
5,domain3,domain3,BT_Cry1Bh1,BT_Cry1Be1,Major,Non_transferred,Raw,51.6544117647059
5,domain3,domain1,BT_Cry1Bh1,BT_Cry1Be1,Major,Transferred,Raw,73.2758620689655
5,domain3,domain2,BT_Cry1Bh1,BT_Cry1Be1,Major,Transferred,Raw,78.9772727272727
5,domain3,domain3,BT_Cry1Bh1,BT_Cry1Bf1,Major,Non_transferred,Raw,51.6544117647059
5,domain3,domain1,BT_Cry1Bh1,BT_Cry1Bf1,Major,Transferred,Raw,73.0272596843615
5,domain3,domain2,BT_Cry1Bh1,BT_Cry1Bf1,Major,Transferred,Raw,70.6756756756757
5,domain3,domain3,BT_Cry1Bh1,BT_Cry1Bg1,Major,Non_transferred,Raw,51.6544117647059
5,domain3,domain1,BT_Cry1Bh1,BT_Cry1Bg1,Major,Transferred,Raw,74.025974025974
5,domain3,domain2,BT_Cry1Bh1,BT_Cry1Bg1,Major,Transferred,Raw,70.6756756756757
6,domain3,domain3,BT_Cry24Ca1,BT_Cry40Ba1,Minor,Transferred,Raw,94.4
6,domain3,domain1,BT_Cry24Ca1,BT_Cry40Ba1,Minor,Non_transferred,Raw,52.6881720430108
