tox,prot_type,domain1_length,domain1_ident,domain2_length,domain2_ident,domain3_length,domain3_ident
BT_Cry32Qa1,ref,663,50.8258105911879,636,48.9491231020321,405,50.3297656026794
BT_Cry7Gc1,ref,597,52.6550134409433,657,48.8290711595705,432,51.5257293083036
BT_Cry32Ca1,ref,705,50.4397857725273,561,48.0471802880062,417,50.4718322784972
BT_Cry7Ha1,ref,594,52.9440969208749,591,50.159703334281,435,50.4164287849701
BT_Cry1Ia22,all,603,55.5581460700132,630,53.1879233313195,411,55.4845489432529
BT_Cry1Da4,all,603,54.4109111696482,576,49.5866630965744,396,51.304548973513
BT_Cry2Ac10,ref,579,54.4213669323423,588,50.2507391718838,420,53.1237471085452
BT_Cry54Aa1,ref,684,50.6215804314552,582,49.565411430776,417,50.8698813834434
BT_Cry3Bb1,ref,612,52.8122442657916,618,49.8043110877498,414,51.754458317591
BT_Cry9Eb1,ref,615,53.2976070111915,609,49.4078086146475,411,51.8748222527294
BT_Cry2Ab10,all,579,55.2409758394778,615,51.5238088814024,423,53.8206499892286
NOV_Cry4Ba1_98.5_ABR22238.1,all,612,52.0442733092641,558,49.8332237628222,468,52.1136984239646
BT_Cry1Ia24,all,603,55.7995487950537,630,53.3160673084764,411,55.682797267621
NOV_Cry5Ba1_99.8_PDY40352.1,all,714,49.9998082570366,687,48.5615694380567,399,48.6556498855888
BT_Cry43Ca1,ref,600,53.665855233586,597,49.4074958113053,411,50.5287469743637
BT_Cry1Ba2,all,603,53.7661413832585,633,51.2579821868486,411,52.7670025101237
BT_Cry32Ga1,ref,633,51.5361003463715,621,48.8692564923692,429,50.3484091468767
NOV_Cry48Aa1_36.9_CAH33950.1,ref,666,51.0785827271222,639,48.867694600469,432,51.220823913832
BT_Cry1Ab22,all,603,57.6119504075947,597,53.63317289196,441,55.1460935719689
BT_Cry73Aa1,ref,693,50.5970173678698,552,48.2848870114636,411,49.956803745905
BT_Cry17Aa1,ref,606,51.0041242126809,549,48.4717446682105,492,49.9053718392913
BT_Cry32Ma1,ref,684,51.0270787899026,567,48.7210713501118,417,50.8288564419604
NOV_Cry2Aa1_97.8_ALV82138.1,all,579,54.6479186967293,615,50.8978677482468,423,53.4387932331493
BT_Cry8Ea2,ref,597,55.6188324191292,612,50.8308631158107,426,50.6729921063938
NOV_Cry1Aa12_99.5_AFX69046.1,all,603,52.119910751216,591,48.0674099619543,444,49.8007920797573
BT_Cry19Aa1,ref,609,52.7973783103516,606,49.2116808047065,408,50.4223247300695
BT_Cry8Sa1,ref,594,53.3769669676092,633,49.3835657210923,414,50.9606702255179
BT_Cry7Ab9,all,597,54.4501323981068,603,50.9155151388597,420,51.6302425429039
NOV_Cry2Ab18_98.2_AXE42970.1,all,579,55.2074289427586,615,51.4200656391906,423,53.8650615538769
BT_Cry1Ab21,all,603,57.6972353510596,597,53.4089495077178,441,55.1460935719689
NOV_Cry1Ac23_90.7_CAQ03747.1,ref,501,49.7948016415869,609,49.2805755395684,417,54.1589648798521
NOV_Cry8Ea3_98.7_AGF70692.1,all,597,55.5380812218576,612,50.8695386781252,426,50.8192545839285
BT_Cry8Fa2,ref,588,53.9967413161972,663,49.1723172175986,414,51.6250671907529
BT_Cry9Fa1,ref,615,52.6518871681885,621,49.0824289681656,420,51.3821211960772
BT_Cry1Ab32,all,603,57.6972353510596,597,53.6009643487206,441,55.1460935719689
BT_Cry70Bb1,ref,654,50.2958266968934,528,47.5382376961028,408,49.9055043178715
BT_Cry26Aa1,ref,606,51.8564907142356,657,48.4892466388822,417,49.129738334408
BT_Cry48Aa1,ref,666,50.6744917599185,579,48.8374028031478,408,50.5230907359607
BT_Cry9Ea10,ref,615,52.8365131036889,609,49.6383187747812,414,51.7308537077148
BT_Cry2Ba2,ref,576,52.6995669937194,588,49.4416637569827,423,51.8859018716093
BT_Cry1Ia8,all,603,55.7995487950537,630,53.2395082937818,411,55.682797267621
BT_Cry62Aa1,ref,696,50.2034297638974,597,48.3280064429863,414,49.7200093288046
NOV_Cry4Ca2_51.6_AZJ24420.1,ref,597,52.224566034551,573,49.542829557163,405,51.825024969309
BT_Cry9Eb2,all,615,53.2831357961269,609,49.3957216250469,411,51.97854057599
BT_Cry1Jd1,ref,603,53.3313998872011,567,50.0605806666386,420,50.0130191653281
BT_Cry5Ab1,ref,654,50.0268992615718,657,47.3978263992888,405,49.8638270200415
BT_Cry57Ab1,ref,624,50.8341049106334,708,48.524586825773,405,50.7329925696167
NOV_Cry40Da1_81.5_AIN76756.1,ref,639,50.9187836820286,585,49.6009247342356,378,50.2760337785765
BT_Cry1Ia31,all,603,55.6334791006573,630,53.3398813801206,411,55.682797267621
BT_Cry1Ma1,ref,603,54.5757939279789,618,50.4413302951563,414,53.9597070440684
NOV_Cry1Da1_99.8_ACV81776.1,all,603,54.4109111696482,576,49.6834790069447,396,51.3032011488664
BT_Cry31Aa5,all,684,50.2893890932598,585,48.8050537556044,396,49.503028455523
BT_Cry8Ka3,ref,597,53.2050387019408,645,49.5683062911806,411,51.371836065713
NOV_Cry30Ga2_64.5_ARJ25665.1,ref,630,50.9882673574233,618,49.7668149499628,405,51.0146416973424
BT_Cry1Bf1,ref,603,53.7571936488338,633,51.2250893057484,411,51.9401512117189
BT_Cry4Ba4,all,609,52.3295078861823,558,50.122998910108,468,52.1824521494361
NOV_Cry40Da1_65.0_CAH33957.1,ref,624,50.8435727932101,588,49.5624820834797,402,49.9501397926312
NOV_Cry8Fa1_75.7_ABS53003.1,all,588,47.5461953943504,663,46.5616201431786,414,47.7072297836013
BT_Cry1Ja3,all,603,53.9794786069345,573,49.7005181758087,405,54.0864102768052
BT_Cry1Ai1,ref,603,57.4741781657354,603,51.9016707882032,417,52.7956499945301
NOV_Cry2Ac6_99.4_AUN50234.1,all,579,54.4213669323423,588,50.2158869634417,420,53.0146799628044
BT_Cry56Aa1,ref,600,51.0204553584456,519,48.9857310490044,432,50.1535043046201
BT_Cry1Aa15,all,603,57.4718320017054,591,51.4362758976214,444,54.9969764635325
NOV_Cry8Ca1_42.6_ABY46520.1,ref,606,53.290600193715,618,49.5189015279876,399,50.5601404736211
BT_Cry1Dd1,ref,603,53.9819927789201,573,49.0192091799517,399,51.2762211111658
NOV_Cry41Ca1_50.4_AZJ24166.1,ref,777,48.3854993830894,618,48.7080050925796,405,49.4600505807796
BT_Cry8Ib1,ref,579,54.209205833955,660,49.298754923439,417,50.5207686915157
NOV_Cry1Ac5_99.7_ADD12104.1,all,603,57.6217229824307,603,53.7727094158277,417,52.6806698954874
BT_Cry3Ba1,ref,612,52.8983752760006,618,50.0686067996397,414,51.8356953914821
BT_Cry5Ba1,ref,714,50.0371722021372,687,48.5615694380567,399,48.6556498855888
NOV_Cry1Ac10_99.8_ADB44078.1,all,603,57.5933891799918,606,53.822592004308,417,52.7956499945301
BT_Cry1Ia6,all,603,55.7995487950537,630,53.2501058022908,411,55.6185366670969
NOV_Cry69Ab1_59.2_WP_103591619.1,ref,588,51.7770622265146,633,48.9164756091455,411,49.200774786744
NOV_Cry10Aa1_98.2_ABW89732.1,all,621,50.9007057838589,576,49.7427770407773,423,50.7280219042121
BT_Cry21Ba1,ref,687,49.2578901381855,636,48.1807462816276,408,49.882502355186
BT_Cry9Ed1,ref,615,52.972187896723,618,49.0647012783026,435,51.8602408137255
BT_Cry1Bg1,ref,603,53.3382788798837,633,51.204728650154,411,51.9401512117189
BT_Cry1Ie4,ref,603,54.8611897470349,636,52.7860911442501,411,54.9445262218135
BT_Cry4Aa2,all,648,50.8771240693648,618,49.3757871928547,423,51.2720753354736
BT_Cry1Fa4,all,603,53.4302014987738,591,49.6543277402105,411,52.3120496237012
NOV_Cry8Ma2_96.0_WP_103622989.1,ref,489,49.2143678512697,579,49.4865131636605,432,50.6015727326969
BT_Cry1Ab6,all,603,57.6972353510596,597,53.63317289196,441,54.9310199603755
BT_Cry71Aa1,ref,600,53.0944210581656,651,49.6277674095174,468,49.5194674059546
BT_Cry4Ba1,ref,612,52.3455601896427,558,50.0982050858356,468,52.1824521494361
BT_Cry1Ka1,all,606,53.7049395044402,618,50.4536018593046,408,51.225065316018
BT_Cry8Ea4,all,597,55.6188324191292,627,50.414394095495,426,50.6997070496558
NOV_Cry65Aa2_55.6_PDY37670.1,ref,834,46.9211742824036,684,48.8288463108468,414,49.3751012608746
BT_Cry7Fb3,ref,627,52.1761204527791,621,49.5194746051504,438,50.2716764734484
BT_Cry1Jb1,ref,603,53.6663663438474,573,49.9848636369089,417,50.4104209406812
BT_Cry30Aa1,ref,630,50.8932169512295,621,49.7660414852327,459,51.7912610870837
BT_Cry2Aa8,all,579,54.4249551337119,615,50.846466680899,423,53.5930063179712
BT_Cry7Fa2,all,630,52.2472477113678,621,49.7673807878174,411,50.4103703061807
BT_Cry8Pa1,ref,603,55.3140788686681,663,50.4198634556431,417,50.7492420182862
BT_Cry2Ab4,all,579,55.2432228034208,615,51.5238088814024,423,53.8805838505263
NOV_Cry4Ba1_98.1_ABR22240.1,all,612,51.909419587262,558,49.8652400365913,468,51.984092112886
BT_Cry1Ac38,all,603,57.5859355554444,606,53.7615804743105,417,52.784726932316
BT_Cry2Am1,ref,582,54.4286718378139,615,51.115863824949,423,53.5871587165274
BT_Cry3Aa11,all,603,52.6354297492422,612,49.8068345461188,405,52.2496933274699
BT_Cry21Ca1,ref,711,49.450035048001,666,48.1723815847205,414,49.6810902810204
BT_Cry1Hb1,ref,588,52.7390561964102,591,49.798610898208,396,50.7773736875343
BT_Cry69Aa1,ref,600,51.3688350274627,633,48.9048135385947,420,50.2870733115339
BT_Cry32La1,ref,630,50.1539119556545,657,47.7513030263967,426,49.7618325256951
BT_Cry57Aa1,ref,588,51.1365775557662,705,48.6437487010395,405,50.7686990093369
BT_Cry1Ig1,ref,603,55.067516226108,630,52.8809542065816,420,52.2340802503378
BT_Cry1Ca2,all,603,54.1086583634124,588,50.1701688103763,441,51.8187176303376
BT_Cry9Ea3,all,615,52.8365131036889,609,49.5848599956004,414,51.7828665587209
BT_Cry1Ab2,ref,603,57.6433213767205,612,52.9921810216976,432,54.5184975469329
BT_Cry1Aa21,all,603,57.5117772469638,591,51.4654987582352,444,55.1139617894281
BT_Cry53Aa1,ref,606,51.9890150051728,618,49.2103575994421,402,49.9055858590435
BT_Cry7Ab3,all,597,54.5945520887924,603,50.9155587154995,420,51.8998543976515
NOV_Cry32Ma1_57.7_AXY11484.1,ref,720,49.9645644956845,591,47.9916574027717,426,50.7473924201392
BT_Cry1Ac6,all,603,57.6942812010308,603,53.849638981469,417,52.7956499945301
NOV_Cry70Bb1_67.1_OUB77817.1,ref,654,50.1265060940899,498,47.0640945132034,402,48.9705112222289
BT_Cry41Ba2,ref,564,49.62279658362,582,48.2933169584015,405,50.1344194716232
NOV_Cry4Aa1_99.1_ABM97547.1,all,648,50.7375411901417,618,49.3802019839666,423,51.1076733533469
BT_Cry12Aa1,ref,594,50.7978194854599,588,48.3261801359404,399,49.7324912246533
BT_Cry30Ea4,all,627,50.6755281118132,624,49.2842742007473,459,52.1632729603333
NOV_Cry1Ib7_99.3_AFC76323.1,all,603,55.7029494858624,630,52.4490418383172,411,55.6121242814023
NOV_Cry1Ac10_99.0_CAA70925.1,all,603,51.0763663426998,606,49.4588855982743,417,50.0494036934166
BT_Cry19Ba1,ref,594,52.2040181156674,609,49.4148064196355,396,51.0970447309771
BT_Cry50Ba1,ref,606,51.3155664802304,564,50.3163630603413,471,52.0419481948043
BT_Cry7Bb1,ref,603,51.965827821383,633,49.6044187898958,426,51.3617534082648
BT_Cry2Ab23,all,579,55.2746642029002,615,51.5945557840924,423,53.7514456716291
BT_Cry24Ca1,ref,633,51.4144010601773,648,49.3481985617557,399,50.5027517222382
NOV_Cry1Ab32_92.7_AAK14337.1,ref,603,57.6356533890369,597,52.5109145422996,441,55.1460935719689
BT_Cry1La2,all,579,53.1367347422023,588,49.5415353386839,411,51.526376795897
BT_Cry1Ac39,ref,603,57.6962942590615,606,53.9814337660326,414,52.5135718110449
BT_Cry1Bh1,ref,603,53.5376022626883,630,51.9540260846402,414,52.5705898446124
BT_Cry5Ea2,ref,675,49.1789277098921,663,48.0179817258624,372,49.5738652009054
NOV_Cry5Ba1_48.7_TEA80813.1,ref,621,49.8699076128605,648,48.7189612873919,393,49.676321486659
BT_Cry20Ba2,ref,591,51.5824571411909,591,49.4965540848889,414,50.694864138737
NOV_Cry50Ba2_99.9_AKR13106.1,all,606,51.3274885925454,564,50.352186484542,471,51.9674773124287
NOV_Cry25Aa1_97.8_OUB78400.1,ref,639,51.0229979773032,630,48.3677305619547,399,49.6307875904026
BT_Cry8Ma2,all,612,52.6619924689771,573,49.4345519117831,429,50.2858395902404
NOV_Cry1Ab12_99.9_OTZ08639.1,all,603,57.6972353510596,597,53.63317289196,441,55.2781752720724
NOV_Cry21Ea1_42.1_AEH76823.1,ref,747,48.369183936746,615,48.1039331356501,444,48.5453717318326
NOV_Cry19Aa1_29.2_PEA88281.1,ref,561,51.3345612611349,588,48.1216833761336,498,50.0862048012438
NOV_Cry11Aa1_95.8_ABW89741.1,ref,528,49.923402308235,648,47.7509975162466,450,49.8537177977006
BT_Cry3Aa8,all,603,52.6653749657411,612,49.8938340751805,405,52.2496933274699
BT_Cry21Fa1,ref,690,49.4071255232636,597,48.6482733636359,459,48.7409929250338
NOV_Cry4Aa2_99.9_BAE79727.1,all,648,44.8289419466057,618,45.5378432629756,423,45.7733261481317
NOV_Cry8Ca1_99.6_AGV52972.1,all,603,53.0612148101141,615,49.7483814006101,438,50.3872759440694
BT_Cry2Ab19,all,579,55.1197390417858,615,51.5106265416773,423,53.8650615538769
NOV_Cry1Ia11_96.7_AXE42967.1,all,603,55.6418265928209,630,52.8439081225206,411,55.5065720622023
BT_Cry48Ab1,ref,666,50.6811870412608,576,48.9454677868359,408,50.5574886607106
BT_Cry7Aa1,ref,597,53.4827113496254,603,50.7575365130257,420,51.8680074803118
BT_Cry1Ad1,ref,603,56.5330411586711,597,51.5688323752455,438,54.4062365428674
NOV_Cry8Ca1_41.2_AST51780.1,ref,612,53.0671699689209,630,48.9733790481523,393,50.4428274711843
NOV_Cry1Jc1_99.1_AAS93799.1,ref,603,53.0689880139237,567,50.1495708485898,420,50.5687366325642
BT_Cry1Ah2,ref,603,54.062290017191,603,53.8129108842525,417,52.7956499945301
BT_Cry1Fb6,all,603,53.1201109134292,591,49.6235271451296,405,54.1027873327853
BT_Cry8Ba2,all,606,55.5975486173259,642,51.4043216811075,411,50.5379509902305
BT_Cry2Ab13,all,579,55.2746642029002,615,51.5484255306343,423,53.811091115466
BT_Cry32Fa1,ref,630,51.5541292039048,624,48.1551330494448,408,49.6079504328358
BT_Cry1Ia33,all,603,55.6441453932862,630,53.2555983879248,411,55.682797267621
BT_Cry30Ga1,ref,633,50.7149048657071,543,49.225230275099,462,51.5604803845531
BT_Cry1Ie1,all,603,54.9988143298509,630,52.6968026899578,411,55.8025180037826
BT_Cry8Ga1,ref,597,52.5784365272523,639,49.3458464189963,408,51.6686851467175
BT_Cry24Da1,ref,633,51.9649099869722,648,49.2217240414785,414,50.6959105977116
NOV_Cry14Aa1_41.1_PGW46198.1,ref,684,48.6719021945317,669,48.4254734115039,459,47.7784552488503
BT_Cry40Ca1,ref,642,50.6918157938328,582,49.5258410098769,387,50.0809651136605
NOV_Cry32Ua1_65.2_AQM56939.1,ref,795,48.6930980249322,654,49.3044075157021,396,50.2360230714168
NOV_Cry73Ba1_38.9_ANC11392.1,all,678,50.0046798831017,279,38.3531240585661,405,50.5627073496988
NOV_Cry56Aa2_56.0_AGV55019.1,ref,612,50.400784134287,516,48.8123650488099,423,49.9900013216007
BT_Cry9Ee1,ref,615,52.4754432545621,618,49.30913832454,420,51.5099858187041
BT_Cry1Be3,all,603,53.3568811921463,630,51.7661513665379,411,51.9518858959249
BT_Cry7La1,ref,600,51.8544539239506,633,49.4238879206239,420,49.7165400158696
BT_Cry1Ae1,all,603,56.4201073853413,597,53.1153206378103,441,55.0319984643365
BT_Cry28Aa1,all,615,51.1850076666643,540,49.0119042170478,426,50.784566195991
BT_Cry4Aa1,ref,648,50.8708950663852,618,49.3757871928547,423,51.2720753354736
BT_Cry1Ab19,all,603,57.6972353510596,597,53.6260995531855,441,55.0577024480197
BT_Cry1Aa14,all,603,57.4718320017054,594,51.6105212425504,441,55.1782136412216
NOV_Cry4Cb3_99.9_WP_080990953.1,all,606,51.3880351686617,600,49.8257737917014,399,51.350307237644
NOV_Cry32Ea2_45.2_WP_087949412.1,ref,642,51.7165214867022,651,48.7956486622371,411,50.3901531953508
BT_Cry1Ac18,all,603,57.6953672568944,603,53.8129108842525,417,52.7967748537697
BT_Cry1Ac24,all,603,57.3832653383189,603,53.8129108842525,417,52.8008783993664
BT_Cry7Da1,ref,594,52.7656149161999,648,49.4662285148063,414,52.1760758155126
NOV_Cry31Aa1_99.3_ALD83784.1,all,684,50.3236651384157,585,48.8322782803486,396,49.4122938094983
NOV_Cry21Aa2_44.6_AZR80772.1,ref,627,49.8808509271648,588,49.1623956662361,438,49.0551501745401
BT_Cry2Ab15,ref,579,55.2746642029002,615,51.5945557840924,426,53.8153394333748
BT_Cry11Aa1,all,546,50.6521793686131,681,48.3492514639295,450,50.0365251135332
BT_Cry7Ka1,ref,600,51.63709835194,591,49.9335695841241,417,51.2401727327734
BT_Cry2Ab5,all,579,55.2709377635705,615,51.5945557840924,423,53.7886064901594
BT_Cry3Ca1,ref,600,52.1870438956369,627,49.5293273888071,411,50.485553474069
NOV_Cry54Ba2_99.8_WP_080990974.1,all,681,50.6875106814458,588,49.7925891791588,426,50.6326994373322
NOV_Cry8Da1_99.1_CBL59397.1,all,606,54.5639422199094,666,50.1497163904406,417,52.7837788527877
BT_Cry1Ca16,all,603,54.064143247213,588,50.2714598797095,441,51.69084229986
BT_Cry1Dc1,ref,600,53.4476700657778,576,49.4867112696762,411,55.2473504689397
BT_Cry2Ad4,all,576,54.9425786115229,615,50.6313922729278,423,53.6783933331747
BT_Cry40Ba1,ref,645,50.9989321355702,600,49.5062408931238,396,50.5247522507981
BT_Cry2Ag1,ref,582,54.6111490000661,615,51.4924052043852,399,52.4461002803134
BT_Cry8Ab1,ref,606,53.519367729061,663,49.7275911827197,420,50.7866277385496
NOV_Cry21Ca2_64.6_AZR80780.1,ref,723,49.1133264911903,660,48.3910283134263,414,49.6228190041434
BT_Cry1Ba6,all,603,53.5295923909689,633,51.2579821868486,411,52.7060747676323
BT_Cry32Va1,ref,639,50.7178587776639,657,48.1673592214183,417,50.7192273256384
NOV_Cry4Ba1_96.9_ABR22239.1,all,612,52.1712078177875,558,49.8865015047778,468,51.7685601885044
NOV_Cry1Ia9_99.7_AEV45788.1,all,603,55.7161735838417,630,53.3216484412605,411,55.682797267621
BT_Cry1Ac37,all,603,57.6953672568944,603,53.8129108842525,417,52.7537902918367
BT_Cry8Ba1,ref,606,55.5975486173259,642,51.3847925042382,411,50.4547063791299
NOV_Cry1Ca2_99.9_CAA00882.1,all,603,54.0201969127662,588,50.1701688103763,441,51.745705274573
BT_Cry1Ab17,all,603,57.5972386494016,597,53.5654478510421,441,55.1460935719689
NOV_Cry40Da1_77.3_ARJ25823.1,ref,639,50.7504986062569,588,49.6295943037503,381,50.8289665850577
BT_Cry30Ca1,ref,633,50.6303864276623,630,49.4068597996202,462,51.3413124628617
NOV_Cry8Db1_51.1_PNK22955.1,ref,591,53.0747175259787,651,49.6701456521076,441,50.0838285159309
BT_Cry32Ta1,ref,654,50.8359710988362,606,48.37943812167,417,50.8661924784678
BT_Cry1Ab27,all,603,57.6972353510596,597,53.5661874684682,441,55.1959612721191
NOV_Cry53Aa1_40.7_WP_103591149.1,ref,597,51.8674183926723,666,49.2065810594303,396,48.039215005308
BT_Cry8Ia1,all,579,53.9245259147396,660,48.9125078155642,417,51.3509947590072
BT_Cry3Aa1,all,603,52.7350515140451,612,49.861123787791,405,52.2496933274699
NOV_Cry4Ba1_99.6_ABR22235.1,all,612,52.3225443619565,558,50.0755737032939,468,52.1824521494361
BT_Cry1Ia21,all,603,55.5938198614184,630,53.2448082978631,411,55.4845489432529
BT_Cry2Ac11,all,579,54.3872682409154,588,50.2223954023787,420,53.1237471085452
NOV_Cry2Ab4_98.3_WP_087988123.1,all,444,50.0804069211062,615,51.5238088814024,423,53.8805838505263
BT_Cry1Aj1,ref,603,53.8240564778198,591,51.2550047116701,444,54.7163135286778
NOV_Cry2Ab18_96.8_AXE42968.1,all,579,55.2225146060395,615,51.515812139822,414,53.2194691141427
BT_Cry2Ad3,all,576,54.9216841356925,615,50.4663990408772,423,53.6783933331747
BT_Cry18Ba1,ref,570,50.9648656759164,651,48.2990318518803,435,49.1855542136026
BT_Cry59Aa1,ref,573,50.6244814101817,633,49.2072185885619,384,49.8462217823221
BT_Cry1Ia30,all,603,55.6985828674002,630,53.2575468169912,411,55.682797267621
BT_Cry1Fb1,ref,603,53.1727928912061,591,49.7171698763973,405,54.0613543252505
BT_Cry1Ab33,all,603,57.6370294763134,597,53.3172554092792,441,55.1682719804939
BT_Cry1Aa22,all,603,57.4296410655508,591,51.4654987582352,444,55.1139617894281
BT_Cry1Aa24,all,603,57.3890789020691,591,51.5249262062268,444,55.1139617894281
BT_Cry1Ac28,all,603,57.6962942590615,606,53.8633857840445,417,52.7956499945301
NOV_Cry1Aa11_99.8_ADD14591.1,all,603,57.4227152468578,591,51.4203296078953,444,55.1139617894281
NOV_Cry53Ab1_40.0_CAH33955.1,ref,588,52.5527613054873,654,49.5005123926316,396,48.7722234513761
NOV_Cry8Ea3_99.9_ABB29863.1,all,597,55.6188324191292,612,50.8654517370065,426,50.6997070496558
BT_Cry32Hb1,ref,639,50.657530260379,651,48.5654601180765,405,49.7464771180525
NOV_Cry2Ad1_99.7_WP_103595482.1,all,576,54.9452785962779,615,50.6313922729278,423,53.6783933331747
BT_Cry5Ca1,ref,744,48.3616338405176,687,48.1091593912082,474,49.2431510239376
BT_Cry1Ba1,ref,603,53.7673150200646,633,51.2579821868486,411,52.7670025101237
BT_Cry9Ea7,all,615,52.8365131036889,609,49.6059226240367,414,51.7828665587209
BT_Cry8Bb1,ref,606,56.0712018995393,645,51.5760488376133,435,50.668652279151
NOV_Cry1Ac13_97.5_AXE42971.1,all,603,57.5895510084846,603,53.4832180184276,414,52.5562938179393
BT_Cry21Aa1,ref,696,49.2813624618588,642,48.5120245580267,402,49.4029404683791
BT_Cry1Ab8,all,603,57.6972353510596,597,53.615050124909,441,55.1460935719689
BT_Cry21Ha1,ref,666,49.9422982835866,633,48.7061084340098,450,49.1586001245596
BT_Cry32Aa1,ref,603,51.9172308124686,603,48.2171217639948,342,47.9452676020384
NOV_Cry4Ba1_63.8_OUB35623.1,ref,618,51.6235247857554,564,50.0871231011356,477,51.1690798797575
BT_Cry47Aa1,ref,594,54.1251922472074,645,50.6881324300915,444,50.5746471753034
NOV_Cry7Ia1_99.9_AEH76815.1,all,612,52.4011895907056,558,49.1626331788981,420,51.2933766776617
BT_Cry68Aa1,ref,627,51.0267900264644,621,48.8631887824695,393,50.3710252809347
NOV_Cry1Ab20_69.9_AAK14339.1,ref,366,45.7684217950134,495,49.2689304569869,441,55.0797519459831
BT_Cry2Aa16,all,579,54.3637070478745,615,50.8978677482468,423,53.5930063179712
BT_Cry8Ia3,ref,579,53.8235710455366,660,48.8507133294537,420,51.2291561519643
BT_Cry54Ba1,ref,681,50.6882320093204,588,49.8006270126042,426,50.5733526042076
BT_Cry1Ca4,all,603,54.064143247213,588,50.2714598797095,441,51.8187176303376
BT_Cry43Cb1,ref,600,53.3628195359935,600,49.1330873492072,411,50.5388891103601
BT_Cry9Bb1,ref,600,52.4677085990403,651,49.9469902510257,417,51.4774450783355
NOV_Cry53Ab1_40.9_APA45008.1,ref,588,52.1311871472768,645,49.2428903758684,390,47.9164336993019
NOV_Cry4Ba1_98.9_ABR22236.1,all,612,52.2429257343515,558,50.0532356823338,468,52.0087157827916
BT_Cry32Ba1,ref,642,50.5666266031009,642,47.6392341374974,423,49.2749741963288
BT_Cry2Ab6,all,579,55.2746642029002,615,51.5752984548897,423,53.8620207194138
NOV_Cry2Ab15_99.6_ACZ64281.1,all,579,55.2746642029002,615,51.5039967209772,282,47.6146315285577
NOV_Cry1Ab12_98.7_AAK14336.1,all,603,57.6972353510596,597,53.5742340277589,441,55.0424938892774
BT_Cry9Ea5,all,615,52.8365131036889,609,49.5745290223799,414,51.7113254383076
NOV_Cry56Aa4_77.6_ARJ25668.1,ref,597,51.1253792844283,519,48.6349845213457,429,49.6613380586774
BT_Cry11Aa5,all,546,50.6473301531839,681,48.3492514639295,399,49.7832375932274
BT_Cry66Aa1,ref,831,48.2422135279108,666,47.7408270420071,438,50.1852304061086
NOV_Cry13Aa1_50.1_ANS46780.1,ref,678,49.0114046351413,675,47.6777000077927,435,48.1410395450358
NOV_Cry11Bb1_99.7_WP_103570866.1,all,522,49.839125310929,693,47.951588577957,453,49.4650873711115
BT_Cry1Ia20,all,600,55.7482162094473,630,53.2572906836904,411,55.682797267621
NOV_Cry1Ka2_99.8_OTZ32741.1,all,603,53.7703848333194,618,50.4752755948862,414,51.5203959182484
BT_Cry20Aa1,ref,600,51.5079185299624,588,49.3184777930449,408,50.4070514947069
BT_Cry1Ea12,all,603,54.4882704016792,588,50.2644077345936,402,52.1177396524859
NOV_Cry5Ba1_99.6_PGL13502.1,all,714,49.9998082570366,687,48.5661060619501,399,48.6556498855888
BT_Cry1Ea4,all,603,54.5546195760352,588,50.2697276585326,402,52.1177396524859
NOV_Cry2Ah3_98.9_ABU37567.1,all,579,55.0047114097106,612,51.1538319686587,423,53.7998662536283
NOV_Cry8Ib2_94.6_WP_103622992.1,all,579,54.0840794317848,660,49.4699550137654,417,50.6123218587374
BT_Cry52Ba1,ref,609,50.4905819998903,636,48.8819763924764,390,50.5671621469565
BT_Cry3Aa4,all,603,52.7350515140451,612,49.861123787791,405,52.2350269383316
NOV_Cry5Aa1_99.7_PGO36223.1,all,654,50.0096172211281,657,47.3787944030778,402,49.986003955435
BT_Cry1Da1,ref,603,54.4109111696482,576,49.6380737181152,396,51.3032011488664
NOV_Cry11Aa1_99.4_AXJ97553.1,all,546,50.6521793686131,681,48.3253799520963,450,49.9799023010562
NOV_Cry1Ac2_99.8_OTZ14059.1,all,603,57.6953672568944,603,53.8129108842525,417,52.7956499945301
BT_Cry2Ab20,all,579,55.1720338444481,615,51.4841995129575,423,53.8650615538769
NOV_Cry1Ac10_99.3_ABY83188.1,all,603,57.594799663536,606,53.7991666197214,417,52.7956499945301
BT_Cry8Ea6,all,597,55.5034816231044,612,50.8308631158107,426,50.6729921063938
BT_Cry2Ac2,all,579,54.4213669323423,588,50.2333489405143,420,53.1237471085452
NOV_Cry14Ab1_85.6_AXE15628.1,ref,672,50.0635281156107,648,48.2199784873104,426,50.6167781473559
BT_Cry1Nb1,ref,600,52.7393612224374,588,49.6668956472704,399,53.0501412547257
BT_Cry7Ba1,ref,597,52.5769443408593,633,49.5195662812889,414,51.5873383318568
BT_Cry7Ab2,all,597,54.4888426517512,603,50.8754567144592,420,51.9002283289312
BT_Cry1Na1,ref,600,53.070305908754,597,49.2743241877785,411,53.3099562279092
NOV_Cry1Da1_99.6_ALP83513.1,all,603,54.21323699868,576,49.6119711052683,396,51.199507907872
BT_Cry9Dc1,ref,612,52.7609433253904,663,49.3411900631211,417,51.7463372366546
BT_Cry73Ba1,ref,684,51.1024579042064,567,48.5140900740139,396,50.1739877622214
NOV_Cry2Ab18_96.6_AXE42969.1,all,579,55.1616388784347,615,51.5328802326863,423,53.0190595995057
BT_Cry1Be5,all,603,53.5035126827188,630,51.7870740171522,411,51.9518858959249
