Rec	Min_par	Maj_par	Unknown_flag	Type	start	stop	d1_start	d1_stop	d2_start	d2_stop	d3_start	d3_stop	Pval	rec_tree_cons:f|1|2|3	min_tree_cons	maj_tree_cons	rec_a	rec_1	rec_2	rec_3	min_a	min_1	min_2	min_3	maj_a	maj_1	maj_2	maj_3	r_min_a	r_min_1	r_min_2	r_min_3	r_min_1_pair	r_min_2_pair	r_min_3_pair	r_maj_a	r_maj_1	r_maj_2	r_maj_3	r_maj_1_pair	r_maj_2_pair	r_maj_3_pair	max_min_a	max_min_1	max_min_2	max_min_3	max_min_1_pair	max_min_2_pair	max_min_3_pair
BT_Cry1Ai1	BT_Cry1Aa10;BT_Cry1Ab12;BT_Cry1Ab2;BT_Cry1Ad1;BT_Cry1Ag1;BT_Cry1A-like;NOV_Cry1Ab12_91.4_AAK14338.1;NOV_Cry1Ab32_92.7_AAK14337.1;NOV_Cry1Ad2_87.7_AIW52617.1	BT_Cry1Id1;BT_Cry1Ia11;BT_Cry1Ia18;BT_Cry1Ic1;BT_Cry1Ie4;BT_Cry1Ma1	major	domain3	1254	1672	1	604	628	1231	1255	1672	1.55530760822966e-57	100;100;100;100	25.0;33.33;50.0;50.0	25.0;33.33;50.0;50.0	100	100	100	100	81.37583906794931	77.94759171969157	72.97780347574778	93.2021220084086	80.02057524009321	79.64123898357437	77.10491087031598	83.31557586638925	71.10984806398551	86.89483955045081	76.1132194043089	50.321485237196796	99.34 (BT_Cry1Aa10|BT_Cry1Ai1)	97.68 (BT_Cry1Aa10|BT_Cry1Ai1)	50.79 (BT_Cry1Ai1|NOV_Cry1Ab12_91.4_AAK14338.1)	52.276578390128336	53.93052157046937	49.75771539589127	53.14149820402439	54.62 (BT_Cry1Ai1|BT_Cry1Id1)	50.55 (BT_Cry1Ai1|BT_Cry1Ie4)	53.62 (BT_Cry1Ai1|BT_Cry1Ia11)	54.98153750193354	52.51654315385002	48.98715379501961	63.440915556930975	55.21 (BT_Cry1Ma1|NOV_Cry1Ab32_92.7_AAK14337.1)	50.55 (BT_Cry1Ad1|BT_Cry1Id1)	65.0 (BT_Cry1Aa10|BT_Cry1Id1)
BT_Cry8Pa1	NOV_Cry8Ba1_88.6_AEP25412.1	BT_Cry8Ba1	major	domain2	542	1185	1	604	628	1291	1297	1714	1.80982229435009e-47	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	72.16846677549577	75.4716981132076	93.75	47.2837022132797	75.47 (BT_Cry8Pa1|NOV_Cry8Ba1_88.6_AEP25412.1)	93.75 (BT_Cry8Pa1|NOV_Cry8Ba1_88.6_AEP25412.1)	47.28 (BT_Cry8Pa1|NOV_Cry8Ba1_88.6_AEP25412.1)	64.97851949328853	74.7109826589595	71.0353866317169	49.1891891891892	74.71 (BT_Cry8Ba1|BT_Cry8Pa1)	71.04 (BT_Cry8Ba1|BT_Cry8Pa1)	49.19 (BT_Cry8Ba1|BT_Cry8Pa1)	82.8255872046975	97.0731707317073	74.7612551159618	76.6423357664234	97.07 (BT_Cry8Ba1|NOV_Cry8Ba1_88.6_AEP25412.1)	74.76 (BT_Cry8Ba1|NOV_Cry8Ba1_88.6_AEP25412.1)	76.64 (BT_Cry8Ba1|NOV_Cry8Ba1_88.6_AEP25412.1)
BT_Cry52Ba1	BT_Cry40Aa1	NOV_Cry52Ca1_62.9_AZJ24464.1	no	domain3	1363	1702	1	610	652	1288	1312	1702	2.50297015500022e-45	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	57.59463227822313	49.3039443155452	49.2647058823529	74.2152466367713	49.3 (BT_Cry40Aa1|BT_Cry52Ba1)	49.26 (BT_Cry40Aa1|BT_Cry52Ba1)	74.22 (BT_Cry40Aa1|BT_Cry52Ba1)	63.517691083597896	77.4962742175857	62.778505897772	50.278293135436	77.5 (BT_Cry52Ba1|NOV_Cry52Ca1_62.9_AZJ24464.1)	62.78 (BT_Cry52Ba1|NOV_Cry52Ca1_62.9_AZJ24464.1)	50.28 (BT_Cry52Ba1|NOV_Cry52Ca1_62.9_AZJ24464.1)	50.123927317243435	48.5849056603774	50.379746835443	51.4071294559099	48.58 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	50.38 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	51.41 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)
BT_Cry1Ig1	BT_Cry1Ka2	BT_Cry1Ia11;BT_Cry1Ia18;BT_Cry1Ic1;BT_Cry1Id1;BT_Cry1Ie4	no	domain3	1263	1696	1	604	628	1258	1276	1696	4.41858193216353e-43	100;100;100;100	100;100;100;100	16.67;33.33;50.0;50.0	100	100	100	100	100	100	100	100	85.36868843974662	80.28100986149155	87.24842544343387	88.57663001431442	66.62865594989677	60.8	58.1749049429658	80.9110629067245	60.8 (BT_Cry1Ig1|BT_Cry1Ka2)	58.17 (BT_Cry1Ig1|BT_Cry1Ka2)	80.91 (BT_Cry1Ig1|BT_Cry1Ka2)	74.61989634144867	77.16041196450536	89.13573696190235	57.56354009793828	81.08 (BT_Cry1Id1|BT_Cry1Ig1)	95.65 (BT_Cry1Ia11|BT_Cry1Ig1)	59.16 (BT_Cry1Id1|BT_Cry1Ig1)	58.765536687729536	61.5037760155738	57.53275377691262	57.26008027070218	62.53 (BT_Cry1Ia11|BT_Cry1Ka2)	58.58 (BT_Cry1Id1|BT_Cry1Ka2)	58.62 (BT_Cry1Id1|BT_Cry1Ka2)
BT_Cry8Db1	BT_Cry8Ha1;BT_Cry8Hb1;NOV_Cry8Ha1_89.4_ABB29866.1;NOV_Cry8Ha1_89.8_ATY50148.1	BT_Cry8Da1	minor	domain3	1336	1756	1	607	631	1297	1324	1756	9.40734750779638e-43	100;100;100;100	50.0;50.0;50.0;33.33	100;100;100;100	100	100	100	100	90.70141549108045	93.28746755172011	86.2765592485048	92.54021967301642	100	100	100	100	53.72191300753623	57.480450569183674	51.802822064317276	51.88246638910775	57.69 (BT_Cry8Db1|NOV_Cry8Ha1_89.8_ATY50148.1)	52.48 (BT_Cry8Db1|BT_Cry8Hb1)	52.15 (BT_Cry8Db1|BT_Cry8Ha1)	82.62747700274537	100.0	97.0802919708029	50.8021390374332	100.0 (BT_Cry8Da1|BT_Cry8Db1)	97.08 (BT_Cry8Da1|BT_Cry8Db1)	50.8 (BT_Cry8Da1|BT_Cry8Db1)	57.496147235699176	57.480450569183674	50.99333968455568	64.01465145335817	57.69 (BT_Cry8Da1|NOV_Cry8Ha1_89.8_ATY50148.1)	51.74 (BT_Cry8Da1|BT_Cry8Hb1)	64.34 (BT_Cry8Da1|NOV_Cry8Ha1_89.8_ATY50148.1)
BT_Cry1A-like	NOV_Cry1Ea10_93.2_AAX86871.1	NOV_Cry1Ad2_87.7_AIW52617.1	no	domain1_partial	1	401	1	367	715	1210	1216	1657	1.97077318827763e-42	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	53.770017576014034	59.0834697217676	47.5476839237057	54.6788990825688	59.08 (BT_Cry1A-like|NOV_Cry1Ea10_93.2_AAX86871.1)	47.55 (BT_Cry1A-like|NOV_Cry1Ea10_93.2_AAX86871.1)	54.68 (BT_Cry1A-like|NOV_Cry1Ea10_93.2_AAX86871.1)	65.95170694445507	47.2644376899696	56.9364161849711	93.6542669584245	47.26 (BT_Cry1A-like|NOV_Cry1Ad2_87.7_AIW52617.1)	56.94 (BT_Cry1A-like|NOV_Cry1Ad2_87.7_AIW52617.1)	93.65 (BT_Cry1A-like|NOV_Cry1Ad2_87.7_AIW52617.1)	56.70281310057577	61.8473895582329	53.3159947984395	54.9450549450549	61.85 (NOV_Cry1Ad2_87.7_AIW52617.1|NOV_Cry1Ea10_93.2_AAX86871.1)	53.32 (NOV_Cry1Ad2_87.7_AIW52617.1|NOV_Cry1Ea10_93.2_AAX86871.1)	54.95 (NOV_Cry1Ad2_87.7_AIW52617.1|NOV_Cry1Ea10_93.2_AAX86871.1)
NOV_Cry41Ba2_43.6_BAD35163.1	NOV_Cry32Ma1_57.7_AXY11484.1	NOV_Cry41Ba2_47.9_BAD35157.1	no	domain3	1321	1786	1	703	727	1336	1360	1786	2.35967624962378e-37	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	59.107244792682636	54.5652173913043	54.0436456996149	68.7128712871287	54.57 (NOV_Cry32Ma1_57.7_AXY11484.1|NOV_Cry41Ba2_43.6_BAD35163.1)	54.04 (NOV_Cry32Ma1_57.7_AXY11484.1|NOV_Cry41Ba2_43.6_BAD35163.1)	68.71 (NOV_Cry32Ma1_57.7_AXY11484.1|NOV_Cry41Ba2_43.6_BAD35163.1)	83.91495016077006	100.0	98.694942903752	53.0499075785582	100.0 (NOV_Cry41Ba2_43.6_BAD35163.1|NOV_Cry41Ba2_47.9_BAD35157.1)	98.69 (NOV_Cry41Ba2_43.6_BAD35163.1|NOV_Cry41Ba2_47.9_BAD35157.1)	53.05 (NOV_Cry41Ba2_43.6_BAD35163.1|NOV_Cry41Ba2_47.9_BAD35157.1)	53.69835031207437	54.5652173913043	54.0436456996149	52.4861878453039	54.57 (NOV_Cry32Ma1_57.7_AXY11484.1|NOV_Cry41Ba2_47.9_BAD35157.1)	54.04 (NOV_Cry32Ma1_57.7_AXY11484.1|NOV_Cry41Ba2_47.9_BAD35157.1)	52.49 (NOV_Cry32Ma1_57.7_AXY11484.1|NOV_Cry41Ba2_47.9_BAD35157.1)
BT_Cry7Cb1	NOV_Cry7Cb1_60.4_OTY00887.1	NOV_Cry7Ca1_99.7_ABR67863.2;NOV_Cry7Ca1_86.8_AGM39664.1;NOV_Cry7Ea2_99.9_AFI42038.1	no	domain3	1282	1759	1	610	634	1297	1327	1759	9.86245315490051e-37	100;100;100;100	100;100;100;100	33.33;33.33;33.33;50.0	100	100	100	100	100	100	100	100	73.79537851897788	85.86046812172607	83.61831480953737	51.907352625670235	59.142501515339966	55.6532663316583	52.2860492379836	69.488188976378	55.65 (BT_Cry7Cb1|NOV_Cry7Cb1_60.4_OTY00887.1)	52.29 (BT_Cry7Cb1|NOV_Cry7Cb1_60.4_OTY00887.1)	69.49 (BT_Cry7Cb1|NOV_Cry7Cb1_60.4_OTY00887.1)	68.06604474663534	85.05362077659794	68.61663983398519	50.5278736293229	88.84 (BT_Cry7Cb1|NOV_Cry7Ca1_86.8_AGM39664.1)	69.97 (BT_Cry7Cb1|NOV_Cry7Ea2_99.9_AFI42038.1)	51.32 (BT_Cry7Cb1|NOV_Cry7Ea2_99.9_AFI42038.1)	51.5961308205047	54.1684479222815	50.7103402686744	49.9096042705582	54.3 (NOV_Cry7Cb1_60.4_OTY00887.1|NOV_Cry7Ea2_99.9_AFI42038.1)	50.71 (NOV_Cry7Ca1_99.7_ABR67863.2|NOV_Cry7Cb1_60.4_OTY00887.1)	50.26 (NOV_Cry7Ca1_86.8_AGM39664.1|NOV_Cry7Cb1_60.4_OTY00887.1)
BT_Cry50Ba1;BT_Cry4Ba1;BT_Cry4Ba3;BT_Cry50Aa1;NOV_Cry4Ba1_63.8_OUB35623.1	BT_Cry30Fa1;BT_Cry30Aa1;BT_Cry30Ca1;BT_Cry30Ea1;BT_Cry30Ga1	BT_Cry19Aa1	no	domain3	1295	1711	1	607	655	1219	1240	1711	1.50083416362365e-36	83.33;3.7;83.33;1.36	83.33;3.7;83.33;1.36	100;100;100;100	67.72238099146256	60.68227975907649	73.85650400958122	68.62835920572999	73.80209987130739	69.78459483844135	71.2126734129718	80.40903136250903	100	100	100	100	56.79009467484961	51.77596952984598	52.48280137451974	66.11151312018313	52.75 (BT_Cry30Ca1|NOV_Cry4Ba1_63.8_OUB35623.1)	54.33 (BT_Cry30Fa1|NOV_Cry4Ba1_63.8_OUB35623.1)	81.87 (BT_Cry30Fa1|BT_Cry50Ba1)	52.15472401039273	54.56377432382322	51.6387217810142	50.26167592634076	55.12 (BT_Cry19Aa1|NOV_Cry4Ba1_63.8_OUB35623.1)	52.16 (BT_Cry19Aa1|BT_Cry4Ba1)	52.32 (BT_Cry19Aa1|NOV_Cry4Ba1_63.8_OUB35623.1)	51.2419988443133	52.66281947444994	50.33055407669312	50.73262298179684	53.53 (BT_Cry19Aa1|BT_Cry30Aa1)	51.12 (BT_Cry19Aa1|BT_Cry30Fa1)	51.57 (BT_Cry19Aa1|BT_Cry30Aa1)
BT_Cry9Aa1	BT_Cry68Aa1;NOV_Cry68Aa1_74.8_WP_103592020.1;NOV_Cry68Aa1_80.1_PEU91245.1	NOV_Cry9Ga1_57.2_PEU81077.1	minor	domain3	1342	1740	1	637	661	1303	1330	1741	8.86180421075058e-36	100;100;100;100	50.0;50.0;50.0;50.0	100;100;100;100	100	100	100	100	78.71189632646404	71.41584038710253	86.8838803101178	77.8359682821718	100	100	100	100	52.716229855069656	52.8378248876435	54.935282738426636	50.37558193913883	53.09 (BT_Cry68Aa1|BT_Cry9Aa1)	55.16 (BT_Cry9Aa1|NOV_Cry68Aa1_80.1_PEU91245.1)	50.84 (BT_Cry9Aa1|NOV_Cry68Aa1_80.1_PEU91245.1)	61.69720292763756	68.9747003994674	64.9805447470817	51.1363636363636	68.97 (BT_Cry9Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)	64.98 (BT_Cry9Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)	51.14 (BT_Cry9Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)	59.65977734275593	52.475355969331865	55.82400816534573	70.6799678935902	52.73 (BT_Cry68Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)	55.99 (BT_Cry68Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)	71.05 (BT_Cry68Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)
BT_Cry1Eb1	BT_Cry1Ca11	BT_Cry1Ea10;NOV_Cry1Ea10_93.2_AAX86871.1	minor	domain3	1218	1645	1	598	625	1210	1237	1645	1.41138510586425e-51	100;100;100;100	100;100;100;100	50.0;50.0;33.33;50.0	100	100	100	100	100	100	100	100	93.12561819980216	79.3768545994065	100.0	100.0	55.05696653153316	58.311345646438	53.3333333333333	53.5262206148282	58.31 (BT_Cry1Ca11|BT_Cry1Eb1)	53.33 (BT_Cry1Ca11|BT_Cry1Eb1)	53.53 (BT_Cry1Ca11|BT_Cry1Eb1)	71.60234657440063	78.9423780690665	81.5789473684211	54.2857142857143	80.45 (BT_Cry1Ea10|BT_Cry1Eb1)	81.58 (BT_Cry1Ea10|BT_Cry1Eb1)	54.29 (BT_Cry1Ea10|BT_Cry1Eb1)	63.20013722932431	58.57286978115785	53.9267015706806	77.1008403361345	59.5 (BT_Cry1Ca11|NOV_Cry1Ea10_93.2_AAX86871.1)	53.93 (BT_Cry1Ca11|BT_Cry1Ea10)	77.1 (BT_Cry1Ca11|BT_Cry1Ea10)
BT_Cry7Bb1	BT_Cry7Ac1	BT_Cry7Ba1	no	domain3	1397	1700	1	604	634	1267	1291	1717	7.02393361187483e-35	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	58.60665979272353	53.6491677336748	50.9157509157509	71.2550607287449	53.65 (BT_Cry7Ac1|BT_Cry7Bb1)	50.92 (BT_Cry7Ac1|BT_Cry7Bb1)	71.26 (BT_Cry7Ac1|BT_Cry7Bb1)	67.73752647581057	70.697012802276	73.4246575342466	59.0909090909091	70.7 (BT_Cry7Ba1|BT_Cry7Bb1)	73.42 (BT_Cry7Ba1|BT_Cry7Bb1)	59.09 (BT_Cry7Ba1|BT_Cry7Bb1)	54.42845522471384	56.6929133858268	51.2851897184823	55.3072625698324	56.69 (BT_Cry7Ac1|BT_Cry7Ba1)	51.29 (BT_Cry7Ac1|BT_Cry7Ba1)	55.31 (BT_Cry7Ac1|BT_Cry7Ba1)
NOV_Cry8Ab1_80.3_AFP44678.1	BT_Cry8Qa1;BT_Cry8Fa2	BT_Cry8Ac1;BT_Cry8Ab1;NOV_Cry8Ab1_80.0_AMR06151.1	minor	domain3	1296	1738	1	604	628	1291	1321	1738	9.82434536911455e-35	100;100;100;100	50.0;33.33;50.0;50.0	50.0;33.33;50.0;50.0	100	100	100	100	66.91350163286154	78.5388127853881	67.2566371681416	54.9450549450549	76.97419160549079	85.79039590604253	89.6442026809219	55.487976229507936	54.387349876222665	60.63491629281105	51.0285874767427	51.498545859114245	60.95 (BT_Cry8Fa2|NOV_Cry8Ab1_80.3_AFP44678.1)	51.55 (BT_Cry8Qa1|NOV_Cry8Ab1_80.3_AFP44678.1)	52.2 (BT_Cry8Fa2|NOV_Cry8Ab1_80.3_AFP44678.1)	77.06341119696893	91.782744717756	88.60329663109083	50.80419224205997	96.59 (BT_Cry8Ab1|NOV_Cry8Ab1_80.3_AFP44678.1)	93.86 (BT_Cry8Ac1|NOV_Cry8Ab1_80.3_AFP44678.1)	51.36 (BT_Cry8Ab1|NOV_Cry8Ab1_80.3_AFP44678.1)	55.57999020130429	60.70208743354295	50.7982473432919	55.23963582707802	62.04 (BT_Cry8Fa2|NOV_Cry8Ab1_80.0_AMR06151.1)	51.37 (BT_Cry8Ab1|BT_Cry8Qa1)	61.37 (BT_Cry8Ac1|BT_Cry8Qa1)
NOV_Cry14Ab1_42.4_PGW46196.1	NOV_Cry14Aa1_44.0_PGW42274.1	NOV_Cry14Aa1_41.1_PGW46198.1	no	domain1	1	738	1	679	697	1366	1372	1831	2.07932203031603e-34	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	63.333101465509735	77.7195281782438	58.0985915492958	54.1811846689896	77.72 (NOV_Cry14Aa1_44.0_PGW42274.1|NOV_Cry14Ab1_42.4_PGW46196.1)	58.1 (NOV_Cry14Aa1_44.0_PGW42274.1|NOV_Cry14Ab1_42.4_PGW46196.1)	54.18 (NOV_Cry14Aa1_44.0_PGW42274.1|NOV_Cry14Ab1_42.4_PGW46196.1)	75.53635601101223	55.6571428571429	90.5982905982906	80.3536345776032	55.66 (NOV_Cry14Aa1_41.1_PGW46198.1|NOV_Cry14Ab1_42.4_PGW46196.1)	90.6 (NOV_Cry14Aa1_41.1_PGW46198.1|NOV_Cry14Ab1_42.4_PGW46196.1)	80.35 (NOV_Cry14Aa1_41.1_PGW46198.1|NOV_Cry14Ab1_42.4_PGW46196.1)	56.360253083481965	56.551724137931	56.993006993007	55.5360281195079	56.55 (NOV_Cry14Aa1_41.1_PGW46198.1|NOV_Cry14Aa1_44.0_PGW42274.1)	56.99 (NOV_Cry14Aa1_41.1_PGW46198.1|NOV_Cry14Aa1_44.0_PGW42274.1)	55.54 (NOV_Cry14Aa1_41.1_PGW46198.1|NOV_Cry14Aa1_44.0_PGW42274.1)
BT_Cry1Ka2	BT_Cry1Bb1;BT_Cry1Bd1;BT_Cry1Bh1	BT_Cry1Ma1	no	domain1	1	622	1	604	628	1246	1270	1684	4.22072942699121e-34	100;100;100;100	10.0;25.0;50.0;50.0	100;100;100;100	100	100	100	100	82.98936464034801	97.1861471861472	83.2172137167765	68.56473301812034	100	100	100	100	65.9036845783567	88.9296068994952	55.274957894899465	53.50648894067543	89.03 (BT_Cry1Bb1|BT_Cry1Ka2)	56.2 (BT_Cry1Bh1|BT_Cry1Ka2)	57.5 (BT_Cry1Bb1|BT_Cry1Ka2)	65.3782829520262	61.4457831325301	76.0683760683761	58.6206896551724	61.45 (BT_Cry1Ka2|BT_Cry1Ma1)	76.07 (BT_Cry1Ka2|BT_Cry1Ma1)	58.62 (BT_Cry1Ka2|BT_Cry1Ma1)	57.93448704853026	61.4457831325301	55.39928489971777	56.9583931133429	61.45 (BT_Cry1Bb1|BT_Cry1Ma1)	55.42 (BT_Cry1Bh1|BT_Cry1Ma1)	66.46 (BT_Cry1Bb1|BT_Cry1Ma1)
BT_Cry32Wa1	BT_Cry32Pa1	BT_Cry32Ma1;BT_Cry32Mb1	no	domain3	1291	1707	1	685	715	1282	1315	1711	1.13020844595917e-33	100;100;100;100	100;100;100;100	33.33;33.33;20.0;50.0	100	100	100	100	100	100	100	100	88.25683357788654	99.1266375545851	99.6478873239437	65.9959758551308	56.8796242681593	54.5454545454545	49.4267515923567	66.6666666666667	54.55 (BT_Cry32Pa1|BT_Cry32Wa1)	49.43 (BT_Cry32Pa1|BT_Cry32Wa1)	66.67 (BT_Cry32Pa1|BT_Cry32Wa1)	75.47454483664359	85.4916106827283	85.74951034316226	55.1825134840402	85.62 (BT_Cry32Ma1|BT_Cry32Wa1)	85.9 (BT_Cry32Mb1|BT_Cry32Wa1)	55.21 (BT_Cry32Mb1|BT_Cry32Wa1)	52.70857281546317	53.76889215881885	49.0470139771283	55.309812310442354	53.85 (BT_Cry32Ma1|BT_Cry32Pa1)	49.05 (BT_Cry32Ma1|BT_Cry32Pa1)	55.73 (BT_Cry32Ma1|BT_Cry32Pa1)
BT_Cry52Ca1	BT_Cry40Aa1	NOV_Cry52Ca1_62.9_AZJ24464.1	no	domain3	1331	1663	1	592	631	1237	1267	1663	5.3227085765619e-33	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	55.690647057033864	50.5338078291815	48.8721804511278	67.6659528907923	50.53 (BT_Cry40Aa1|BT_Cry52Ca1)	48.87 (BT_Cry40Aa1|BT_Cry52Ca1)	67.67 (BT_Cry40Aa1|BT_Cry52Ca1)	67.98830869994073	69.753979739508	82.2556390977444	51.9553072625698	69.75 (BT_Cry52Ca1|NOV_Cry52Ca1_62.9_AZJ24464.1)	82.26 (BT_Cry52Ca1|NOV_Cry52Ca1_62.9_AZJ24464.1)	51.96 (BT_Cry52Ca1|NOV_Cry52Ca1_62.9_AZJ24464.1)	50.123927317243435	48.5849056603774	50.379746835443	51.4071294559099	48.58 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	50.38 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	51.41 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)
BT_Cry59Ba1	NOV_Cry40Da1_81.5_AIN76756.1;BT_Cry40Ca1;BT_Cry40Da1;NOV_Cry40Da1_65.0_CAH33957.1;NOV_Cry40Da1_77.3_ARJ25823.1	BT_Cry59Aa1	no	domain1	1	684	1	649	673	1306	1339	1723	2.13845294697327e-32	100;100;100;100	50.0;12.5;50.0;50.0	100;100;100;100	100	100	100	100	74.13230442892207	75.4049086918942	78.53374001752353	68.45826457734847	100	100	100	100	58.17327768534087	70.84679392853337	52.13343640250898	51.53960272498026	73.15 (BT_Cry40Da1|BT_Cry59Ba1)	52.81 (BT_Cry40Da1|BT_Cry59Ba1)	52.1 (BT_Cry59Ba1|NOV_Cry40Da1_81.5_AIN76756.1)	75.1275291093993	53.9722572509458	85.9030837004405	85.5072463768116	53.97 (BT_Cry59Aa1|BT_Cry59Ba1)	85.9 (BT_Cry59Aa1|BT_Cry59Ba1)	85.51 (BT_Cry59Aa1|BT_Cry59Ba1)	51.86629386233311	53.19544196415602	51.34097022510324	51.06246939774006	54.05 (BT_Cry59Aa1|NOV_Cry40Da1_65.0_CAH33957.1)	51.68 (BT_Cry59Aa1|NOV_Cry40Da1_65.0_CAH33957.1)	51.79 (BT_Cry59Aa1|NOV_Cry40Da1_81.5_AIN76756.1)
BT_Cry52Aa1	BT_Cry40Aa1	NOV_Cry52Ca1_62.9_AZJ24464.1	no	domain3	1380	1705	1	616	658	1297	1321	1705	2.17926948594395e-32	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	54.732780642394395	49.6527777777778	49.4492044063647	65.0963597430407	49.65 (BT_Cry40Aa1|BT_Cry52Aa1)	49.45 (BT_Cry40Aa1|BT_Cry52Aa1)	65.1 (BT_Cry40Aa1|BT_Cry52Aa1)	62.625406938075436	74.4897959183674	61.6883116883117	51.6981132075472	74.49 (BT_Cry52Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	61.69 (BT_Cry52Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	51.7 (BT_Cry52Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	50.123927317243435	48.5849056603774	50.379746835443	51.4071294559099	48.58 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	50.38 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)	51.41 (BT_Cry40Aa1|NOV_Cry52Ca1_62.9_AZJ24464.1)
BT_Cry1Ie4;BT_Cry1Ba1;BT_Cry1Bb1;BT_Cry1Bd1;BT_Cry1Be1;BT_Cry1Bf1;BT_Cry1Bg1;BT_Cry1Bh1;BT_Cry1Bi1;BT_Cry1Bj1;BT_Cry1Ia11;BT_Cry1Ia18;BT_Cry1Ic1;BT_Cry1Id1;BT_Cry1Ma1;NOV_Cry1Ie5_79.3_PQQ47595.1	BT_Cry1Gb1	BT_Cry47Aa1	no	domain3	1256	1705	1	604	628	1264	1294	1705	1.20514183415445e-30	88.89;88.89;88.89;6.35	100;100;100;100	100;100;100;100	68.08805730877465	70.69121941950108	70.92216134746828	62.65079115935458	100	100	100	100	100	100	100	100	54.94932459964928	51.21747603612752	51.10577219376007	62.52472556906026	53.08 (BT_Cry1Gb1|NOV_Cry1Ie5_79.3_PQQ47595.1)	52.05 (BT_Cry1Bb1|BT_Cry1Gb1)	73.68 (BT_Cry1Gb1|BT_Cry1Ia18)	54.36338069632793	57.37754002745975	53.66074115025986	52.05186091126417	60.46 (BT_Cry1Ia18|BT_Cry47Aa1)	54.92 (BT_Cry1Ia11|BT_Cry47Aa1)	53.23 (BT_Cry1Ia11|BT_Cry47Aa1)	52.42248679335786	52.5096525096525	53.167701863354	51.5901060070671	52.51 (BT_Cry1Gb1|BT_Cry47Aa1)	53.17 (BT_Cry1Gb1|BT_Cry47Aa1)	51.59 (BT_Cry1Gb1|BT_Cry47Aa1)
BT_Cry8Kb1	BT_Cry8Ka1;BT_Cry8Ka3	BT_Cry9Da1;BT_Cry9Ed1	no	domain3	1313	1679	1	598	622	1267	1288	1705	3.3888559414003e-70	100;100;100;100	33.33;33.33;33.33;20.0	33.33;33.33;33.33;20.0	100	100	100	100	94.54518881345003	97.682119205298	97.8527607361963	88.1006864988558	63.5840342044215	66.0351826792963	52.5059665871122	72.210953346856	83.63224381682092	98.17768595041325	96.04908502574119	56.6699604743083	99.0 (BT_Cry8Ka3|BT_Cry8Kb1)	96.35 (BT_Cry8Ka1|BT_Cry8Kb1)	56.82 (BT_Cry8Ka3|BT_Cry8Kb1)	51.98629770976352	53.910650198842504	50.4293539441531	51.61888898629495	54.39 (BT_Cry8Kb1|BT_Cry9Ed1)	51.74 (BT_Cry8Kb1|BT_Cry9Da1)	51.87 (BT_Cry8Kb1|BT_Cry9Ed1)	51.93211962330116	53.76382427699848	50.60581499839805	51.42671959450695	54.39 (BT_Cry8Ka3|BT_Cry9Ed1)	51.92 (BT_Cry8Ka3|BT_Cry9Da1)	51.61 (BT_Cry8Ka3|BT_Cry9Ed1)
