ID	Domain	Curr_domain	Rec	Par	Par_type	Dom_type	Aln_type	Dataset	Ident
1	domain1	domain3	NOV_Cry1Ac23_90.7_CAQ03747.1	NOV_Cry1Ab32_92.7_AAK14337.1	Minor	Non_transferred	Full_dom	Raw	50.26269702276708
1	domain1	domain1	BT_Cry1Ac39	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	69.3820224719101
1	domain1	domain1	BT_Cry1Ac39	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	69.3820224719101
1	domain1	domain1	BT_Cry1Ac39	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	69.3820224719101
1	domain1	domain1	BT_Cry1Ac39	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	69.3820224719101
1	domain1	domain2	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	96.58536585365853
1	domain1	domain2	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	96.58536585365853
1	domain1	domain2	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Extr	Raw	96.58536585365853
1	domain1	domain2	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	96.58536585365853
1	domain1	domain3	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	96.91943127962085
1	domain1	domain3	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	96.91943127962085
1	domain1	domain3	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Extr	Raw	96.91943127962085
1	domain1	domain3	BT_Cry1Ac39	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	96.91943127962085
1	domain1	domain1	BT_Cry1Aa10	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	67.26768377253815
1	domain1	domain1	BT_Cry1Aa10	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	67.26768377253815
1	domain1	domain1	BT_Cry1Aa10	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	67.26768377253815
1	domain1	domain1	BT_Cry1Aa10	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	67.26768377253815
1	domain1	domain2	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	66.52719665271967
1	domain1	domain2	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	66.52719665271967
1	domain1	domain2	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Extr	Raw	66.52719665271967
1	domain1	domain2	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	66.52719665271967
1	domain1	domain3	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	50.52447552447552
1	domain1	domain3	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	50.52447552447552
1	domain1	domain3	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Extr	Raw	50.52447552447552
1	domain1	domain3	BT_Cry1Aa10	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	50.52447552447552
1	domain1	domain1	BT_Cry1Ab12	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	67.5
1	domain1	domain1	BT_Cry1Ab12	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	67.5
1	domain1	domain1	BT_Cry1Ab12	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	67.5
1	domain1	domain1	BT_Cry1Ab12	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	67.5
1	domain1	domain2	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	93.8610662358643
1	domain1	domain2	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	93.8610662358643
1	domain1	domain2	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Extr	Raw	93.8610662358643
1	domain1	domain2	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	93.8610662358643
1	domain1	domain3	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	50.526315789473685
1	domain1	domain3	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	50.526315789473685
1	domain1	domain3	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Extr	Raw	50.526315789473685
1	domain1	domain3	BT_Cry1Ab12	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	50.526315789473685
1	domain1	domain1	BT_Cry1Ab2	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	67.26768377253815
1	domain1	domain1	BT_Cry1Ab2	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	67.26768377253815
1	domain1	domain1	BT_Cry1Ab2	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	67.26768377253815
1	domain1	domain1	BT_Cry1Ab2	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	67.26768377253815
1	domain1	domain2	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	88.37209302325581
1	domain1	domain2	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	88.37209302325581
1	domain1	domain2	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Extr	Raw	88.37209302325581
1	domain1	domain2	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	88.37209302325581
1	domain1	domain3	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	50.0
1	domain1	domain3	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	50.0
1	domain1	domain3	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Extr	Raw	50.0
1	domain1	domain3	BT_Cry1Ab2	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	50.0
1	domain1	domain1	BT_Cry1Ad1	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	70.33898305084746
1	domain1	domain1	BT_Cry1Ad1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	70.33898305084746
1	domain1	domain1	BT_Cry1Ad1	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	70.33898305084746
1	domain1	domain1	BT_Cry1Ad1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	70.33898305084746
1	domain1	domain2	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	69.01408450704226
1	domain1	domain2	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	69.01408450704226
1	domain1	domain2	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	69.01408450704226
1	domain1	domain2	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	69.01408450704226
1	domain1	domain3	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	49.73730297723292
1	domain1	domain3	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	49.73730297723292
1	domain1	domain3	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	49.73730297723292
1	domain1	domain3	BT_Cry1Ad1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	49.73730297723292
1	domain1	domain1	BT_Cry1Ag1	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	66.80497925311202
1	domain1	domain1	BT_Cry1Ag1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	66.80497925311202
1	domain1	domain1	BT_Cry1Ag1	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	66.80497925311202
1	domain1	domain1	BT_Cry1Ag1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	66.80497925311202
1	domain1	domain2	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	66.80851063829788
1	domain1	domain2	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	66.80851063829788
1	domain1	domain2	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	66.80851063829788
1	domain1	domain2	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	66.80851063829788
1	domain1	domain3	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	50.0
1	domain1	domain3	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	50.0
1	domain1	domain3	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	50.0
1	domain1	domain3	BT_Cry1Ag1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	50.0
1	domain1	domain1	BT_Cry1Ai1	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	67.5
1	domain1	domain1	BT_Cry1Ai1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	67.5
1	domain1	domain1	BT_Cry1Ai1	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	67.5
1	domain1	domain1	BT_Cry1Ai1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	67.5
1	domain1	domain2	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	67.73296244784423
1	domain1	domain2	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	67.73296244784423
1	domain1	domain2	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	67.73296244784423
1	domain1	domain2	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	67.73296244784423
1	domain1	domain3	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	100.0
1	domain1	domain3	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	100.0
1	domain1	domain3	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	100.0
1	domain1	domain3	BT_Cry1Ai1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	100.0
1	domain1	domain1	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	60.8
1	domain1	domain1	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	60.8
1	domain1	domain1	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	60.8
1	domain1	domain1	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	60.8
1	domain1	domain2	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	86.62519440124416
1	domain1	domain2	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	86.62519440124416
1	domain1	domain2	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	86.62519440124416
1	domain1	domain2	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	86.62519440124416
1	domain1	domain3	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	50.790861159929705
1	domain1	domain3	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	50.790861159929705
1	domain1	domain3	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	50.790861159929705
1	domain1	domain3	NOV_Cry1Ab12_91.4_AAK14338.1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	50.790861159929705
1	domain1	domain1	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	68.20083682008368
1	domain1	domain1	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	68.20083682008368
1	domain1	domain1	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	68.20083682008368
1	domain1	domain1	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	68.20083682008368
1	domain1	domain2	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	88.67924528301887
1	domain1	domain2	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	88.67924528301887
1	domain1	domain2	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	88.67924528301887
1	domain1	domain2	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	88.67924528301887
1	domain1	domain3	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	50.526315789473685
1	domain1	domain3	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	50.526315789473685
1	domain1	domain3	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	50.526315789473685
1	domain1	domain3	NOV_Cry1Ab32_92.7_AAK14337.1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	50.526315789473685
1	domain1	domain1	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Non_transferred	Extr	filt_partials	54.83870967741935
1	domain1	domain1	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	filt_partials	54.83870967741935
1	domain1	domain1	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Non_transferred	Extr	Raw	54.83870967741935
1	domain1	domain1	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Non_transferred	Full_dom	Raw	54.83870967741935
1	domain1	domain2	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	95.16908212560386
1	domain1	domain2	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	95.16908212560386
1	domain1	domain2	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	95.16908212560386
1	domain1	domain2	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	95.16908212560386
1	domain1	domain3	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Extr	filt_partials	98.09976247030879
1	domain1	domain3	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Full_dom	filt_partials	98.09976247030879
1	domain1	domain3	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Extr	Raw	98.09976247030879
1	domain1	domain3	NOV_Cry1Ac23_90.7_CAQ03747.1	BT_Cry1Ah2	Major	Transferred	Full_dom	Raw	98.09976247030879
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Transferred	Extr	filt_partials	98.84726224783861
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Transferred	Full_dom	filt_partials	85.62091503267973
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Transferred	Extr	Raw	98.84726224783861
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Transferred	Full_dom	Raw	85.62091503267973
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Extr	filt_partials	47.03196347031963
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Full_dom	filt_partials	47.03196347031963
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Extr	Raw	47.03196347031963
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Full_dom	Raw	47.03196347031963
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Extr	filt_partials	47.11538461538461
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Full_dom	filt_partials	47.11538461538461
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Extr	Raw	47.11538461538461
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1A-like	Minor	Non_transferred	Full_dom	Raw	47.11538461538461
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Transferred	Extr	filt_partials	94.36619718309859
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Transferred	Full_dom	filt_partials	81.91489361702128
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Transferred	Extr	Raw	94.36619718309859
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Transferred	Full_dom	Raw	81.91489361702128
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Extr	filt_partials	57.25490196078431
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Full_dom	filt_partials	57.25490196078431
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Extr	Raw	57.25490196078431
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Full_dom	Raw	57.25490196078431
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Extr	filt_partials	50.38659793814433
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Full_dom	filt_partials	50.38659793814433
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Extr	Raw	50.38659793814433
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Ad2_87.7_AIW52617.1	Minor	Non_transferred	Full_dom	Raw	50.38659793814433
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Non_transferred	Extr	filt_partials	58.546168958742626
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Non_transferred	Full_dom	filt_partials	58.546168958742626
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Non_transferred	Extr	Raw	58.546168958742626
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Non_transferred	Full_dom	Raw	58.546168958742626
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Extr	filt_partials	69.43661971830986
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Full_dom	filt_partials	69.43661971830986
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Extr	Raw	69.43661971830986
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Full_dom	Raw	69.43661971830986
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Extr	filt_partials	94.5945945945946
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Full_dom	filt_partials	94.5945945945946
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Extr	Raw	94.5945945945946
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Da1	Major	Transferred	Full_dom	Raw	94.5945945945946
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Non_transferred	Extr	filt_partials	58.85826771653543
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Non_transferred	Full_dom	filt_partials	58.85826771653543
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Non_transferred	Extr	Raw	58.85826771653543
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Non_transferred	Full_dom	Raw	58.85826771653543
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Extr	filt_partials	62.56756756756757
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Full_dom	filt_partials	62.56756756756757
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Extr	Raw	62.56756756756757
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Full_dom	Raw	62.56756756756757
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Extr	filt_partials	87.3170731707317
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Full_dom	filt_partials	87.3170731707317
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Extr	Raw	87.3170731707317
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	BT_Cry1Db1	Major	Transferred	Full_dom	Raw	87.3170731707317
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Non_transferred	Extr	filt_partials	58.82352941176471
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Non_transferred	Full_dom	filt_partials	58.82352941176471
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Non_transferred	Extr	Raw	58.82352941176471
2	domain3	domain3	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Non_transferred	Full_dom	Raw	58.82352941176471
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Extr	filt_partials	63.6734693877551
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Full_dom	filt_partials	63.6734693877551
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Extr	Raw	63.6734693877551
2	domain3	domain1	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Full_dom	Raw	63.6734693877551
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Extr	filt_partials	66.76342525399129
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Full_dom	filt_partials	66.76342525399129
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Extr	Raw	66.76342525399129
2	domain3	domain2	NOV_Cry1Da1_84.8_ABK35074.1	NOV_Cry1Da1_83.2_AIW52615.1	Major	Transferred	Full_dom	Raw	66.76342525399129
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Transferred	Extr	filt_partials	94.84848484848484
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Transferred	Full_dom	filt_partials	86.91796008869179
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Transferred	Extr	Raw	94.84848484848484
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Transferred	Full_dom	Raw	86.91796008869179
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Extr	filt_partials	55.46875
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Full_dom	filt_partials	55.46875
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Extr	Raw	55.46875
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Full_dom	Raw	55.46875
3	domain3	domain2	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Extr	filt_partials	50.36407766990292
3	domain3	domain2	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Full_dom	filt_partials	50.36407766990292
3	domain3	domain2	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Extr	Raw	50.36407766990292
3	domain3	domain2	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ac1	Minor	Non_transferred	Full_dom	Raw	50.36407766990292
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Non_transferred	Extr	filt_partials	58.52272727272727
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Non_transferred	Full_dom	filt_partials	58.52272727272727
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Non_transferred	Extr	Raw	58.52272727272727
3	domain3	domain3	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Non_transferred	Full_dom	Raw	58.52272727272727
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Transferred	Extr	filt_partials	88.92405063291139
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Transferred	Full_dom	filt_partials	88.92405063291139
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Transferred	Extr	Raw	88.92405063291139
3	domain3	domain1	NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry7Ba1	Major	Transferred	Full_dom	Raw	88.92405063291139
