protein_name	source	nucl_accession	start	stop	strand	ipg_prot_id	ipg_prot_name	organism	strain	assembly
--	PAT	N/A				AFA84066.1	Sequence 6 from patent US 8101825	Unknown		
--	PAT	N/A				AFD51959.1	Sequence 9 from patent US 8133858	Unknown		
--	PAT	N/A				AFL32959.1	Sequence 6 from patent US 8173590	Unknown		
--	PAT	N/A				AFX58308.1	Sequence 80 from patent US 8309516	Unknown		
--	PAT	N/A				AHD31176.1	Sequence 7 from patent US 8563808	Unknown		
--	PAT	N/A				AJN40626.1	Sequence 74 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40628.1	Sequence 76 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40629.1	Sequence 77 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40630.1	Sequence 78 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40631.1	Sequence 79 from patent US 8865428	Unknown		
--	PAT	N/A				ATJ59574.1	Sequence 80 from patent US 9522937	Unknown		
--	PAT	N/A				ATK48444.1	Sequence 94 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48445.1	Sequence 95 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48474.1	Sequence 124 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48475.1	Sequence 125 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48476.1	Sequence 126 from patent US 9567381	Unknown		
--	PAT	N/A				QCB70029.1	Sequence 80 from patent US 10239921	Unknown		
BT_Cry1Ac8	INSDC	U87397.1	153	3689	+	AAC44841.1	crystal protein	Bacillus thuringiensis serovar kurstaki	HD-73	
--	RefSeq	NC_020249.1	3512	7048	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. HD73	HD73	GCF_000338755.1
--	RefSeq	NZ_CM000751.1	5453633	5457169	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. T03a001	T03a001	GCF_000161575.1
--	RefSeq	NZ_CP010092.1	110259	113795	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar galleriae	4G5	GCF_000803665.1
--	RefSeq	NZ_JH804660.1	61263	64799	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus cereus HD73	HD73	GCF_000293685.1
--	RefSeq	NZ_JWJY01000059.1	20034	23570	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar mexicanensis	27	GCF_000969665.1
--	RefSeq	NZ_NFEI01000122.1	1024	4560	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar colmeri	BGSC 4X1	GCF_002147435.1
--	RefSeq	NZ_NFEP01000082.1	1024	4560	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar aizawai	T07019	GCF_002147565.1
--	RefSeq	NZ_PHSM01000059.1	1421	4957	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki	BGSC 4D4	GCF_002912215.1
--	RefSeq	NZ_PZQR01000102.1	4870	8406	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	Bt-ICA/UNMSM10RA	GCF_003046465.1
--	RefSeq	NZ_WJDI01000101.1	350	3886	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	4E7	GCF_009647095.1
--	Swiss-Prot	N/A				P05068.1	Pesticidal crystal protein Cry1Ac	Bacillus thuringiensis serovar kurstaki		
--	INSDC	M11068.1	388	3924	+	AAA22331.1	crystal protein	Bacillus thuringiensis		
--	INSDC	U87793.1	976	4512	+	AAB46989.1	insecticidal delta-endotoxin CryIA(c)	Bacillus thuringiensis serovar kurstaki	HD-73	
--	INSDC	U89872.1	388	3924	+	AAB49768.1	Cry1Ac delta-endotoxin	Bacillus thuringiensis	DSIR732	
--	INSDC	AY225453.1	1	3537	+	AAO72077.1	Cry1Ac	Bacillus thuringiensis		
--	INSDC	JQ819250.1	1	3537	+	AFS30928.1	cry1Ac protein	Bacillus thuringiensis	2B	
--	INSDC	CP004070.1	3512	7048	-	AGE81486.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. HD73	HD73	GCA_000338755.1
--	INSDC	KF148682.1	1	3537	+	AGV52974.1	Cry1Ac	Bacillus thuringiensis	QZL121	
--	INSDC	CP010092.1	110259	113795	-	AJA23643.1	pesticidal protein	Bacillus thuringiensis serovar galleriae	HD-29	GCA_000803665.1
--	INSDC	AJ002514.1	388	3924	+	CAA05505.1	insecticidal crystal protein	Bacillus thuringiensis serovar kurstaki str. YBT-1520	YBT-1520	
--	INSDC	ACND01000302.1	2974	6510	+	EEM50110.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. T03a001	T03a001	GCA_000161575.1
--	INSDC	CM000751.1	5453633	5457169	+	EEM50110.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. T03a001	T03a001	GCA_000161575.1
--	INSDC	AHDU01000092.1	4957	8493	+	EJV73248.1	pesticidal crystal protein cry1Ac	Bacillus cereus HD73	HD73	GCA_000293685.1
--	INSDC	JH804660.1	61263	64799	+	EJV73248.1	pesticidal crystal protein cry1Ac	Bacillus cereus HD73	HD73	GCA_000293685.1
--	INSDC	JWJY01000059.1	20034	23570	+	KKB28329.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar mexicanensis	27	GCA_000969665.1
--	INSDC	WJDI01000101.1	350	3886	-	MRC13645.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	4E7	GCA_009647095.1
--	INSDC	NFEI01000122.1	1024	4560	+	OTZ94741.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar colmeri	BGSC 4X1	GCA_002147435.1
--	INSDC	NFEP01000082.1	1024	4560	+	OUA23293.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar aizawai	T07019	GCA_002147565.1
--	INSDC	PZQR01000102.1	4870	8406	+	PTN43520.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	Bt-ICA/UNMSM10RA	GCA_003046465.1
--	PAT	N/A				AAB15030.1	Sequence 5 from patent US 5545565	Unknown		
--	PAT	N/A				ACC34444.1	Sequence 9 from patent US 7351881	Unknown		
--	PAT	N/A				ACC37863.1	Sequence 6 from patent US 7355099	Unknown		
--	PAT	N/A				ACN04273.1	Sequence 7 from patent US 7482432	Unknown		
--	PAT	N/A				AER78963.1	Sequence 9 from patent US 8044266	Unknown		
--	PAT	N/A				AFA84066.1	Sequence 6 from patent US 8101825	Unknown		
--	PAT	N/A				AFD51959.1	Sequence 9 from patent US 8133858	Unknown		
--	PAT	N/A				AFL32959.1	Sequence 6 from patent US 8173590	Unknown		
--	PAT	N/A				AFX58308.1	Sequence 80 from patent US 8309516	Unknown		
--	PAT	N/A				AHD31176.1	Sequence 7 from patent US 8563808	Unknown		
--	PAT	N/A				AJN40626.1	Sequence 74 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40628.1	Sequence 76 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40629.1	Sequence 77 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40630.1	Sequence 78 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40631.1	Sequence 79 from patent US 8865428	Unknown		
--	PAT	N/A				ATJ59574.1	Sequence 80 from patent US 9522937	Unknown		
--	PAT	N/A				ATK48444.1	Sequence 94 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48445.1	Sequence 95 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48474.1	Sequence 124 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48475.1	Sequence 125 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48476.1	Sequence 126 from patent US 9567381	Unknown		
--	PAT	N/A				QCB70029.1	Sequence 80 from patent US 10239921	Unknown		
BT_Cry1Ac9	INSDC	U89872.1	388	3924	+	AAB49768.1	Cry1Ac delta-endotoxin	Bacillus thuringiensis	DSIR732	
--	RefSeq	NC_020249.1	3512	7048	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. HD73	HD73	GCF_000338755.1
--	RefSeq	NZ_CM000751.1	5453633	5457169	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. T03a001	T03a001	GCF_000161575.1
--	RefSeq	NZ_CP010092.1	110259	113795	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar galleriae	4G5	GCF_000803665.1
--	RefSeq	NZ_JH804660.1	61263	64799	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus cereus HD73	HD73	GCF_000293685.1
--	RefSeq	NZ_JWJY01000059.1	20034	23570	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar mexicanensis	27	GCF_000969665.1
--	RefSeq	NZ_NFEI01000122.1	1024	4560	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar colmeri	BGSC 4X1	GCF_002147435.1
--	RefSeq	NZ_NFEP01000082.1	1024	4560	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar aizawai	T07019	GCF_002147565.1
--	RefSeq	NZ_PHSM01000059.1	1421	4957	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki	BGSC 4D4	GCF_002912215.1
--	RefSeq	NZ_PZQR01000102.1	4870	8406	+	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	Bt-ICA/UNMSM10RA	GCF_003046465.1
--	RefSeq	NZ_WJDI01000101.1	350	3886	-	WP_000369821.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	4E7	GCF_009647095.1
--	Swiss-Prot	N/A				P05068.1	Pesticidal crystal protein Cry1Ac	Bacillus thuringiensis serovar kurstaki		
--	INSDC	M11068.1	388	3924	+	AAA22331.1	crystal protein	Bacillus thuringiensis		
--	INSDC	U87793.1	976	4512	+	AAB46989.1	insecticidal delta-endotoxin CryIA(c)	Bacillus thuringiensis serovar kurstaki	HD-73	
--	INSDC	U87397.1	153	3689	+	AAC44841.1	crystal protein	Bacillus thuringiensis serovar kurstaki	HD-73	
--	INSDC	AY225453.1	1	3537	+	AAO72077.1	Cry1Ac	Bacillus thuringiensis		
--	INSDC	JQ819250.1	1	3537	+	AFS30928.1	cry1Ac protein	Bacillus thuringiensis	2B	
--	INSDC	CP004070.1	3512	7048	-	AGE81486.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. HD73	HD73	GCA_000338755.1
--	INSDC	KF148682.1	1	3537	+	AGV52974.1	Cry1Ac	Bacillus thuringiensis	QZL121	
--	INSDC	CP010092.1	110259	113795	-	AJA23643.1	pesticidal protein	Bacillus thuringiensis serovar galleriae	HD-29	GCA_000803665.1
--	INSDC	AJ002514.1	388	3924	+	CAA05505.1	insecticidal crystal protein	Bacillus thuringiensis serovar kurstaki str. YBT-1520	YBT-1520	
--	INSDC	ACND01000302.1	2974	6510	+	EEM50110.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. T03a001	T03a001	GCA_000161575.1
--	INSDC	CM000751.1	5453633	5457169	+	EEM50110.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. T03a001	T03a001	GCA_000161575.1
--	INSDC	AHDU01000092.1	4957	8493	+	EJV73248.1	pesticidal crystal protein cry1Ac	Bacillus cereus HD73	HD73	GCA_000293685.1
--	INSDC	JH804660.1	61263	64799	+	EJV73248.1	pesticidal crystal protein cry1Ac	Bacillus cereus HD73	HD73	GCA_000293685.1
--	INSDC	JWJY01000059.1	20034	23570	+	KKB28329.1	Pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar mexicanensis	27	GCA_000969665.1
--	INSDC	WJDI01000101.1	350	3886	-	MRC13645.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	4E7	GCA_009647095.1
--	INSDC	NFEI01000122.1	1024	4560	+	OTZ94741.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar colmeri	BGSC 4X1	GCA_002147435.1
--	INSDC	NFEP01000082.1	1024	4560	+	OUA23293.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar aizawai	T07019	GCA_002147565.1
--	INSDC	PZQR01000102.1	4870	8406	+	PTN43520.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	Bt-ICA/UNMSM10RA	GCA_003046465.1
--	PAT	N/A				AAB15030.1	Sequence 5 from patent US 5545565	Unknown		
--	PAT	N/A				ACC34444.1	Sequence 9 from patent US 7351881	Unknown		
--	PAT	N/A				ACC37863.1	Sequence 6 from patent US 7355099	Unknown		
--	PAT	N/A				ACN04273.1	Sequence 7 from patent US 7482432	Unknown		
--	PAT	N/A				AER78963.1	Sequence 9 from patent US 8044266	Unknown		
--	PAT	N/A				AFA84066.1	Sequence 6 from patent US 8101825	Unknown		
--	PAT	N/A				AFD51959.1	Sequence 9 from patent US 8133858	Unknown		
--	PAT	N/A				AFL32959.1	Sequence 6 from patent US 8173590	Unknown		
--	PAT	N/A				AFX58308.1	Sequence 80 from patent US 8309516	Unknown		
--	PAT	N/A				AHD31176.1	Sequence 7 from patent US 8563808	Unknown		
--	PAT	N/A				AJN40626.1	Sequence 74 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40628.1	Sequence 76 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40629.1	Sequence 77 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40630.1	Sequence 78 from patent US 8865428	Unknown		
--	PAT	N/A				AJN40631.1	Sequence 79 from patent US 8865428	Unknown		
--	PAT	N/A				ATJ59574.1	Sequence 80 from patent US 9522937	Unknown		
--	PAT	N/A				ATK48444.1	Sequence 94 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48445.1	Sequence 95 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48474.1	Sequence 124 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48475.1	Sequence 125 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48476.1	Sequence 126 from patent US 9567381	Unknown		
--	PAT	N/A				QCB70029.1	Sequence 80 from patent US 10239921	Unknown		
BT_Cry1Ac11	INSDC	AJ130970.1	156	3692	+	CAA10270.1	crystal toxin protein	Bacillus thuringiensis		
--	PAT	N/A				AJN40632.1	Sequence 80 from patent US 8865428	Unknown		
--	PAT	N/A				ATK48446.1	Sequence 96 from patent US 9567381	Unknown		
BT_Cry1Ac13	INSDC	AF148644.1	1	2169	+	AAD38701.1	insecticidal protein Cry1Ac	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	
--	PAT	N/A				ATK48447.1	Sequence 97 from patent US 9567381	Unknown		
BT_Cry1Ac14	INSDC	AF492767.1	1	3534	+	AAQ06607.1	Cry1Ac	Bacillus thuringiensis		
--	PAT	N/A				ATK48448.1	Sequence 98 from patent US 9567381	Unknown		
BT_Cry1Ac15	INSDC	AY122057.1	126	3659	+	AAN07788.1	insecticidal crystal protein Cry1Ac	Bacillus thuringiensis		
--	PAT	N/A				AJN40638.1	Sequence 86 from patent US 8865428	Unknown		
--	PAT	N/A				ATK48449.1	Sequence 99 from patent US 9567381	Unknown		
BT_Cry1Ac16	INSDC	AY730621.1	1	3537	+	AAU87037.1	Cry1Ac	Bacillus thuringiensis	H3	
--	PAT	N/A				AJN40633.1	Sequence 81 from patent US 8865428	Unknown		
--	PAT	N/A				ATK48450.1	Sequence 100 from patent US 9567381	Unknown		
BT_Cry1Ac17	INSDC	AY925090.2	1	3534	+	AAX18704.2	Cry1Ac	Bacillus thuringiensis serovar kenyae	HD-549	
--	RefSeq	NZ_CP004875.1	87364	90897	-	WP_016090366.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000717535.1
--	RefSeq	NZ_CP009999.1	67255	70788	-	WP_016090366.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki	HD 1i	GCF_000835235.1
--	RefSeq	NZ_CP011350.1	559091	562624	-	WP_016090366.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	YC-10	GCF_001017635.1
--	RefSeq	NZ_CP013056.1	195966	199499	-	WP_016090366.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis	YWC2-8	GCF_001420855.1
--	RefSeq	NZ_KB976572.1	5697	9230	+	WP_016090366.1	pesticidal crystal protein cry1Ac	Bacillus cereus BMG1.7	BMG1.7	GCF_000399345.1
--	RefSeq	NZ_NFDZ01000007.1	1024	4557	+	WP_016090366.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar tolworthi	BGSC 4L3	GCF_002147245.1
--	INSDC	M73248.1	1	3534	+	AAA22339.1	cryIA(c)3	Bacillus thuringiensis serovar kurstaki	PS81GG	
--	INSDC	CP004875.1	87364	90897	-	AIE37211.1	Pesticidal crystal protein cry1Aa	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000717535.1
--	INSDC	CP009999.1	67255	70788	-	AJK38183.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki	HD 1	GCA_000835235.1
--	INSDC	CP011350.1	559091	562624	-	AKJ62760.1	pesticidal protein	Bacillus thuringiensis	YC-10	GCA_001017635.1
--	INSDC	CP013056.1	195966	199499	-	ALL62164.1	pesticidal protein	Bacillus thuringiensis	YWC2-8	GCA_001420855.1
--	INSDC	AHDQ01000111.1	5697	9230	+	EOP80401.1	pesticidal crystal protein cry1Ac	Bacillus cereus BMG1.7	BMG1.7	GCA_000399345.1
--	INSDC	KB976572.1	5697	9230	+	EOP80401.1	pesticidal crystal protein cry1Ac	Bacillus cereus BMG1.7	BMG1.7	GCA_000399345.1
--	INSDC	NFDZ01000007.1	1024	4557	+	OTZ48089.1	pesticidal protein	Bacillus thuringiensis serovar tolworthi	BGSC 4L3	GCA_002147245.1
--	PAT	N/A				AAA55177.1		Unknown		
--	PAT	N/A				AJN40635.1	Sequence 83 from patent US 8865428	Unknown		
--	PAT	N/A				ATK48451.1	Sequence 101 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48472.1	Sequence 122 from patent US 9567381	Unknown		
BT_Cry1Ac18	INSDC	DQ023296.1	1	3534	+	AAY88347.1	Cry	Bacillus thuringiensis		
--	PAT	N/A				ATK48452.1	Sequence 102 from patent US 9567381	Unknown		
BT_Cry1Ac19	INSDC	DQ195217.1	359	3895	+	ABD37053.1	insecticidal crystal protein	Bacillus thuringiensis serovar kurstaki	C-33	
--	PAT	N/A				AJN40634.1	Sequence 82 from patent US 8865428	Unknown		
--	PAT	N/A				ATK48453.1	Sequence 103 from patent US 9567381	Unknown		
BT_Cry1Ac21	INSDC	DQ062689.1	1	3492	+	AAY66992.1	Cry1Ac	Bacillus thuringiensis	INTA Mo1-12	
--	INSDC	DQ438941.1	1	3492	+	ABD94160.1	insecticidal crystal protein	Bacillus thuringiensis	INTA TA24-6	
--	PAT	N/A				ATK48456.1	Sequence 106 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48464.1	Sequence 114 from patent US 9567381	Unknown		
BT_Cry1Ac22	INSDC	EU282379.1	80	3616	+	ABZ01836.1	Cry1Ac22	Bacillus thuringiensis serovar kurstaki	W015	
--	PAT	N/A				ATK48457.1	Sequence 107 from patent US 9567381	Unknown		
BT_Cry1Ac23	INSDC	AM949588.1	163	3042	+	CAQ30431.1	pesticidal crystal protein cry1Ac	Bacillus thuringiensis serovar kurstaki		
--	PAT	N/A				ATK48458.1	Sequence 108 from patent US 9567381	Unknown		
BT_Cry1Ac24	INSDC	EF094884.1	1	3534	+	ABL01535.1	crystal protein	Bacillus thuringiensis	146-158-01	
--	PAT	N/A				ATK48459.1	Sequence 109 from patent US 9567381	Unknown		
BT_Cry1Ac28	INSDC	FJ610439.1	1	3537	+	ACM90319.1	Cry1Ac	Bacillus thuringiensis	Q-12	
--	PAT	N/A				ATK48463.1	Sequence 113 from patent US 9567381	Unknown		
BT_Cry1Ac38	INSDC	EU623975.1	1	3537	+	ACC86135.1	Cry1Ac	Bacillus thuringiensis	LSZ9408	
BT_Cry1Ad2	PAT	A27531.1	1	3537	+	CAA01880.1	PS81RR1 endotoxin	Bacillus thuringiensis		
--	PAT	N/A				ATK48478.1	Sequence 128 from patent US 9567381	Unknown		
BT_Cry1Af1	INSDC	U82003.1	172	2905	+	AAB82749.1	insecticidal crystal protein	Bacillus thuringiensis	NT0423	
--	Swiss-Prot	N/A				P96315.1	Pesticidal crystal protein Cry1Af	Bacillus thuringiensis		
--	PAT	N/A				ATK48480.1	Sequence 130 from patent US 9567381	Unknown		
BT_Cry1Ag1	INSDC	AF081248.1	159	3689	+	AAD46137.1	lepidoteran-specific toxin	Bacillus thuringiensis		
--	Swiss-Prot	N/A				Q9S515.1	Pesticidal crystal protein Cry1Ag	Bacillus thuringiensis		
--	PAT	N/A				ATK48481.1	Sequence 131 from patent US 9567381	Unknown		
BT_Cry1A-like	INSDC	AF327927.1	156	3623	+	AAK14339.1	insecticidal crystal protein BTRX3	Bacillus thuringiensis serovar kunthalanags3		
--	PAT	N/A				ATK48485.1	Sequence 135 from patent US 9567381	Unknown		
BT_Cry1Ba3	INSDC	AF368257.1	1	3687	+	AAK63251.1	Cry1Ba	Bacillus thuringiensis		
--	PAT	N/A				AOI37209.1	Sequence 47 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48488.1	Sequence 138 from patent US 9567381	Unknown		
--	PAT	N/A				QBD04109.1	Sequence 47 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43527.1	Sequence 47 from patent US 10196633	Unknown		
BT_Cry1Ba4	INSDC	AF363025.1	421	4107	+	AAK51084.1	delta-endotoxin Cry1Ba2	Bacillus thuringiensis serovar entomocidus	HD-9	
--	RefSeq	NZ_NFDT01000220.1	1808	5494	-	WP_086412479.1	pesticidal protein	Bacillus thuringiensis serovar subtoxicus	BGSC 4I4	GCF_002146945.1
--	RefSeq	NZ_PGEB01000344.1	289	3975	-	WP_086412479.1	pesticidal protein	Bacillus thuringiensis serovar entomocidus	BGSC 4I4	GCF_002911955.1
--	RefSeq	NZ_WJCU01000194.1	292	3978	-	WP_086412479.1	pesticidal protein	Bacillus thuringiensis	4I5	GCF_009646805.1
--	Swiss-Prot	N/A				P0A374.1	Pesticidal crystal protein Cry1Ba	Bacillus thuringiensis serovar entomocidus		
--	INSDC	X95704.1	186	3872	+	CAA65003.1	cry1Ba2	Bacillus thuringiensis serovar entomocidus	HD-110	
--	INSDC	WJCU01000194.1	292	3978	-	MRA88079.1	pesticidal protein	Bacillus thuringiensis	4I5	GCA_009646805.1
--	INSDC	NFDT01000220.1	1808	5494	-	OTY85625.1	pesticidal protein	Bacillus thuringiensis serovar subtoxicus	BGSC 4I4	GCA_002146945.1
--	PAT	N/A				AOI37208.1	Sequence 46 from patent US 9243262	Unknown		
--	PAT	N/A				AOI37210.1	Sequence 48 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48487.1	Sequence 137 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48489.1	Sequence 139 from patent US 9567381	Unknown		
--	PAT	N/A				QBD04108.1	Sequence 46 from patent US 10167323	Unknown		
--	PAT	N/A				QBD04110.1	Sequence 48 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43526.1	Sequence 46 from patent US 10196633	Unknown		
--	PAT	N/A				QBE43528.1	Sequence 48 from patent US 10196633	Unknown		
BT_Cry1Ba5	INSDC	EF432793.1	1	3687	+	ABO20894.1	insecticidal protein Cry1Ba5	Bacillus thuringiensis	sfw-12	
--	RefSeq	NC_017202.1	25432	29118	-	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar chinensis CT-43	CT-43	GCF_000193355.1
--	RefSeq	NC_020393.1	5900	9586	-	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar thuringiensis str. IS5056	IS5056	GCF_000341665.1
--	RefSeq	NZ_AYXQ01000153.1	616	4302	+	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar tolworthi NA205-3	NA205-3	GCF_000571955.1
--	RefSeq	NZ_CM000748.1	5856898	5860584	+	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar thuringiensis str. T01001	T01001	GCF_000161515.1
--	RefSeq	NZ_CM000753.1	5759937	5763623	+	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar berliner ATCC 10792	ATCC 10792	GCF_000161615.1
--	RefSeq	NZ_CP021063.1	74281	77967	-	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	ATCC 10792	GCF_002119445.1
--	RefSeq	NZ_NFCE01000025.1	493	4179	+	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar thuringiensis	BGSC 4A4	GCF_002146335.1
--	RefSeq	NZ_NUFO01000053.1	240	3926	-	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	AFS057829	GCF_002574115.1
--	RefSeq	NZ_PGDU01000200.1	983	4669	+	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar thuringiensis	BGSC 4A3	GCF_002911755.1
--	RefSeq	NZ_WJDL01000062.1	988	4674	+	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	4D3	GCF_009647145.1
--	RefSeq	NZ_WJDR01000095.1	301	3987	-	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	4A2	GCF_009647255.1
--	RefSeq	NZ_WJDT01000099.1	988	4674	+	WP_000203376.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	4A1	GCF_009647315.1
--	Swiss-Prot	N/A				P0A373.1	Pesticidal crystal protein Cry1Ba	Bacillus thuringiensis serovar kurstaki		
--	INSDC	CP001908.1	25432	29118	-	AEA19203.1	Pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar chinensis CT-43	CT-43	GCA_000193355.1
--	INSDC	CP004134.1	5900	9586	-	AGG04729.1	Insecticidal crystal protein Cry1Ba1	Bacillus thuringiensis serovar thuringiensis str. IS5056	IS5056	GCA_000341665.1
--	INSDC	KJ868173.1	1	3687	+	AIA96503.1	crystal protein	Bacillus thuringiensis serovar tolworthi	Na205-3	
--	INSDC	CP021063.1	74281	77967	-	ARP61632.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	ATCC 10792	GCA_002119445.1
--	INSDC	X06711.1	1	3687	+	CAA29898.1	unnamed protein product	Bacillus thuringiensis	HD-2	
--	INSDC	WJDL01000062.1	988	4674	+	MRB90498.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	4D3	GCA_009647145.1
--	INSDC	WJDR01000095.1	301	3987	-	MRC94343.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	4A2	GCA_009647255.1
--	INSDC	WJDT01000099.1	988	4674	+	MRD16159.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	4A1	GCA_009647315.1
--	INSDC	NFCE01000025.1	493	4179	+	OTW42787.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis serovar thuringiensis	BGSC 4A4	GCA_002146335.1
--	INSDC	NUFO01000053.1	240	3926	-	PGH98789.1	pesticidal crystal protein cry1Ba	Bacillus thuringiensis	AFS057829	GCA_002574115.1
--	PAT	N/A				ACN04274.1	Sequence 8 from patent US 7482432	Unknown		
--	PAT	N/A				ADA48975.1	Sequence 13 from patent US 7622572	Unknown		
--	PAT	N/A				ADS48655.1	Sequence 13 from patent US 7803391	Unknown		
--	PAT	N/A				ADS56432.1	Sequence 13 from patent US 7803925	Unknown		
