Cry	id	dom_id	type_id	Cry_len	len	dom_len	type_len
BT_Cry21Ba1	48.1807462816276	domain2	all	BT_Cry21Ba1	636	domain2	all
BT_Cry21Ca1	48.1723815847205	domain2	all	BT_Cry21Ca1	666	domain2	all
BT_Cry21Da1	48.206175070215	domain2	all	BT_Cry21Da1	669	domain2	all
BT_Cry21Fa1	48.6482733636359	domain2	all	BT_Cry21Fa1	597	domain2	all
BT_Cry21Ga1	48.0762802476221	domain2	all	BT_Cry21Ga1	576	domain2	all
BT_Cry21Ha1	48.7061084340098	domain2	all	BT_Cry21Ha1	633	domain2	all
BT_Cry24Ca1	49.3481985617557	domain2	all	BT_Cry24Ca1	648	domain2	all
BT_Cry24Da1	49.2217240414785	domain2	all	BT_Cry24Da1	648	domain2	all
BT_Cry26Aa1	48.4892466388822	domain2	all	BT_Cry26Aa1	657	domain2	all
BT_Cry27Aa1	49.248274978171	domain2	all	BT_Cry27Aa1	567	domain2	all
BT_Cry28Aa1	49.0119042170478	domain2	all	BT_Cry28Aa1	540	domain2	all
BT_Cry28Aa2	49.3080514703812	domain2	all	BT_Cry28Aa2	597	domain2	all
BT_Cry29Aa1	48.5103236391919	domain2	all	BT_Cry29Aa1	492	domain2	all
BT_Cry2Aa10	50.8978677482468	domain2	all	BT_Cry2Aa10	615	domain2	all
BT_Cry2Aa13	50.9764874107798	domain2	all	BT_Cry2Aa13	615	domain2	all
BT_Cry2Aa14	50.8316837306407	domain2	all	BT_Cry2Aa14	615	domain2	all
BT_Cry2Aa15	50.8474243908646	domain2	all	BT_Cry2Aa15	615	domain2	all
BT_Cry2Aa16	50.8978677482468	domain2	all	BT_Cry2Aa16	615	domain2	all
BT_Cry2Aa17	51.0949520895867	domain2	all	BT_Cry2Aa17	615	domain2	all
BT_Cry2Aa3	50.7761888522997	domain2	all	BT_Cry2Aa3	621	domain2	all
BT_Cry2Aa5	50.7760839658465	domain2	all	BT_Cry2Aa5	615	domain2	all
BT_Cry2Aa6	50.7892554961074	domain2	all	BT_Cry2Aa6	612	domain2	all
BT_Cry2Aa8	50.846466680899	domain2	all	BT_Cry2Aa8	615	domain2	all
BT_Cry2Ab11	51.4836682434209	domain2	all	BT_Cry2Ab11	615	domain2	all
BT_Cry2Ab12	50.6023266517099	domain2	all	BT_Cry2Ab12	615	domain2	all
BT_Cry2Ab13	51.5484255306343	domain2	all	BT_Cry2Ab13	615	domain2	all
BT_Cry2Ab14	51.5353464428603	domain2	all	BT_Cry2Ab14	615	domain2	all
BT_Cry2Ab15	51.5945557840924	domain2	all	BT_Cry2Ab15	615	domain2	all
BT_Cry2Ab19	51.5106265416773	domain2	all	BT_Cry2Ab19	615	domain2	all
BT_Cry2Ab20	51.4841995129575	domain2	all	BT_Cry2Ab20	615	domain2	all
BT_Cry2Ab21	51.5945557840924	domain2	all	BT_Cry2Ab21	615	domain2	all
BT_Cry2Ab22	51.5769359455469	domain2	all	BT_Cry2Ab22	615	domain2	all
BT_Cry2Ab23	51.5945557840924	domain2	all	BT_Cry2Ab23	615	domain2	all
BT_Cry2Ab25	51.5945557840924	domain2	all	BT_Cry2Ab25	615	domain2	all
BT_Cry2Ab26	51.5945557840924	domain2	all	BT_Cry2Ab26	615	domain2	all
BT_Cry2Ab28	51.5945557840924	domain2	all	BT_Cry2Ab28	615	domain2	all
BT_Cry2Ab29	51.5945557840924	domain2	all	BT_Cry2Ab29	615	domain2	all
BT_Cry2Ab30	51.4832807208502	domain2	all	BT_Cry2Ab30	615	domain2	all
BT_Cry2Ab4	51.5238088814024	domain2	all	BT_Cry2Ab4	615	domain2	all
BT_Cry2Ab5	51.5945557840924	domain2	all	BT_Cry2Ab5	615	domain2	all
BT_Cry2Ab6	51.5752984548897	domain2	all	BT_Cry2Ab6	615	domain2	all
BT_Cry2Ab7	51.5238088814024	domain2	all	BT_Cry2Ab7	615	domain2	all
BT_Cry2Ab8	51.5815315879709	domain2	all	BT_Cry2Ab8	615	domain2	all
BT_Cry2Ab9	51.4855713160481	domain2	all	BT_Cry2Ab9	615	domain2	all
BT_Cry2Ac1	50.2429479463781	domain2	all	BT_Cry2Ac1	585	domain2	all
BT_Cry2Ac10	50.2507391718838	domain2	all	BT_Cry2Ac10	588	domain2	all
BT_Cry2Ac11	50.2223954023787	domain2	all	BT_Cry2Ac11	588	domain2	all
BT_Cry2Ac12	50.2601235729442	domain2	all	BT_Cry2Ac12	588	domain2	all
BT_Cry2Ac2	50.2333489405143	domain2	all	BT_Cry2Ac2	588	domain2	all
BT_Cry2Ac4	50.2488148335266	domain2	all	BT_Cry2Ac4	588	domain2	all
BT_Cry2Ac5	50.2448318579229	domain2	all	BT_Cry2Ac5	588	domain2	all
BT_Cry2Ac6	50.2448318579229	domain2	all	BT_Cry2Ac6	588	domain2	all
BT_Cry2Ac7	50.2448318579229	domain2	all	BT_Cry2Ac7	588	domain2	all
BT_Cry2Ac8	50.2448318579229	domain2	all	BT_Cry2Ac8	588	domain2	all
BT_Cry2Ad3	50.4663990408772	domain2	all	BT_Cry2Ad3	615	domain2	all
BT_Cry2Ad4	50.6313922729278	domain2	all	BT_Cry2Ad4	615	domain2	all
BT_Cry2Ad5	50.5659148828041	domain2	all	BT_Cry2Ad5	615	domain2	all
BT_Cry2Af1	49.9126176456421	domain2	all	BT_Cry2Af1	594	domain2	all
BT_Cry2Ag1	51.4924052043852	domain2	all	BT_Cry2Ag1	615	domain2	all
BT_Cry2Ah1	51.2929786032346	domain2	all	BT_Cry2Ah1	612	domain2	all
BT_Cry2Ah2	51.2929786032346	domain2	all	BT_Cry2Ah2	612	domain2	all
BT_Cry2Ah3	51.2929786032346	domain2	all	BT_Cry2Ah3	612	domain2	all
BT_Cry2Ah5	51.2929786032346	domain2	all	BT_Cry2Ah5	612	domain2	all
BT_Cry2Ai1	50.8776870585491	domain2	all	BT_Cry2Ai1	615	domain2	all
BT_Cry2Ak1	50.6740840507926	domain2	all	BT_Cry2Ak1	618	domain2	all
BT_Cry2Al1	49.9806868239515	domain2	all	BT_Cry2Al1	615	domain2	all
BT_Cry2Ba2	49.4416637569827	domain2	all	BT_Cry2Ba2	588	domain2	all
BT_Cry30Aa1	49.7660414852327	domain2	all	BT_Cry30Aa1	621	domain2	all
BT_Cry30Ca1	49.4068597996202	domain2	all	BT_Cry30Ca1	630	domain2	all
BT_Cry30Da1	49.3151739059372	domain2	all	BT_Cry30Da1	621	domain2	all
BT_Cry30Db1	49.2453369365257	domain2	all	BT_Cry30Db1	621	domain2	all
BT_Cry30Ea1	49.2361683079376	domain2	all	BT_Cry30Ea1	624	domain2	all
BT_Cry30Ea4	49.2842742007473	domain2	all	BT_Cry30Ea4	624	domain2	all
BT_Cry30Fa1	49.808875519832	domain2	all	BT_Cry30Fa1	612	domain2	all
BT_Cry30Ga1	49.225230275099	domain2	all	BT_Cry30Ga1	543	domain2	all
BT_Cry30Ga2	49.2502589691014	domain2	all	BT_Cry30Ga2	546	domain2	all
BT_Cry31Aa1	48.8322782803486	domain2	all	BT_Cry31Aa1	585	domain2	all
BT_Cry31Aa4	48.8322782803486	domain2	all	BT_Cry31Aa4	585	domain2	all
BT_Cry31Aa5	48.8050537556044	domain2	all	BT_Cry31Aa5	585	domain2	all
BT_Cry31Aa6	48.8245154097318	domain2	all	BT_Cry31Aa6	585	domain2	all
BT_Cry31Ab1	48.8617026377586	domain2	all	BT_Cry31Ab1	585	domain2	all
BT_Cry31Ac1	49.0149201052265	domain2	all	BT_Cry31Ac1	648	domain2	all
BT_Cry31Ac2	49.0149201052265	domain2	all	BT_Cry31Ac2	648	domain2	all
BT_Cry31Ad1	48.8248937930937	domain2	all	BT_Cry31Ad1	585	domain2	all
BT_Cry32Aa1	48.2171217639948	domain2	all	BT_Cry32Aa1	603	domain2	all
BT_Cry32Ab1	48.2990393852762	domain2	all	BT_Cry32Ab1	603	domain2	all
BT_Cry32Ba1	47.6392341374974	domain2	all	BT_Cry32Ba1	642	domain2	all
BT_Cry32Ca1	48.0471802880062	domain2	all	BT_Cry32Ca1	561	domain2	all
BT_Cry32Cb1	47.9951150580894	domain2	all	BT_Cry32Cb1	564	domain2	all
BT_Cry32Da1	48.4884394609323	domain2	all	BT_Cry32Da1	558	domain2	all
BT_Cry32Ea1	48.4646637738531	domain2	all	BT_Cry32Ea1	657	domain2	all
BT_Cry32Ea2	48.2417618876985	domain2	all	BT_Cry32Ea2	657	domain2	all
BT_Cry32Fa1	48.1551330494448	domain2	all	BT_Cry32Fa1	624	domain2	all
BT_Cry32Ga1	48.8692564923692	domain2	all	BT_Cry32Ga1	621	domain2	all
BT_Cry32Ha1	48.6524585808963	domain2	all	BT_Cry32Ha1	651	domain2	all
BT_Cry32Hb1	48.5654601180765	domain2	all	BT_Cry32Hb1	651	domain2	all
BT_Cry32Ia1	48.3110639867941	domain2	all	BT_Cry32Ia1	648	domain2	all
BT_Cry32Ja1	48.2868548376174	domain2	all	BT_Cry32Ja1	660	domain2	all
BT_Cry32Ka1	48.0871035729928	domain2	all	BT_Cry32Ka1	657	domain2	all
BT_Cry32La1	47.7513030263967	domain2	all	BT_Cry32La1	657	domain2	all
BT_Cry32Ma1	48.7210713501118	domain2	all	BT_Cry32Ma1	567	domain2	all
BT_Cry32Mb1	48.7336913527412	domain2	all	BT_Cry32Mb1	567	domain2	all
BT_Cry32Na1	47.6954015826779	domain2	all	BT_Cry32Na1	675	domain2	all
BT_Cry32Oa1	48.7813043267349	domain2	all	BT_Cry32Oa1	660	domain2	all
BT_Cry32Pa1	47.954806837313	domain2	all	BT_Cry32Pa1	606	domain2	all
BT_Cry32Qa1	48.9491231020321	domain2	all	BT_Cry32Qa1	636	domain2	all
BT_Cry32Ra1	48.0273528145884	domain2	all	BT_Cry32Ra1	654	domain2	all
BT_Cry32Sa1	46.9656694778645	domain2	all	BT_Cry32Sa1	489	domain2	all
BT_Cry32Ta1	48.37943812167	domain2	all	BT_Cry32Ta1	606	domain2	all
BT_Cry32Ua1	48.7330459062784	domain2	all	BT_Cry32Ua1	558	domain2	all
BT_Cry32Va1	48.1673592214183	domain2	all	BT_Cry32Va1	657	domain2	all
BT_Cry32Wa1	48.5140900740139	domain2	all	BT_Cry32Wa1	567	domain2	all
BT_Cry39Aa1	49.4267975663186	domain2	all	BT_Cry39Aa1	585	domain2	all
BT_Cry3Aa1	49.861123787791	domain2	all	BT_Cry3Aa1	612	domain2	all
BT_Cry3Aa10	49.7692622633151	domain2	all	BT_Cry3Aa10	612	domain2	all
BT_Cry3Aa11	49.8068345461188	domain2	all	BT_Cry3Aa11	612	domain2	all
BT_Cry3Aa4	49.861123787791	domain2	all	BT_Cry3Aa4	612	domain2	all
BT_Cry3Aa8	49.8938340751805	domain2	all	BT_Cry3Aa8	612	domain2	all
BT_Cry3Ba1	50.0686067996397	domain2	all	BT_Cry3Ba1	618	domain2	all
BT_Cry3Bb1	49.8043110877498	domain2	all	BT_Cry3Bb1	618	domain2	all
BT_Cry3Ca1	49.5293273888071	domain2	all	BT_Cry3Ca1	627	domain2	all
BT_Cry40Aa1	49.9666797178606	domain2	all	BT_Cry40Aa1	582	domain2	all
BT_Cry40Ba1	49.5062408931238	domain2	all	BT_Cry40Ba1	600	domain2	all
BT_Cry40Ca1	49.5258410098769	domain2	all	BT_Cry40Ca1	582	domain2	all
BT_Cry40Da1	49.7581530027452	domain2	all	BT_Cry40Da1	591	domain2	all
BT_Cry41Ba1	47.7408270420071	domain2	all	BT_Cry41Ba1	666	domain2	all
BT_Cry41Ba2	48.2933169584015	domain2	all	BT_Cry41Ba2	582	domain2	all
BT_Cry43Aa1	48.8400685829737	domain2	all	BT_Cry43Aa1	585	domain2	all
BT_Cry43Ba1	49.2563741762135	domain2	all	BT_Cry43Ba1	594	domain2	all
BT_Cry43Ca1	49.4074958113053	domain2	all	BT_Cry43Ca1	597	domain2	all
BT_Cry43Cb1	49.1330873492072	domain2	all	BT_Cry43Cb1	600	domain2	all
BT_Cry43Cc1	49.2829830978336	domain2	all	BT_Cry43Cc1	600	domain2	all
BT_Cry44Aa1	48.4977469667863	domain2	all	BT_Cry44Aa1	720	domain2	all
BT_Cry47Aa1	50.6881324300915	domain2	all	BT_Cry47Aa1	645	domain2	all
BT_Cry48Aa1	48.8374028031478	domain2	all	BT_Cry48Aa1	579	domain2	all
BT_Cry48Ab1	48.9454677868359	domain2	all	BT_Cry48Ab1	576	domain2	all
BT_Cry4Aa1	49.3757871928547	domain2	all	BT_Cry4Aa1	618	domain2	all
BT_Cry4Aa2	49.3757871928547	domain2	all	BT_Cry4Aa2	618	domain2	all
BT_Cry4Ba1	50.0982050858356	domain2	all	BT_Cry4Ba1	558	domain2	all
BT_Cry4Ba2	50.0982050858356	domain2	all	BT_Cry4Ba2	558	domain2	all
BT_Cry4Ba3	50.1129051365632	domain2	all	BT_Cry4Ba3	558	domain2	all
BT_Cry4Ba4	50.122998910108	domain2	all	BT_Cry4Ba4	558	domain2	all
BT_Cry4Ca1	49.7646530715504	domain2	all	BT_Cry4Ca1	600	domain2	all
BT_Cry4Ca2	49.7299058871703	domain2	all	BT_Cry4Ca2	600	domain2	all
BT_Cry4Cb1	49.4168827037606	domain2	all	BT_Cry4Cb1	579	domain2	all
BT_Cry4Cb2	49.7130653226837	domain2	all	BT_Cry4Cb2	600	domain2	all
BT_Cry4Cc1	49.7773665805675	domain2	all	BT_Cry4Cc1	600	domain2	all
BT_Cry50Aa1	49.7061463102559	domain2	all	BT_Cry50Aa1	561	domain2	all
BT_Cry50Ba1	50.3163630603413	domain2	all	BT_Cry50Ba1	564	domain2	all
BT_Cry50Ba2	50.352186484542	domain2	all	BT_Cry50Ba2	564	domain2	all
BT_Cry52Aa1	48.9898017462154	domain2	all	BT_Cry52Aa1	639	domain2	all
BT_Cry52Ba1	48.8819763924764	domain2	all	BT_Cry52Ba1	636	domain2	all
BT_Cry52Ca1	49.1691099908647	domain2	all	BT_Cry52Ca1	606	domain2	all
BT_Cry53Aa1	49.2103575994421	domain2	all	BT_Cry53Aa1	618	domain2	all
BT_Cry53Ab1	49.1295982554588	domain2	all	BT_Cry53Ab1	612	domain2	all
BT_Cry54Aa1	49.565411430776	domain2	all	BT_Cry54Aa1	582	domain2	all
BT_Cry54Ba1	49.8006270126042	domain2	all	BT_Cry54Ba1	588	domain2	all
BT_Cry56Aa1	48.9857310490044	domain2	all	BT_Cry56Aa1	519	domain2	all
BT_Cry56Aa2	49.0029359471686	domain2	all	BT_Cry56Aa2	519	domain2	all
BT_Cry56Aa3	49.0408675010003	domain2	all	BT_Cry56Aa3	519	domain2	all
BT_Cry57Ab1	48.524586825773	domain2	all	BT_Cry57Ab1	708	domain2	all
BT_Cry58Aa1	48.2023865889514	domain2	all	BT_Cry58Aa1	678	domain2	all
BT_Cry59Aa1	49.2072185885619	domain2	all	BT_Cry59Aa1	633	domain2	all
BT_Cry59Ba1	49.1146282706401	domain2	all	BT_Cry59Ba1	633	domain2	all
BT_Cry5Aa1	47.3787944030778	domain2	all	BT_Cry5Aa1	657	domain2	all
BT_Cry5Ab1	47.3978263992888	domain2	all	BT_Cry5Ab1	657	domain2	all
BT_Cry5Ac1	47.3787944030778	domain2	all	BT_Cry5Ac1	657	domain2	all
BT_Cry5Ad1	47.3551976176494	domain2	all	BT_Cry5Ad1	657	domain2	all
BT_Cry5Ba1	48.5615694380567	domain2	all	BT_Cry5Ba1	687	domain2	all
BT_Cry5Ba3	48.5296152904679	domain2	all	BT_Cry5Ba3	687	domain2	all
BT_Cry5Ca1	48.1091593912082	domain2	all	BT_Cry5Ca1	687	domain2	all
BT_Cry5Da1	47.9717200551049	domain2	all	BT_Cry5Da1	564	domain2	all
BT_Cry5Ea2	48.0179817258624	domain2	all	BT_Cry5Ea2	663	domain2	all
BT_Cry61Aa1	49.3307323513837	domain2	all	BT_Cry61Aa1	633	domain2	all
BT_Cry62Aa1	48.3280064429863	domain2	all	BT_Cry62Aa1	597	domain2	all
BT_Cry63Aa1	48.3005835805611	domain2	all	BT_Cry63Aa1	699	domain2	all
BT_Cry65Aa2	48.0374496454236	domain2	all	BT_Cry65Aa2	624	domain2	all
BT_Cry67Aa2	48.3361729172395	domain2	all	BT_Cry67Aa2	507	domain2	all
BT_Cry68Aa1	48.8631887824695	domain2	all	BT_Cry68Aa1	621	domain2	all
BT_Cry69Aa1	48.9048135385947	domain2	all	BT_Cry69Aa1	633	domain2	all
BT_Cry69Ab1	48.7616985923341	domain2	all	BT_Cry69Ab1	630	domain2	all
BT_Cry70Aa1	48.0193835785251	domain2	all	BT_Cry70Aa1	543	domain2	all
BT_Cry70Ba1	47.8119774944531	domain2	all	BT_Cry70Ba1	531	domain2	all
BT_Cry70Bb1	47.5382376961028	domain2	all	BT_Cry70Bb1	528	domain2	all
BT_Cry71Aa1	49.6277674095174	domain2	all	BT_Cry71Aa1	651	domain2	all
BT_Cry72Aa1	48.8017613639766	domain2	all	BT_Cry72Aa1	615	domain2	all
BT_Cry73Aa1	48.2848870114636	domain2	all	BT_Cry73Aa1	552	domain2	all
BT_Cry7Aa1	50.7575365130257	domain2	all	BT_Cry7Aa1	603	domain2	all
BT_Cry7Ab1	50.8462663230268	domain2	all	BT_Cry7Ab1	603	domain2	all
BT_Cry7Ab2	50.8754567144592	domain2	all	BT_Cry7Ab2	603	domain2	all
BT_Cry7Ab3	50.9155587154995	domain2	all	BT_Cry7Ab3	603	domain2	all
BT_Cry7Ab5	50.9399246975911	domain2	all	BT_Cry7Ab5	603	domain2	all
BT_Cry7Ab6	50.9194476229441	domain2	all	BT_Cry7Ab6	603	domain2	all
BT_Cry7Ab9	50.9155151388597	domain2	all	BT_Cry7Ab9	603	domain2	all
BT_Cry7Ac1	50.8392256985406	domain2	all	BT_Cry7Ac1	603	domain2	all
BT_Cry7Ba1	49.5195662812889	domain2	all	BT_Cry7Ba1	633	domain2	all
BT_Cry7Bb1	49.6044187898958	domain2	all	BT_Cry7Bb1	633	domain2	all
BT_Cry7Cb1	50.1618088638863	domain2	all	BT_Cry7Cb1	663	domain2	all
BT_Cry7Da1	49.4662285148063	domain2	all	BT_Cry7Da1	648	domain2	all
BT_Cry7Fa1	49.7673807878174	domain2	all	BT_Cry7Fa1	621	domain2	all
BT_Cry7Fb2	49.5051563055363	domain2	all	BT_Cry7Fb2	621	domain2	all
BT_Cry7Ga2	49.3536410223931	domain2	all	BT_Cry7Ga2	657	domain2	all
BT_Cry7Gb1	48.9111766992802	domain2	all	BT_Cry7Gb1	657	domain2	all
BT_Cry7Gc1	48.8290711595705	domain2	all	BT_Cry7Gc1	657	domain2	all
BT_Cry7Gd1	48.789774649903	domain2	all	BT_Cry7Gd1	657	domain2	all
BT_Cry7Ha1	50.159703334281	domain2	all	BT_Cry7Ha1	591	domain2	all
BT_Cry7Ia1	49.1626331788981	domain2	all	BT_Cry7Ia1	558	domain2	all
BT_Cry7Ja1	49.4057943665449	domain2	all	BT_Cry7Ja1	654	domain2	all
BT_Cry7Ka1	49.9335695841241	domain2	all	BT_Cry7Ka1	591	domain2	all
BT_Cry7Kb1	49.6977397165542	domain2	all	BT_Cry7Kb1	591	domain2	all
BT_Cry7La1	49.4238879206239	domain2	all	BT_Cry7La1	633	domain2	all
BT_Cry8-like	46.5616201431786	domain2	all	BT_Cry8-like	663	domain2	all
BT_Cry8Aa1	49.6878453870249	domain2	all	BT_Cry8Aa1	657	domain2	all
BT_Cry8Ab1	49.7275911827197	domain2	all	BT_Cry8Ab1	663	domain2	all
BT_Cry8Ac1	49.5605962862805	domain2	all	BT_Cry8Ac1	663	domain2	all
BT_Cry8Ad1	49.7042088894411	domain2	all	BT_Cry8Ad1	654	domain2	all
BT_Cry8Ba1	51.3847925042382	domain2	all	BT_Cry8Ba1	642	domain2	all
BT_Cry8Bc1	51.5760488376133	domain2	all	BT_Cry8Bc1	645	domain2	all
BT_Cry8Ca1	49.7331258079245	domain2	all	BT_Cry8Ca1	615	domain2	all
BT_Cry8Da1	49.7244284401161	domain2	all	BT_Cry8Da1	684	domain2	all
BT_Cry8Db1	50.1850134883599	domain2	all	BT_Cry8Db1	666	domain2	all
BT_Cry8Ea2	50.8308631158107	domain2	all	BT_Cry8Ea2	612	domain2	all
BT_Cry8Ea6	50.8308631158107	domain2	all	BT_Cry8Ea6	612	domain2	all
BT_Cry8Fa1	49.1589512586202	domain2	all	BT_Cry8Fa1	663	domain2	all
BT_Cry8Fa2	49.1723172175986	domain2	all	BT_Cry8Fa2	663	domain2	all
BT_Cry8Fa3	49.1744196224947	domain2	all	BT_Cry8Fa3	663	domain2	all
BT_Cry8Ga1	49.3458464189963	domain2	all	BT_Cry8Ga1	639	domain2	all
BT_Cry8Ga3	49.3603842460491	domain2	all	BT_Cry8Ga3	639	domain2	all
BT_Cry8Ha1	49.9606178961909	domain2	all	BT_Cry8Ha1	630	domain2	all
BT_Cry8Hb1	49.9636933738567	domain2	all	BT_Cry8Hb1	627	domain2	all
BT_Cry8Ia1	48.9125078155642	domain2	all	BT_Cry8Ia1	660	domain2	all
BT_Cry8Ia3	48.8507133294537	domain2	all	BT_Cry8Ia3	660	domain2	all
BT_Cry8Ib1	49.298754923439	domain2	all	BT_Cry8Ib1	660	domain2	all
BT_Cry8Ib3	49.3659898246554	domain2	all	BT_Cry8Ib3	660	domain2	all
BT_Cry8Ja1	50.8654517370065	domain2	all	BT_Cry8Ja1	612	domain2	all
BT_Cry8Ka1	49.600524702148	domain2	all	BT_Cry8Ka1	645	domain2	all
BT_Cry8Ka3	49.5683062911806	domain2	all	BT_Cry8Ka3	645	domain2	all
BT_Cry8Kb1	49.4167025915366	domain2	all	BT_Cry8Kb1	645	domain2	all
BT_Cry8La1	49.6411349298865	domain2	all	BT_Cry8La1	582	domain2	all
BT_Cry8Ma2	49.4345519117831	domain2	all	BT_Cry8Ma2	573	domain2	all
BT_Cry8Na1	49.4291022764736	domain2	all	BT_Cry8Na1	639	domain2	all
BT_Cry8Pa1	50.4198634556431	domain2	all	BT_Cry8Pa1	663	domain2	all
BT_Cry8Qa1	49.2295991238191	domain2	all	BT_Cry8Qa1	660	domain2	all
BT_Cry8Ra1	49.7930730027823	domain2	all	BT_Cry8Ra1	672	domain2	all
BT_Cry8Sa1	49.3835657210923	domain2	all	BT_Cry8Sa1	633	domain2	all
BT_Cry8Ta1	49.4903252422588	domain2	all	BT_Cry8Ta1	678	domain2	all
BT_Cry9Aa1	49.5991309006783	domain2	all	BT_Cry9Aa1	642	domain2	all
BT_Cry9Aa3	49.5991309006783	domain2	all	BT_Cry9Aa3	642	domain2	all
BT_Cry9Aa5	49.5991309006783	domain2	all	BT_Cry9Aa5	642	domain2	all
BT_Cry9Ba1	49.7153945215716	domain2	all	BT_Cry9Ba1	660	domain2	all
BT_Cry9Bb1	49.9469902510257	domain2	all	BT_Cry9Bb1	651	domain2	all
BT_Cry9Ca1	49.5254411440371	domain2	all	BT_Cry9Ca1	618	domain2	all
BT_Cry9Da1	49.3614377542972	domain2	all	BT_Cry9Da1	660	domain2	all
BT_Cry9Db1	49.3174924884577	domain2	all	BT_Cry9Db1	663	domain2	all
BT_Cry9Dc1	49.3411900631211	domain2	all	BT_Cry9Dc1	663	domain2	all
BT_Cry9Ea10	49.6383187747812	domain2	all	BT_Cry9Ea10	609	domain2	all
BT_Cry9Ea3	49.5848599956004	domain2	all	BT_Cry9Ea3	609	domain2	all
BT_Cry9Ea5	49.5745290223799	domain2	all	BT_Cry9Ea5	609	domain2	all
BT_Cry9Ea6	49.5424124679424	domain2	all	BT_Cry9Ea6	609	domain2	all
BT_Cry9Ea7	49.6059226240367	domain2	all	BT_Cry9Ea7	609	domain2	all
BT_Cry9Eb1	49.4078086146475	domain2	all	BT_Cry9Eb1	609	domain2	all
BT_Cry9Eb2	49.3957216250469	domain2	all	BT_Cry9Eb2	609	domain2	all
BT_Cry9Ec1	49.1471779563154	domain2	all	BT_Cry9Ec1	618	domain2	all
BT_Cry9Ed1	49.0647012783026	domain2	all	BT_Cry9Ed1	618	domain2	all
BT_Cry9Ee1	49.30913832454	domain2	all	BT_Cry9Ee1	618	domain2	all
BT_Cry9Fa1	49.0824289681656	domain2	all	BT_Cry9Fa1	621	domain2	all
BT_Cry9Ga1	49.6630647064715	domain2	all	BT_Cry9Ga1	642	domain2	all
NOV_Cry10Aa1_94.4_ABW89736.1	49.6185216554153	domain2	all	NOV_Cry10Aa1_94.4_ABW89736.1	576	domain2	all
NOV_Cry10Aa1_97.0_ABW89733.1	49.737094858876	domain2	all	NOV_Cry10Aa1_97.0_ABW89733.1	576	domain2	all
NOV_Cry10Aa1_97.2_ABW89735.1	49.5835930345836	domain2	all	NOV_Cry10Aa1_97.2_ABW89735.1	576	domain2	all
NOV_Cry10Aa1_98.2_ABW89731.1	49.7874621122171	domain2	all	NOV_Cry10Aa1_98.2_ABW89731.1	576	domain2	all
NOV_Cry10Aa1_98.2_ABW89732.1	49.7427770407773	domain2	all	NOV_Cry10Aa1_98.2_ABW89732.1	576	domain2	all
NOV_Cry11Aa1_95.8_ABW89741.1	47.7509975162466	domain2	all	NOV_Cry11Aa1_95.8_ABW89741.1	648	domain2	all
NOV_Cry11Aa1_96.3_ABW89742.1	47.6649252573416	domain2	all	NOV_Cry11Aa1_96.3_ABW89742.1	648	domain2	all
NOV_Cry11Aa1_97.8_ABW89740.1	47.9919389155908	domain2	all	NOV_Cry11Aa1_97.8_ABW89740.1	654	domain2	all
NOV_Cry11Aa1_98.9_ABW89739.1	48.2535693771697	domain2	all	NOV_Cry11Aa1_98.9_ABW89739.1	681	domain2	all
NOV_Cry11Aa1_99.2_AXJ97555.1	48.3492514639295	domain2	all	NOV_Cry11Aa1_99.2_AXJ97555.1	681	domain2	all
NOV_Cry11Aa1_99.4_AXJ97553.1	48.3253799520963	domain2	all	NOV_Cry11Aa1_99.4_AXJ97553.1	681	domain2	all
NOV_Cry11Aa1_99.5_ABW89737.1	48.3034873798325	domain2	all	NOV_Cry11Aa1_99.5_ABW89737.1	681	domain2	all
NOV_Cry11Aa1_99.8_QAV56468.1	48.3492514639295	domain2	all	NOV_Cry11Aa1_99.8_QAV56468.1	681	domain2	all
NOV_Cry11Bb1_99.7_WP_103570866.1	47.951588577957	domain2	all	NOV_Cry11Bb1_99.7_WP_103570866.1	693	domain2	all
NOV_Cry13Aa1_50.1_ANS46780.1	47.6777000077927	domain2	all	NOV_Cry13Aa1_50.1_ANS46780.1	675	domain2	all
NOV_Cry14Aa1_41.1_PGW46198.1	48.4254734115039	domain2	all	NOV_Cry14Aa1_41.1_PGW46198.1	669	domain2	all
NOV_Cry14Aa1_44.0_PGW42274.1	48.0776527025756	domain2	all	NOV_Cry14Aa1_44.0_PGW42274.1	678	domain2	all
NOV_Cry14Ab1_42.4_PGW46196.1	48.2518027225015	domain2	all	NOV_Cry14Ab1_42.4_PGW46196.1	669	domain2	all
NOV_Cry14Ab1_85.6_AXE15628.1	48.2199784873104	domain2	all	NOV_Cry14Ab1_85.6_AXE15628.1	648	domain2	all
NOV_Cry19Aa1_29.2_PEA88281.1	48.1216833761336	domain2	all	NOV_Cry19Aa1_29.2_PEA88281.1	588	domain2	all
NOV_Cry19Ba1_74.0_AGV55021.1	49.3236561739631	domain2	all	NOV_Cry19Ba1_74.0_AGV55021.1	609	domain2	all
NOV_Cry1Aa11_99.8_ADD14591.1	51.4203296078953	domain2	all	NOV_Cry1Aa11_99.8_ADD14591.1	591	domain2	all
NOV_Cry1Aa11_99.8_AER40296.1	51.3421595387749	domain2	all	NOV_Cry1Aa11_99.8_AER40296.1	591	domain2	all
NOV_Cry1Aa11_99.9_AIE37439.1	51.4654987582352	domain2	all	NOV_Cry1Aa11_99.9_AIE37439.1	591	domain2	all
