Accession	Dataset	Tox_type	Total_tox_num
L-7601	Strains	par_strict	3
L-7601	Strains	par_all	3
S101	Strains	par_strict	1
S101	Strains	par_all	1
BGSC 4BC1	Strains	ref_no_rec	2
BGSC 4BC1	Strains	par_strict	2
BGSC 4BC1	Strains	par_all	2
SCG04-02	Strains	ref_no_rec	2
SCG04-02	Strains	par_strict	2
SCG04-02	Strains	par_all	2
BGSC 4BG1	Strains	ref_no_rec	2
BGSC 4BG1	Strains	par_strict	2
BGSC 4BG1	Strains	par_all	2
BGSC 4BB1	Strains	ref_no_rec	2
BGSC 4BB1	Strains	par_strict	2
BGSC 4BB1	Strains	par_all	2
BGSC 4AL1	Strains	ref_no_rec	2
BGSC 4AL1	Strains	par_strict	2
BGSC 4AL1	Strains	par_all	2
ARP112	Strains	ref_no_rec	1
BGSC 4BT1	Strains	ref_no_rec	2
BGSC 4BT1	Strains	par_strict	2
BGSC 4BT1	Strains	par_all	2
AFS005140	Strains	par_strict	8
AFS005140	Strains	par_all	8
AFS005140	Strains	par_strict	8
AFS005140	Strains	par_all	8
AFS005140	Strains	par_strict	8
AFS005140	Strains	par_all	8
AFS005140	Strains	rec	8
AFS005140	Strains	rec	8
AFS005140	Strains	ref_no_rec	8
AFS005140	Strains	par_strict	8
AFS005140	Strains	par_all	8
AFS005140	Strains	ref_no_rec	8
AFS013213	Strains	par_strict	8
AFS013213	Strains	par_all	8
AFS013213	Strains	par_strict	8
AFS013213	Strains	par_all	8
AFS013213	Strains	par_strict	8
AFS013213	Strains	par_all	8
AFS013213	Strains	rec	8
AFS013213	Strains	rec	8
AFS013213	Strains	ref_no_rec	8
AFS013213	Strains	par_strict	8
AFS013213	Strains	par_all	8
AFS013213	Strains	ref_no_rec	8
AFS088016	Strains	par_strict	8
AFS088016	Strains	par_all	8
AFS088016	Strains	par_strict	8
AFS088016	Strains	par_all	8
AFS088016	Strains	par_strict	8
AFS088016	Strains	par_all	8
AFS088016	Strains	rec	8
AFS088016	Strains	rec	8
AFS088016	Strains	ref_no_rec	8
AFS088016	Strains	par_strict	8
AFS088016	Strains	par_all	8
AFS088016	Strains	ref_no_rec	8
Bt185	Strains	rec	4
Bt185	Strains	par_strict	4
Bt185	Strains	par_all	4
Bt185	Strains	par_all	4
Bt185	Strains	rec	4
78-2	Strains	rec	4
78-2	Strains	par_strict	4
78-2	Strains	par_all	4
78-2	Strains	par_strict	4
78-2	Strains	par_all	4
78-2	Strains	rec	4
QZL38	Strains	rec	4
QZL38	Strains	par_strict	4
QZL38	Strains	par_all	4
QZL38	Strains	par_strict	4
QZL38	Strains	par_all	4
QZL38	Strains	rec	4
3-1-a	Strains	rec	1
LSZ9408	Strains	par_strict	2
LSZ9408	Strains	par_all	2
LSZ9408	Strains	par_all	2
xl6-1	Strains	ref_no_rec	1
ARP242	Strains	par_strict	1
ARP242	Strains	par_all	1
MC28	Strains	par_strict	8
MC28	Strains	par_all	8
MC28	Strains	par_strict	8
MC28	Strains	par_all	8
MC28	Strains	ref_no_rec	8
MC28	Strains	ref_no_rec	8
MC28	Strains	ref_no_rec	8
MC28	Strains	ref_no_rec	8
MC28	Strains	par_strict	8
MC28	Strains	par_all	8
MC28	Strains	ref_no_rec	8
V4	Strains	par_strict	3
V4	Strains	par_all	3
V4	Strains	par_all	3
V4	Strains	par_strict	3
V4	Strains	par_all	3
ARP218	Strains	par_strict	1
ARP218	Strains	par_all	1
DAB-Bt2	Strains	rec	3
DAB-Bt2	Strains	ref_no_rec	3
DAB-Bt2	Strains	ref_no_rec	3
HD511	Strains	ref_no_rec	1
AFS034708	Strains	par_strict	3
AFS034708	Strains	par_all	3
AFS034708	Strains	rec	3
AFS034708	Strains	par_strict	3
AFS034708	Strains	par_all	3
ARP095	Strains	rec	1
NBIN-866	Strains	ref_no_rec	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	both	13
NBIN-866	Strains	ref_no_rec	13
NBIN-866	Strains	par_strict	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	par_strict	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	rec	13
NBIN-866	Strains	par_strict	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	par_strict	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	par_strict	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	par_strict	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	par_strict	13
NBIN-866	Strains	par_all	13
NBIN-866	Strains	ref_no_rec	13
NBIN-866	Strains	par_all	13
HD-525	Strains	par_all	12
HD-525	Strains	both	12
HD-525	Strains	ref_no_rec	12
HD-525	Strains	par_strict	12
HD-525	Strains	par_all	12
HD-525	Strains	par_strict	12
HD-525	Strains	par_all	12
HD-525	Strains	rec	12
HD-525	Strains	par_strict	12
HD-525	Strains	par_all	12
HD-525	Strains	par_strict	12
HD-525	Strains	par_all	12
HD-525	Strains	par_strict	12
HD-525	Strains	par_all	12
HD-525	Strains	par_strict	12
HD-525	Strains	par_all	12
HD-525	Strains	par_strict	12
HD-525	Strains	par_all	12
HD-525	Strains	ref_no_rec	12
HD-525	Strains	par_all	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	both	12
BGSC 4G1	Strains	ref_no_rec	12
BGSC 4G1	Strains	par_strict	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	par_strict	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	rec	12
BGSC 4G1	Strains	par_strict	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	par_strict	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	par_strict	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	par_strict	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	par_strict	12
BGSC 4G1	Strains	par_all	12
BGSC 4G1	Strains	ref_no_rec	12
BGSC 4G1	Strains	par_all	12
BGSC 4G4	Strains	ref_no_rec	11
BGSC 4G4	Strains	par_all	11
BGSC 4G4	Strains	both	11
BGSC 4G4	Strains	par_strict	11
BGSC 4G4	Strains	par_all	11
BGSC 4G4	Strains	par_strict	11
BGSC 4G4	Strains	par_all	11
BGSC 4G4	Strains	rec	11
BGSC 4G4	Strains	par_strict	11
BGSC 4G4	Strains	par_all	11
BGSC 4G4	Strains	par_strict	11
BGSC 4G4	Strains	par_all	11
BGSC 4G4	Strains	par_strict	11
BGSC 4G4	Strains	par_all	11
BGSC 4G4	Strains	par_strict	11
BGSC 4G4	Strains	par_all	11
BGSC 4G4	Strains	ref_no_rec	11
BGSC 4G4	Strains	par_all	11
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	both	12
BGSC 4CB1	Strains	ref_no_rec	12
BGSC 4CB1	Strains	par_strict	12
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	par_strict	12
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	rec	12
BGSC 4CB1	Strains	par_strict	12
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	par_strict	12
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	par_strict	12
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	par_strict	12
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	par_strict	12
BGSC 4CB1	Strains	par_all	12
BGSC 4CB1	Strains	ref_no_rec	12
BGSC 4CB1	Strains	par_all	12
4G3	Strains	par_strict	5
4G3	Strains	par_all	5
4G3	Strains	par_strict	5
4G3	Strains	par_all	5
4G3	Strains	par_strict	5
4G3	Strains	par_all	5
4G3	Strains	ref_no_rec	5
4G3	Strains	par_all	5
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	both	12
BGSC 4AE1	Strains	ref_no_rec	12
BGSC 4AE1	Strains	par_strict	12
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	par_strict	12
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	rec	12
BGSC 4AE1	Strains	par_strict	12
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	par_strict	12
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	par_strict	12
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	par_strict	12
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	par_strict	12
BGSC 4AE1	Strains	par_all	12
BGSC 4AE1	Strains	ref_no_rec	12
BGSC 4AE1	Strains	par_all	12
4G2	Strains	par_all	6
4G2	Strains	both	6
4G2	Strains	par_strict	6
4G2	Strains	par_all	6
4G2	Strains	par_strict	6
4G2	Strains	par_all	6
4G2	Strains	par_strict	6
4G2	Strains	par_all	6
4G2	Strains	ref_no_rec	6
4G2	Strains	par_all	6
AFS045441	Strains	par_all	1
AFS098022	Strains	par_strict	2
AFS098022	Strains	par_all	2
AFS098022	Strains	par_all	2
ly30	Strains	par_strict	4
ly30	Strains	par_all	4
ly30	Strains	par_strict	4
ly30	Strains	par_all	4
ly30	Strains	par_strict	4
ly30	Strains	par_all	4
ly30	Strains	par_strict	4
ly30	Strains	par_all	4
SVBS18-01	Strains	par_strict	3
SVBS18-01	Strains	par_all	3
SVBS18-01	Strains	par_strict	3
SVBS18-01	Strains	par_all	3
SVBS18-01	Strains	par_all	3
AFS027250	Strains	ref_no_rec	1
BR58	Strains	ref_no_rec	3
BR58	Strains	ref_no_rec	3
BR58	Strains	rec	3
AM65-52	Strains	ref_no_rec	4
AM65-52	Strains	ref_no_rec	4
AM65-52	Strains	ref_no_rec	4
AM65-52	Strains	rec	4
HD-789	Strains	ref_no_rec	4
HD-789	Strains	ref_no_rec	4
HD-789	Strains	ref_no_rec	4
HD-789	Strains	rec	4
T0139	Strains	ref_no_rec	4
T0139	Strains	ref_no_rec	4
T0139	Strains	ref_no_rec	4
T0139	Strains	rec	4
T0131	Strains	ref_no_rec	4
T0131	Strains	ref_no_rec	4
T0131	Strains	ref_no_rec	4
T0131	Strains	rec	4
T0137	Strains	ref_no_rec	4
T0137	Strains	ref_no_rec	4
T0137	Strains	ref_no_rec	4
T0137	Strains	rec	4
JW-1	Strains	ref_no_rec	4
JW-1	Strains	ref_no_rec	4
JW-1	Strains	ref_no_rec	4
JW-1	Strains	rec	4
BT-59	Strains	ref_no_rec	4
BT-59	Strains	ref_no_rec	4
BT-59	Strains	ref_no_rec	4
BT-59	Strains	rec	4
PBT602	Strains	rec	1
KNU-26	Strains	ref_no_rec	4
KNU-26	Strains	ref_no_rec	4
KNU-26	Strains	ref_no_rec	4
KNU-26	Strains	rec	4
1.24	Strains	ref_no_rec	4
1.24	Strains	ref_no_rec	4
1.24	Strains	ref_no_rec	4
1.24	Strains	rec	4
FDAARGOS_796	Strains	ref_no_rec	4
FDAARGOS_796	Strains	ref_no_rec	4
FDAARGOS_796	Strains	ref_no_rec	4
FDAARGOS_796	Strains	rec	4
BMP144	Strains	ref_no_rec	4
BMP144	Strains	ref_no_rec	4
BMP144	Strains	ref_no_rec	4
BMP144	Strains	rec	4
IBL00427	Strains	ref_no_rec	4
IBL00427	Strains	ref_no_rec	4
IBL00427	Strains	ref_no_rec	4
IBL00427	Strains	rec	4
Bti	Strains	ref_no_rec	4
Bti	Strains	ref_no_rec	4
Bti	Strains	ref_no_rec	4
Bti	Strains	rec	4
AK8	Strains	ref_no_rec	4
AK8	Strains	ref_no_rec	4
AK8	Strains	ref_no_rec	4
AK8	Strains	rec	4
BGSC 4AX1	Strains	ref_no_rec	4
BGSC 4AX1	Strains	ref_no_rec	4
BGSC 4AX1	Strains	ref_no_rec	4
BGSC 4AX1	Strains	rec	4
4S3	Strains	ref_no_rec	2
4S3	Strains	ref_no_rec	2
BN23-5	Strains	ref_no_rec	5
BN23-5	Strains	par_strict	5
BN23-5	Strains	par_all	5
BN23-5	Strains	par_strict	5
BN23-5	Strains	par_all	5
BN23-5	Strains	par_strict	5
BN23-5	Strains	par_all	5
BN23-5	Strains	par_all	5
EG 5847	Strains	par_strict	2
EG 5847	Strains	par_all	2
EG 5847	Strains	par_all	2
AFS015413	Strains	ref_no_rec	2
AFS015413	Strains	par_all	2
BGSC 4BD1	Strains	ref_no_rec	1
NBIC380	Strains	par_all	1
DP1019	Strains	ref_no_rec	2
DP1019	Strains	par_strict	2
DP1019	Strains	par_all	2
DB27	Strains	ref_no_rec	3
DB27	Strains	ref_no_rec	3
DB27	Strains	ref_no_rec	3
G25-87	Strains	ref_no_rec	2
G25-87	Strains	ref_no_rec	2
G25-91	Strains	ref_no_rec	1
G25-78	Strains	ref_no_rec	2
G25-78	Strains	ref_no_rec	2
ARP076	Strains	par_all	1
ARP076	Strains	both	1
QZL20-1	Strains	par_strict	1
QZL20-1	Strains	par_all	1
HD29	Strains	par_all	10
HD29	Strains	ref_no_rec	10
HD29	Strains	par_strict	10
HD29	Strains	par_all	10
HD29	Strains	rec	10
HD29	Strains	par_strict	10
HD29	Strains	par_all	10
HD29	Strains	par_all	10
HD29	Strains	par_strict	10
HD29	Strains	par_all	10
HD29	Strains	par_strict	10
HD29	Strains	par_all	10
HD29	Strains	par_strict	10
HD29	Strains	par_all	10
HD29	Strains	par_strict	10
HD29	Strains	par_all	10
ARP140	Strains	ref_no_rec	1
HD521	Strains	ref_no_rec	3
HD521	Strains	ref_no_rec	3
HD521	Strains	ref_no_rec	3
BTIPP003	Strains	ref_no_rec	2
BTIPP003	Strains	ref_no_rec	2
LH-2	Strains	ref_no_rec	1
NEAU B-X5	Strains	par_strict	2
NEAU B-X5	Strains	par_all	2
NEAU B-X5	Strains	par_strict	2
NEAU B-X5	Strains	par_all	2
LBIT-418	Strains	par_all	2
LBIT-418	Strains	par_strict	2
LBIT-418	Strains	par_all	2
4F4	Strains	par_all	5
4F4	Strains	par_strict	5
4F4	Strains	par_all	5
4F4	Strains	par_all	5
4F4	Strains	par_strict	5
4F4	Strains	par_all	5
4F4	Strains	par_strict	5
4F4	Strains	par_all	5
BGSC 4J5	Strains	par_strict	4
BGSC 4J5	Strains	par_all	4
BGSC 4J5	Strains	par_all	4
BGSC 4J5	Strains	par_all	4
BGSC 4J5	Strains	par_strict	4
BGSC 4J5	Strains	par_all	4
MOD1_Bc21	Strains	par_all	1
HD5	Strains	par_strict	4
HD5	Strains	par_all	4
HD5	Strains	par_all	4
HD5	Strains	par_all	4
HD5	Strains	par_strict	4
HD5	Strains	par_all	4
4F1	Strains	par_all	5
4F1	Strains	par_strict	5
4F1	Strains	par_all	5
4F1	Strains	par_all	5
4F1	Strains	par_strict	5
4F1	Strains	par_all	5
4F1	Strains	par_strict	5
4F1	Strains	par_all	5
4F2	Strains	par_all	1
HD395	Strains	ref_no_rec	2
HD395	Strains	par_all	2
T03B001	Strains	ref_no_rec	5
T03B001	Strains	rec	5
T03B001	Strains	ref_no_rec	5
T03B001	Strains	par_all	5
T03B001	Strains	par_strict	5
T03B001	Strains	par_all	5
146-158-01	Strains	par_all	2
146-158-01	Strains	par_strict	2
146-158-01	Strains	par_all	2
Q-12	Strains	par_all	1
CYZ-4	Strains	par_strict	1
CYZ-4	Strains	par_all	1
ARP193	Strains	ref_no_rec	1
SL39	Strains	par_strict	1
SL39	Strains	par_all	1
AFS059039	Strains	par_strict	8
AFS059039	Strains	par_all	8
AFS059039	Strains	par_strict	8
AFS059039	Strains	par_all	8
AFS059039	Strains	par_strict	8
AFS059039	Strains	par_all	8
AFS059039	Strains	rec	8
AFS059039	Strains	ref_no_rec	8
AFS059039	Strains	ref_no_rec	8
AFS059039	Strains	ref_no_rec	8
AFS059039	Strains	par_strict	8
AFS059039	Strains	par_all	8
AFS030866	Strains	par_strict	7
AFS030866	Strains	par_all	7
AFS030866	Strains	par_strict	7
AFS030866	Strains	par_all	7
AFS030866	Strains	rec	7
AFS030866	Strains	par_strict	7
AFS030866	Strains	par_all	7
AFS030866	Strains	ref_no_rec	7
AFS030866	Strains	ref_no_rec	7
AFS030866	Strains	ref_no_rec	7
FBG25	Strains	ref_no_rec	1
PS81I	Strains	par_strict	3
PS81I	Strains	par_all	3
PS81I	Strains	par_strict	3
PS81I	Strains	par_all	3
PS81I	Strains	par_all	3
PS81I	Strains	both	3
Btc001	Strains	rec	1
87-29	Strains	ref_no_rec	1
WB2	Strains	par_strict	1
WB2	Strains	par_all	1
PS9-D12	Strains	par_strict	1
PS9-D12	Strains	par_all	1
ARP055	Strains	ref_no_rec	1
SSy125-c	Strains	par_strict	2
SSy125-c	Strains	par_all	2
SSy125-c	Strains	par_strict	2
SSy125-c	Strains	par_all	2
SSy111-c	Strains	par_strict	2
SSy111-c	Strains	par_all	2
SSy111-c	Strains	par_strict	2
SSy111-c	Strains	par_all	2
YBT-1518	Strains	ref_no_rec	1
G25-43	Strains	ref_no_rec	1
BfR-BA-01356	Strains	par_strict	2
BfR-BA-01356	Strains	par_all	2
BfR-BA-01356	Strains	par_strict	2
BfR-BA-01356	Strains	par_all	2
Bm59-2	Strains	par_all	2
Bm59-2	Strains	both	2
Bm59-2	Strains	rec	2
IEBC-T63 001	Strains	ref_no_rec	1
B12	Strains	par_all	1
SSy77	Strains	par_strict	2
SSy77	Strains	par_all	2
SSy77	Strains	par_strict	2
SSy77	Strains	par_all	2
ARP256	Strains	par_strict	1
ARP256	Strains	par_all	1
ARP021	Strains	par_strict	1
ARP021	Strains	par_all	1
QBL-27	Strains	par_strict	2
QBL-27	Strains	par_all	2
QBL-27	Strains	par_all	2
TOL651	Strains	par_all	1
K3	Strains	ref_no_rec	2
K3	Strains	par_strict	2
K3	Strains	par_all	2
T25	Strains	par_strict	1
T25	Strains	par_all	1
ARP135	Strains	ref_no_rec	1
HD-1-02	Strains	par_strict	1
HD-1-02	Strains	par_all	1
SK700	Strains	rec	3
SK700	Strains	ref_no_rec	3
SK700	Strains	par_strict	3
SK700	Strains	par_all	3
SK700	Strains	both	3
AFS038158	Strains	ref_no_rec	1
mo3-D10	Strains	par_all	1
mo3-D10	Strains	both	1
DAB-Bt3	Strains	ref_no_rec	4
DAB-Bt3	Strains	ref_no_rec	4
DAB-Bt3	Strains	ref_no_rec	4
DAB-Bt3	Strains	rec	4
Q52-7	Strains	ref_no_rec	1
DAB-Bt5	Strains	ref_no_rec	4
DAB-Bt5	Strains	ref_no_rec	4
DAB-Bt5	Strains	ref_no_rec	4
DAB-Bt5	Strains	rec	4
BGSC 4CE1	Strains	ref_no_rec	5
BGSC 4CE1	Strains	ref_no_rec	5
BGSC 4CE1	Strains	ref_no_rec	5
BGSC 4CE1	Strains	par_strict	5
BGSC 4CE1	Strains	par_all	5
BGSC 4CE1	Strains	ref_no_rec	5
2260	Strains	par_strict	1
2260	Strains	par_all	1
HQ122	Strains	ref_no_rec	1
HTS-S-38	Strains	par_strict	2
HTS-S-38	Strains	par_all	2
HTS-S-38	Strains	par_strict	2
HTS-S-38	Strains	par_all	2
YC-10	Strains	par_all	5
YC-10	Strains	par_strict	5
YC-10	Strains	par_all	5
YC-10	Strains	par_strict	5
YC-10	Strains	par_all	5
YC-10	Strains	par_strict	5
YC-10	Strains	par_all	5
YC-10	Strains	par_strict	5
YC-10	Strains	par_all	5
G25-96	Strains	par_all	5
G25-96	Strains	par_strict	5
G25-96	Strains	par_all	5
G25-96	Strains	par_strict	5
G25-96	Strains	par_all	5
G25-96	Strains	par_strict	5
G25-96	Strains	par_all	5
G25-96	Strains	par_strict	5
G25-96	Strains	par_all	5
IBL03111	Strains	par_all	5
IBL03111	Strains	par_strict	5
IBL03111	Strains	par_all	5
IBL03111	Strains	par_strict	5
IBL03111	Strains	par_all	5
IBL03111	Strains	par_strict	5
IBL03111	Strains	par_all	5
IBL03111	Strains	par_strict	5
IBL03111	Strains	par_all	5
IBL00503	Strains	par_all	5
IBL00503	Strains	par_strict	5
IBL00503	Strains	par_all	5
IBL00503	Strains	par_strict	5
IBL00503	Strains	par_all	5
IBL00503	Strains	par_strict	5
IBL00503	Strains	par_all	5
IBL00503	Strains	par_strict	5
IBL00503	Strains	par_all	5
IBL01259	Strains	par_all	5
IBL01259	Strains	par_strict	5
IBL01259	Strains	par_all	5
IBL01259	Strains	par_strict	5
IBL01259	Strains	par_all	5
IBL01259	Strains	par_strict	5
IBL01259	Strains	par_all	5
IBL01259	Strains	par_strict	5
IBL01259	Strains	par_all	5
IBL01313	Strains	par_all	5
IBL01313	Strains	par_strict	5
IBL01313	Strains	par_all	5
IBL01313	Strains	par_strict	5
IBL01313	Strains	par_all	5
IBL01313	Strains	par_strict	5
IBL01313	Strains	par_all	5
IBL01313	Strains	par_strict	5
IBL01313	Strains	par_all	5
BNS3	Strains	par_strict	3
BNS3	Strains	par_all	3
BNS3	Strains	par_strict	3
BNS3	Strains	par_all	3
BNS3	Strains	par_strict	3
BNS3	Strains	par_all	3
HD 1i	Strains	par_strict	6
HD 1i	Strains	par_all	6
HD 1i	Strains	par_all	6
HD 1i	Strains	par_strict	6
HD 1i	Strains	par_all	6
HD 1i	Strains	par_strict	6
HD 1i	Strains	par_all	6
HD 1i	Strains	par_strict	6
HD 1i	Strains	par_all	6
HD 1i	Strains	par_strict	6
HD 1i	Strains	par_all	6
x023	Strains	par_strict	4
x023	Strains	par_all	4
x023	Strains	par_strict	4
x023	Strains	par_all	4
x023	Strains	par_strict	4
x023	Strains	par_all	4
x023	Strains	par_strict	4
x023	Strains	par_all	4
PS9-E2	Strains	par_strict	1
PS9-E2	Strains	par_all	1
ABTS-351	Strains	par_all	5
ABTS-351	Strains	par_strict	5
ABTS-351	Strains	par_all	5
ABTS-351	Strains	par_strict	5
ABTS-351	Strains	par_all	5
ABTS-351	Strains	par_strict	5
ABTS-351	Strains	par_all	5
ABTS-351	Strains	par_strict	5
ABTS-351	Strains	par_all	5
BMG1.7	Strains	par_all	5
BMG1.7	Strains	par_strict	5
BMG1.7	Strains	par_all	5
BMG1.7	Strains	par_strict	5
BMG1.7	Strains	par_all	5
BMG1.7	Strains	par_strict	5
BMG1.7	Strains	par_all	5
BMG1.7	Strains	par_strict	5
BMG1.7	Strains	par_all	5
BGSC 4L3	Strains	par_all	5
BGSC 4L3	Strains	par_strict	5
BGSC 4L3	Strains	par_all	5
BGSC 4L3	Strains	par_strict	5
BGSC 4L3	Strains	par_all	5
BGSC 4L3	Strains	par_strict	5
BGSC 4L3	Strains	par_all	5
BGSC 4L3	Strains	par_strict	5
BGSC 4L3	Strains	par_all	5
D1	Strains	par_strict	1
D1	Strains	par_all	1
SA11	Strains	par_strict	4
SA11	Strains	par_all	4
SA11	Strains	par_strict	4
SA11	Strains	par_all	4
SA11	Strains	par_strict	4
SA11	Strains	par_all	4
SA11	Strains	par_strict	4
SA11	Strains	par_all	4
HD-1	Strains	ref_no_rec	7
HD-1	Strains	par_strict	7
HD-1	Strains	par_all	7
HD-1	Strains	par_all	7
HD-1	Strains	par_strict	7
HD-1	Strains	par_all	7
HD-1	Strains	par_strict	7
HD-1	Strains	par_all	7
HD-1	Strains	par_strict	7
HD-1	Strains	par_all	7
HD-1	Strains	par_strict	7
HD-1	Strains	par_all	7
96-OK-85-24	Strains	par_strict	3
96-OK-85-24	Strains	par_all	3
96-OK-85-24	Strains	ref_no_rec	3
96-OK-85-24	Strains	rec	3
BRC-ZYR2	Strains	par_strict	1
BRC-ZYR2	Strains	par_all	1
Bts	Strains	par_all	2
Bts	Strains	par_strict	2
Bts	Strains	par_all	2
BRI-144	Strains	par_strict	2
BRI-144	Strains	par_all	2
BRI-144	Strains	par_all	2
C1Ac86	Strains	par_all	1
Bt_IIHR MLW	Strains	ref_no_rec	1
Sbt030	Strains	ref_no_rec	2
Sbt030	Strains	ref_no_rec	2
QCL-1	Strains	par_strict	1
QCL-1	Strains	par_all	1
ARP260	Strains	ref_no_rec	1
SK-784	Strains	par_all	1
NRD-12	Strains	par_all	3
NRD-12	Strains	par_strict	3
NRD-12	Strains	par_all	3
NRD-12	Strains	par_strict	3
NRD-12	Strains	par_all	3
ARP185	Strains	ref_no_rec	1
AFS033477	Strains	ref_no_rec	1
DAB-Bt6	Strains	rec	4
DAB-Bt6	Strains	ref_no_rec	4
DAB-Bt6	Strains	ref_no_rec	4
DAB-Bt6	Strains	ref_no_rec	4
G7-1	Strains	par_all	2
G7-1	Strains	par_strict	2
G7-1	Strains	par_all	2
HBF-18	Strains	par_strict	2
HBF-18	Strains	par_all	2
HBF-18	Strains	ref_no_rec	2
BGSC 4BP1	Strains	par_strict	3
BGSC 4BP1	Strains	par_all	3
BGSC 4BP1	Strains	ref_no_rec	3
BGSC 4BP1	Strains	ref_no_rec	3
ARP171	Strains	ref_no_rec	1
Rpp39	Strains	par_strict	1
Rpp39	Strains	par_all	1
Bt2-56	Strains	ref_no_rec	2
Bt2-56	Strains	ref_no_rec	2
FB	Strains	par_strict	4
FB	Strains	par_all	4
FB	Strains	par_strict	4
FB	Strains	par_all	4
FB	Strains	par_all	4
FB	Strains	par_strict	4
FB	Strains	par_all	4
Sbt009	Strains	ref_no_rec	4
Sbt009	Strains	par_all	4
Sbt009	Strains	both	4
Sbt009	Strains	ref_no_rec	4
Sbt009	Strains	ref_no_rec	4
FDAARGOS_800	Strains	par_strict	2
FDAARGOS_800	Strains	par_all	2
FDAARGOS_800	Strains	ref_no_rec	2
HD 600	Strains	par_strict	2
HD 600	Strains	par_all	2
HD 600	Strains	ref_no_rec	2
LB52	Strains	ref_no_rec	1
ARP096	Strains	par_all	1
ARP096	Strains	both	1
A1462	Strains	par_strict	3
A1462	Strains	par_all	3
A1462	Strains	ref_no_rec	3
A1462	Strains	rec	3
DOR BT-1	Strains	par_strict	1
DOR BT-1	Strains	par_all	1
xl6-4	Strains	par_all	1
xl6-4	Strains	both	1
BRC-ZQL3	Strains	ref_no_rec	1
ARP092	Strains	ref_no_rec	1
MHY1.11	Strains	par_strict	1
MHY1.11	Strains	par_all	1
2173	Strains	ref_no_rec	1
DAB-Bt4	Strains	rec	4
DAB-Bt4	Strains	ref_no_rec	4
DAB-Bt4	Strains	ref_no_rec	4
DAB-Bt4	Strains	ref_no_rec	4
MSS8.4	Strains	par_strict	1
MSS8.4	Strains	par_all	1
YZ71	Strains	par_strict	1
YZ71	Strains	par_all	1
YY1	Strains	par_strict	1
YY1	Strains	par_all	1
NBRC 100599	Strains	ref_no_rec	1
BGSC 4AO1	Strains	ref_no_rec	6
BGSC 4AO1	Strains	par_strict	6
BGSC 4AO1	Strains	par_all	6
BGSC 4AO1	Strains	rec	6
BGSC 4AO1	Strains	ref_no_rec	6
BGSC 4AO1	Strains	par_all	6
BGSC 4AO1	Strains	par_strict	6
BGSC 4AO1	Strains	par_all	6
4M5	Strains	par_strict	3
4M5	Strains	par_all	3
4M5	Strains	par_all	3
4M5	Strains	par_strict	3
4M5	Strains	par_all	3
BC-01	Strains	ref_no_rec	2
BC-01	Strains	par_all	2
BGSC 4AP1	Strains	ref_no_rec	5
BGSC 4AP1	Strains	par_strict	5
BGSC 4AP1	Strains	par_all	5
BGSC 4AP1	Strains	rec	5
BGSC 4AP1	Strains	par_all	5
BGSC 4AP1	Strains	par_strict	5
BGSC 4AP1	Strains	par_all	5
ARP058	Strains	par_all	1
BGSC 4CD1	Strains	ref_no_rec	3
BGSC 4CD1	Strains	ref_no_rec	3
BGSC 4CD1	Strains	ref_no_rec	3
ARP258	Strains	ref_no_rec	1
C-33	Strains	par_all	2
C-33	Strains	par_strict	2
C-33	Strains	par_all	2
EG2158	Strains	par_all	1
NB176	Strains	par_all	1
wu1E-3	Strains	par_strict	1
wu1E-3	Strains	par_all	1
Bt S185	Strains	par_strict	2
Bt S185	Strains	par_all	2
Bt S185	Strains	par_strict	2
Bt S185	Strains	par_all	2
QZL144-4	Strains	par_strict	1
QZL144-4	Strains	par_all	1
GWL	Strains	par_strict	1
